codepoint,value,subnormal
0x60,0x1.8p-1, 
0x61,0x1.84p-1, 
0x62,0x1.88p-1, 
0x63,0x1.8cp-1, 
0x64,0x1.9p-1, 
0x65,0x1.94p-1, 
0x66,0x1.98p-1, 
0x67,0x1.9cp-1, 
0x68,0x1.ap-1, 
0x69,0x1.a4p-1, 
0x6a,0x1.a8p-1, 
0x6b,0x1.acp-1, 
0x6c,0x1.bp-1, 
0x6d,0x1.b4p-1, 
0x6e,0x1.b8p-1, 
0x6f,0x1.bcp-1, 
0x70,0x1.cp-1, 
0x71,0x1.c4p-1, 
0x72,0x1.c8p-1, 
0x73,0x1.ccp-1, 
0x74,0x1.dp-1, 
0x75,0x1.d4p-1, 
0x76,0x1.d8p-1, 
0x77,0x1.dcp-1, 
0x78,0x1.ep-1, 
0x79,0x1.e4p-1, 
0x7a,0x1.e8p-1, 
0x7b,0x1.ecp-1, 
0x7c,0x1.fp-1, 
0x7d,0x1.f4p-1, 
0x7e,0x1.f8p-1, 
0x7f,0x1.fcp-1, 
0x80,0x1p+0, 
0x81,0x1.04p+0, 
0x82,0x1.08p+0, 
0x83,0x1.0cp+0, 
0x84,0x1.1p+0, 
0x85,0x1.14p+0, 
0x86,0x1.18p+0, 
0x87,0x1.1cp+0, 
0x88,0x1.2p+0, 
0x89,0x1.24p+0, 
0x8a,0x1.28p+0, 
0x8b,0x1.2cp+0, 
0x8c,0x1.3p+0, 
0x8d,0x1.34p+0, 
0x8e,0x1.38p+0, 
0x8f,0x1.3cp+0, 
0x90,0x1.4p+0, 
0x91,0x1.44p+0, 
0x92,0x1.48p+0, 
0x93,0x1.4cp+0, 
0x94,0x1.5p+0, 
0x95,0x1.54p+0, 
0x96,0x1.58p+0, 
0x97,0x1.5cp+0, 
0x98,0x1.6p+0, 
0x99,0x1.64p+0, 
0x9a,0x1.68p+0, 
0x9b,0x1.6cp+0, 
0x9c,0x1.7p+0, 
0x9d,0x1.74p+0, 
0x9e,0x1.78p+0, 
0x9f,0x1.7cp+0, 
0xa0,0x1.8p+0, 
0xa1,0x1.84p+0, 
0xa2,0x1.88p+0, 
0xa3,0x1.8cp+0, 
0xa4,0x1.9p+0, 
0xa5,0x1.94p+0, 
0xa6,0x1.98p+0, 
0xa7,0x1.9cp+0, 
0xa8,0x1.ap+0, 
0xa9,0x1.a4p+0, 
0xaa,0x1.a8p+0, 
0xab,0x1.acp+0, 
0xac,0x1.bp+0, 
0xad,0x1.b4p+0, 
0xae,0x1.b8p+0, 
0xaf,0x1.bcp+0, 
0xb0,0x1.cp+0, 
0xb1,0x1.c4p+0, 
0xb2,0x1.c8p+0, 
0xb3,0x1.ccp+0, 
0xb4,0x1.dp+0, 
0xb5,0x1.d4p+0, 
0xb6,0x1.d8p+0, 
0xb7,0x1.dcp+0, 
0xb8,0x1.ep+0, 
0xb9,0x1.e4p+0, 
0xba,0x1.e8p+0, 
0xbb,0x1.ecp+0, 
0xbc,0x1.fp+0, 
0xbd,0x1.f4p+0, 
0xbe,0x1.f8p+0, 
0xbf,0x1.fcp+0, 
0xc0,0x1p+1, 
0xc1,0x1.04p+1, 
0xc2,0x1.08p+1, 
0xc3,0x1.0cp+1, 
0xc4,0x1.1p+1, 
0xc5,0x1.14p+1, 
0xc6,0x1.18p+1, 
0xc7,0x1.1cp+1, 
0xc8,0x1.2p+1, 
0xc9,0x1.24p+1, 
0xca,0x1.28p+1, 
0xcb,0x1.2cp+1, 
0xcc,0x1.3p+1, 
0xcd,0x1.34p+1, 
0xce,0x1.38p+1, 
0xcf,0x1.3cp+1, 
0xd0,0x1.4p+1, 
0xd1,0x1.44p+1, 
0xd2,0x1.48p+1, 
0xd3,0x1.4cp+1, 
0xd4,0x1.5p+1, 
0xd5,0x1.54p+1, 
0xd6,0x1.58p+1, 
0xd7,0x1.5cp+1, 
0xd8,0x1.6p+1, 
0xd9,0x1.64p+1, 
0xda,0x1.68p+1, 
0xdb,0x1.6cp+1, 
0xdc,0x1.7p+1, 
0xdd,0x1.74p+1, 
0xde,0x1.78p+1, 
0xdf,0x1.7cp+1, 
0xe0,0x1.8p+1, 
0xe1,0x1.84p+1, 
0xe2,0x1.88p+1, 
0xe3,0x1.8cp+1, 
0xe4,0x1.9p+1, 
0xe5,0x1.94p+1, 
0xe6,0x1.98p+1, 
0xe7,0x1.9cp+1, 
0xe8,0x1.ap+1, 
0xe9,0x1.a4p+1, 
0xea,0x1.a8p+1, 
0xeb,0x1.acp+1, 
0xec,0x1.bp+1, 
0xed,0x1.b4p+1, 
0xee,0x1.b8p+1, 
0xef,0x1.bcp+1, 
0xf0,0x1.cp+1, 
0xf1,0x1.c4p+1, 
0xf2,0x1.c8p+1, 
0xf3,0x1.ccp+1, 
0xf4,0x1.dp+1, 
0xf5,0x1.d4p+1, 
0xf6,0x1.d8p+1, 
0xf7,0x1.dcp+1, 
0xf8,0x1.ep+1, 
0xf9,0x1.e4p+1, 
0xfa,0x1.e8p+1, 
0xfb,0x1.ecp+1, 
0xfc,0x1.fp+1, 
0xfd,0x1.f4p+1, 
0xfe,0x1.f8p+1, 
0xff,Inf, 
