codepoint,sprintf_a,subnormal
0x4d,0x1.34p+0, 
0x4e,0x1.38p+0, 
0x4f,0x1.3cp+0, 
0x50,0x1.4p+0, 
0x51,0x1.44p+0, 
0x52,0x1.48p+0, 
0x53,0x1.4cp+0, 
0x54,0x1.5p+0, 
0x55,0x1.54p+0, 
0x56,0x1.58p+0, 
0x57,0x1.5cp+0, 
0x58,0x1.6p+0, 
0x59,0x1.64p+0, 
0x5a,0x1.68p+0, 
0x5b,0x1.6cp+0, 
0x5c,0x1.7p+0, 
0x5d,0x1.74p+0, 
0x5e,0x1.78p+0, 
0x5f,0x1.7cp+0, 
0x60,0x1.8p+0, 
0x61,0x1.84p+0, 
0x62,0x1.88p+0, 
0x63,0x1.8cp+0, 
0x64,0x1.9p+0, 
0x65,0x1.94p+0, 
0x66,0x1.98p+0, 
0x67,0x1.9cp+0, 
0x68,0x1.ap+0, 
0x69,0x1.a4p+0, 
0x6a,0x1.a8p+0, 
0x6b,0x1.acp+0, 
0x6c,0x1.bp+0, 
0x6d,0x1.b4p+0, 
0x6e,0x1.b8p+0, 
0x6f,0x1.bcp+0, 
0x70,0x1.cp+0, 
0x71,0x1.c4p+0, 
0x72,0x1.c8p+0, 
0x73,0x1.ccp+0, 
0x74,0x1.dp+0, 
0x75,0x1.d4p+0, 
0x76,0x1.d8p+0, 
0x77,0x1.dcp+0, 
0x78,0x1.ep+0, 
0x79,0x1.e4p+0, 
0x7a,0x1.e8p+0, 
0x7b,0x1.ecp+0, 
0x7c,0x1.fp+0, 
0x7d,0x1.f4p+0, 
0x7e,0x1.f8p+0, 
0x7f,Inf, 
0x80,Inf, 
0x81,-0x0.4p-4,!
0x82,-0x0.8p-4,!
0x83,-0x0.cp-4,!
0x84,-0x0.1p+0,!
0x85,-0x0.14p+0,!
0x86,-0x0.18p+0,!
0x87,-0x0.1cp+0,!
0x88,-0x0.2p+0,!
0x89,-0x0.24p+0,!
0x8a,-0x0.28p+0,!
0x8b,-0x0.2cp+0,!
0x8c,-0x0.3p+0,!
0x8d,-0x0.34p+0,!
0x8e,-0x0.38p+0,!
0x8f,-0x0.3cp+0,!
0x90,-0x0.4p+0,!
0x91,-0x0.44p+0,!
0x92,-0x0.48p+0,!
0x93,-0x0.4cp+0,!
0x94,-0x0.5p+0,!
0x95,-0x0.54p+0,!
0x96,-0x0.58p+0,!
0x97,-0x0.5cp+0,!
0x98,-0x0.6p+0,!
0x99,-0x0.64p+0,!
0x9a,-0x0.68p+0,!
0x9b,-0x0.6cp+0,!
0x9c,-0x0.7p+0,!
0x9d,-0x0.74p+0,!
0x9e,-0x0.78p+0,!
0x9f,-0x0.7cp+0,!
0xa0,-0x0.8p+0,!
0xa1,-0x0.84p+0,!
0xa2,-0x0.88p+0,!
0xa3,-0x0.8cp+0,!
0xa4,-0x0.9p+0,!
0xa5,-0x0.94p+0,!
0xa6,-0x0.98p+0,!
0xa7,-0x0.9cp+0,!
0xa8,-0x0.ap+0,!
0xa9,-0x0.a4p+0,!
0xaa,-0x0.a8p+0,!
0xab,-0x0.acp+0,!
0xac,-0x0.bp+0,!
0xad,-0x0.b4p+0,!
0xae,-0x0.b8p+0,!
0xaf,-0x0.bcp+0,!
0xb0,-0x0.cp+0,!
0xb1,-0x0.c4p+0,!
0xb2,-0x0.c8p+0,!
0xb3,-0x0.ccp+0,!
0xb4,-0x0.dp+0,!
0xb5,-0x0.d4p+0,!
0xb6,-0x0.d8p+0,!
0xb7,-0x0.dcp+0,!
0xb8,-0x0.ep+0,!
0xb9,-0x0.e4p+0,!
0xba,-0x0.e8p+0,!
0xbb,-0x0.ecp+0,!
0xbc,-0x0.fp+0,!
0xbd,-0x0.f4p+0,!
0xbe,-0x0.f8p+0,!
0xbf,-0x0.fcp+0,!
0xc0,-0x1p+0, 
0xc1,-0x1.04p+0, 
0xc2,-0x1.08p+0, 
0xc3,-0x1.0cp+0, 
0xc4,-0x1.1p+0, 
0xc5,-0x1.14p+0, 
0xc6,-0x1.18p+0, 
0xc7,-0x1.1cp+0, 
0xc8,-0x1.2p+0, 
0xc9,-0x1.24p+0, 
0xca,-0x1.28p+0, 
0xcb,-0x1.2cp+0, 
0xcc,-0x1.3p+0, 
0xcd,-0x1.34p+0, 
0xce,-0x1.38p+0, 
0xcf,-0x1.3cp+0, 
0xd0,-0x1.4p+0, 
0xd1,-0x1.44p+0, 
0xd2,-0x1.48p+0, 
0xd3,-0x1.4cp+0, 
0xd4,-0x1.5p+0, 
0xd5,-0x1.54p+0, 
0xd6,-0x1.58p+0, 
0xd7,-0x1.5cp+0, 
0xd8,-0x1.6p+0, 
0xd9,-0x1.64p+0, 
0xda,-0x1.68p+0, 
0xdb,-0x1.6cp+0, 
0xdc,-0x1.7p+0, 
0xdd,-0x1.74p+0, 
0xde,-0x1.78p+0, 
0xdf,-0x1.7cp+0, 
0xe0,-0x1.8p+0, 
0xe1,-0x1.84p+0, 
0xe2,-0x1.88p+0, 
0xe3,-0x1.8cp+0, 
0xe4,-0x1.9p+0, 
0xe5,-0x1.94p+0, 
0xe6,-0x1.98p+0, 
0xe7,-0x1.9cp+0, 
0xe8,-0x1.ap+0, 
0xe9,-0x1.a4p+0, 
0xea,-0x1.a8p+0, 
0xeb,-0x1.acp+0, 
0xec,-0x1.bp+0, 
0xed,-0x1.b4p+0, 
0xee,-0x1.b8p+0, 
0xef,-0x1.bcp+0, 
0xf0,-0x1.cp+0, 
0xf1,-0x1.c4p+0, 
0xf2,-0x1.c8p+0, 
0xf3,-0x1.ccp+0, 
0xf4,-0x1.dp+0, 
0xf5,-0x1.d4p+0, 
0xf6,-0x1.d8p+0, 
0xf7,-0x1.dcp+0, 
0xf8,-0x1.ep+0, 
0xf9,-0x1.e4p+0, 
0xfa,-0x1.e8p+0, 
0xfb,-0x1.ecp+0, 
0xfc,-0x1.fp+0, 
0xfd,-0x1.f4p+0, 
0xfe,-0x1.f8p+0, 
0xff,-Inf, 
