codepoint,value,subnormal
0x029a,0x1.4dp-1, 
0x029b,0x1.4d8p-1, 
0x029c,0x1.4ep-1, 
0x029d,0x1.4e8p-1, 
0x029e,0x1.4fp-1, 
0x029f,0x1.4f8p-1, 
0x02a0,0x1.5p-1, 
0x02a1,0x1.508p-1, 
0x02a2,0x1.51p-1, 
0x02a3,0x1.518p-1, 
0x02a4,0x1.52p-1, 
0x02a5,0x1.528p-1, 
0x02a6,0x1.53p-1, 
0x02a7,0x1.538p-1, 
0x02a8,0x1.54p-1, 
0x02a9,0x1.548p-1, 
0x02aa,0x1.55p-1, 
0x02ab,0x1.558p-1, 
0x02ac,0x1.56p-1, 
0x02ad,0x1.568p-1, 
0x02ae,0x1.57p-1, 
0x02af,0x1.578p-1, 
0x02b0,0x1.58p-1, 
0x02b1,0x1.588p-1, 
0x02b2,0x1.59p-1, 
0x02b3,0x1.598p-1, 
0x02b4,0x1.5ap-1, 
0x02b5,0x1.5a8p-1, 
0x02b6,0x1.5bp-1, 
0x02b7,0x1.5b8p-1, 
0x02b8,0x1.5cp-1, 
0x02b9,0x1.5c8p-1, 
0x02ba,0x1.5dp-1, 
0x02bb,0x1.5d8p-1, 
0x02bc,0x1.5ep-1, 
0x02bd,0x1.5e8p-1, 
0x02be,0x1.5fp-1, 
0x02bf,0x1.5f8p-1, 
0x02c0,0x1.6p-1, 
0x02c1,0x1.608p-1, 
0x02c2,0x1.61p-1, 
0x02c3,0x1.618p-1, 
0x02c4,0x1.62p-1, 
0x02c5,0x1.628p-1, 
0x02c6,0x1.63p-1, 
0x02c7,0x1.638p-1, 
0x02c8,0x1.64p-1, 
0x02c9,0x1.648p-1, 
0x02ca,0x1.65p-1, 
0x02cb,0x1.658p-1, 
0x02cc,0x1.66p-1, 
0x02cd,0x1.668p-1, 
0x02ce,0x1.67p-1, 
0x02cf,0x1.678p-1, 
0x02d0,0x1.68p-1, 
0x02d1,0x1.688p-1, 
0x02d2,0x1.69p-1, 
0x02d3,0x1.698p-1, 
0x02d4,0x1.6ap-1, 
0x02d5,0x1.6a8p-1, 
0x02d6,0x1.6bp-1, 
0x02d7,0x1.6b8p-1, 
0x02d8,0x1.6cp-1, 
0x02d9,0x1.6c8p-1, 
0x02da,0x1.6dp-1, 
0x02db,0x1.6d8p-1, 
0x02dc,0x1.6ep-1, 
0x02dd,0x1.6e8p-1, 
0x02de,0x1.6fp-1, 
0x02df,0x1.6f8p-1, 
0x02e0,0x1.7p-1, 
0x02e1,0x1.708p-1, 
0x02e2,0x1.71p-1, 
0x02e3,0x1.718p-1, 
0x02e4,0x1.72p-1, 
0x02e5,0x1.728p-1, 
0x02e6,0x1.73p-1, 
0x02e7,0x1.738p-1, 
0x02e8,0x1.74p-1, 
0x02e9,0x1.748p-1, 
0x02ea,0x1.75p-1, 
0x02eb,0x1.758p-1, 
0x02ec,0x1.76p-1, 
0x02ed,0x1.768p-1, 
0x02ee,0x1.77p-1, 
0x02ef,0x1.778p-1, 
0x02f0,0x1.78p-1, 
0x02f1,0x1.788p-1, 
0x02f2,0x1.79p-1, 
0x02f3,0x1.798p-1, 
0x02f4,0x1.7ap-1, 
0x02f5,0x1.7a8p-1, 
0x02f6,0x1.7bp-1, 
0x02f7,0x1.7b8p-1, 
0x02f8,0x1.7cp-1, 
0x02f9,0x1.7c8p-1, 
0x02fa,0x1.7dp-1, 
0x02fb,0x1.7d8p-1, 
0x02fc,0x1.7ep-1, 
0x02fd,0x1.7e8p-1, 
0x02fe,0x1.7fp-1, 
0x02ff,0x1.7f8p-1, 
0x0300,0x1.8p-1, 
0x0301,0x1.808p-1, 
0x0302,0x1.81p-1, 
0x0303,0x1.818p-1, 
0x0304,0x1.82p-1, 
0x0305,0x1.828p-1, 
0x0306,0x1.83p-1, 
0x0307,0x1.838p-1, 
0x0308,0x1.84p-1, 
0x0309,0x1.848p-1, 
0x030a,0x1.85p-1, 
0x030b,0x1.858p-1, 
0x030c,0x1.86p-1, 
0x030d,0x1.868p-1, 
0x030e,0x1.87p-1, 
0x030f,0x1.878p-1, 
0x0310,0x1.88p-1, 
0x0311,0x1.888p-1, 
0x0312,0x1.89p-1, 
0x0313,0x1.898p-1, 
0x0314,0x1.8ap-1, 
0x0315,0x1.8a8p-1, 
0x0316,0x1.8bp-1, 
0x0317,0x1.8b8p-1, 
0x0318,0x1.8cp-1, 
0x0319,0x1.8c8p-1, 
0x031a,0x1.8dp-1, 
0x031b,0x1.8d8p-1, 
0x031c,0x1.8ep-1, 
0x031d,0x1.8e8p-1, 
0x031e,0x1.8fp-1, 
0x031f,0x1.8f8p-1, 
0x0320,0x1.9p-1, 
0x0321,0x1.908p-1, 
0x0322,0x1.91p-1, 
0x0323,0x1.918p-1, 
0x0324,0x1.92p-1, 
0x0325,0x1.928p-1, 
0x0326,0x1.93p-1, 
0x0327,0x1.938p-1, 
0x0328,0x1.94p-1, 
0x0329,0x1.948p-1, 
0x032a,0x1.95p-1, 
0x032b,0x1.958p-1, 
0x032c,0x1.96p-1, 
0x032d,0x1.968p-1, 
0x032e,0x1.97p-1, 
0x032f,0x1.978p-1, 
0x0330,0x1.98p-1, 
0x0331,0x1.988p-1, 
0x0332,0x1.99p-1, 
0x0333,0x1.998p-1, 
0x0334,0x1.9ap-1, 
0x0335,0x1.9a8p-1, 
