codepoint,values,subnormal
0xf5e2,0x1.8p-648, 
0xf5e3,0x1.cp-648, 
0xf5e4,0x1p-647, 
0xf5e5,0x1.4p-647, 
0xf5e6,0x1.8p-647, 
0xf5e7,0x1.cp-647, 
0xf5e8,0x1p-646, 
0xf5e9,0x1.4p-646, 
0xf5ea,0x1.8p-646, 
0xf5eb,0x1.cp-646, 
0xf5ec,0x1p-645, 
0xf5ed,0x1.4p-645, 
0xf5ee,0x1.8p-645, 
0xf5ef,0x1.cp-645, 
0xf5f0,0x1p-644, 
0xf5f1,0x1.4p-644, 
0xf5f2,0x1.8p-644, 
0xf5f3,0x1.cp-644, 
0xf5f4,0x1p-643, 
0xf5f5,0x1.4p-643, 
0xf5f6,0x1.8p-643, 
0xf5f7,0x1.cp-643, 
0xf5f8,0x1p-642, 
0xf5f9,0x1.4p-642, 
0xf5fa,0x1.8p-642, 
0xf5fb,0x1.cp-642, 
0xf5fc,0x1p-641, 
0xf5fd,0x1.4p-641, 
0xf5fe,0x1.8p-641, 
0xf5ff,0x1.cp-641, 
0xf600,0x1p-640, 
0xf601,0x1.4p-640, 
0xf602,0x1.8p-640, 
0xf603,0x1.cp-640, 
0xf604,0x1p-639, 
0xf605,0x1.4p-639, 
0xf606,0x1.8p-639, 
0xf607,0x1.cp-639, 
0xf608,0x1p-638, 
0xf609,0x1.4p-638, 
0xf60a,0x1.8p-638, 
0xf60b,0x1.cp-638, 
0xf60c,0x1p-637, 
0xf60d,0x1.4p-637, 
0xf60e,0x1.8p-637, 
0xf60f,0x1.cp-637, 
0xf610,0x1p-636, 
0xf611,0x1.4p-636, 
0xf612,0x1.8p-636, 
0xf613,0x1.cp-636, 
0xf614,0x1p-635, 
0xf615,0x1.4p-635, 
0xf616,0x1.8p-635, 
0xf617,0x1.cp-635, 
0xf618,0x1p-634, 
0xf619,0x1.4p-634, 
0xf61a,0x1.8p-634, 
0xf61b,0x1.cp-634, 
0xf61c,0x1p-633, 
0xf61d,0x1.4p-633, 
0xf61e,0x1.8p-633, 
0xf61f,0x1.cp-633, 
0xf620,0x1p-632, 
0xf621,0x1.4p-632, 
0xf622,0x1.8p-632, 
0xf623,0x1.cp-632, 
0xf624,0x1p-631, 
0xf625,0x1.4p-631, 
0xf626,0x1.8p-631, 
0xf627,0x1.cp-631, 
0xf628,0x1p-630, 
0xf629,0x1.4p-630, 
0xf62a,0x1.8p-630, 
0xf62b,0x1.cp-630, 
0xf62c,0x1p-629, 
0xf62d,0x1.4p-629, 
0xf62e,0x1.8p-629, 
0xf62f,0x1.cp-629, 
0xf630,0x1p-628, 
0xf631,0x1.4p-628, 
0xf632,0x1.8p-628, 
0xf633,0x1.cp-628, 
0xf634,0x1p-627, 
0xf635,0x1.4p-627, 
0xf636,0x1.8p-627, 
0xf637,0x1.cp-627, 
0xf638,0x1p-626, 
0xf639,0x1.4p-626, 
0xf63a,0x1.8p-626, 
0xf63b,0x1.cp-626, 
0xf63c,0x1p-625, 
0xf63d,0x1.4p-625, 
0xf63e,0x1.8p-625, 
0xf63f,0x1.cp-625, 
0xf640,0x1p-624, 
0xf641,0x1.4p-624, 
0xf642,0x1.8p-624, 
0xf643,0x1.cp-624, 
0xf644,0x1p-623, 
0xf645,0x1.4p-623, 
0xf646,0x1.8p-623, 
0xf647,0x1.cp-623, 
0xf648,0x1p-622, 
0xf649,0x1.4p-622, 
0xf64a,0x1.8p-622, 
0xf64b,0x1.cp-622, 
0xf64c,0x1p-621, 
0xf64d,0x1.4p-621, 
0xf64e,0x1.8p-621, 
0xf64f,0x1.cp-621, 
0xf650,0x1p-620, 
0xf651,0x1.4p-620, 
0xf652,0x1.8p-620, 
0xf653,0x1.cp-620, 
0xf654,0x1p-619, 
0xf655,0x1.4p-619, 
0xf656,0x1.8p-619, 
0xf657,0x1.cp-619, 
0xf658,0x1p-618, 
0xf659,0x1.4p-618, 
0xf65a,0x1.8p-618, 
0xf65b,0x1.cp-618, 
0xf65c,0x1p-617, 
0xf65d,0x1.4p-617, 
0xf65e,0x1.8p-617, 
0xf65f,0x1.cp-617, 
0xf660,0x1p-616, 
0xf661,0x1.4p-616, 
0xf662,0x1.8p-616, 
0xf663,0x1.cp-616, 
0xf664,0x1p-615, 
0xf665,0x1.4p-615, 
0xf666,0x1.8p-615, 
0xf667,0x1.cp-615, 
0xf668,0x1p-614, 
0xf669,0x1.4p-614, 
0xf66a,0x1.8p-614, 
0xf66b,0x1.cp-614, 
0xf66c,0x1p-613, 
0xf66d,0x1.4p-613, 
0xf66e,0x1.8p-613, 
0xf66f,0x1.cp-613, 
0xf670,0x1p-612, 
0xf671,0x1.4p-612, 
0xf672,0x1.8p-612, 
0xf673,0x1.cp-612, 
0xf674,0x1p-611, 
0xf675,0x1.4p-611, 
0xf676,0x1.8p-611, 
0xf677,0x1.cp-611, 
0xf678,0x1p-610, 
0xf679,0x1.4p-610, 
0xf67a,0x1.8p-610, 
0xf67b,0x1.cp-610, 
0xf67c,0x1p-609, 
0xf67d,0x1.4p-609, 
0xf67e,0x1.8p-609, 
0xf67f,0x1.cp-609, 
0xf680,0x1p-608, 
0xf681,0x1.4p-608, 
0xf682,0x1.8p-608, 
0xf683,0x1.cp-608, 
0xf684,0x1p-607, 
0xf685,0x1.4p-607, 
0xf686,0x1.8p-607, 
0xf687,0x1.cp-607, 
0xf688,0x1p-606, 
0xf689,0x1.4p-606, 
0xf68a,0x1.8p-606, 
0xf68b,0x1.cp-606, 
0xf68c,0x1p-605, 
0xf68d,0x1.4p-605, 
0xf68e,0x1.8p-605, 
0xf68f,0x1.cp-605, 
0xf690,0x1p-604, 
0xf691,0x1.4p-604, 
0xf692,0x1.8p-604, 
0xf693,0x1.cp-604, 
0xf694,0x1p-603, 
0xf695,0x1.4p-603, 
0xf696,0x1.8p-603, 
0xf697,0x1.cp-603, 
0xf698,0x1p-602, 
0xf699,0x1.4p-602, 
0xf69a,0x1.8p-602, 
0xf69b,0x1.cp-602, 
0xf69c,0x1p-601, 
0xf69d,0x1.4p-601, 
0xf69e,0x1.8p-601, 
0xf69f,0x1.cp-601, 
0xf6a0,0x1p-600, 
0xf6a1,0x1.4p-600, 
0xf6a2,0x1.8p-600, 
0xf6a3,0x1.cp-600, 
0xf6a4,0x1p-599, 
0xf6a5,0x1.4p-599, 
0xf6a6,0x1.8p-599, 
0xf6a7,0x1.cp-599, 
0xf6a8,0x1p-598, 
0xf6a9,0x1.4p-598, 
0xf6aa,0x1.8p-598, 
0xf6ab,0x1.cp-598, 
0xf6ac,0x1p-597, 
0xf6ad,0x1.4p-597, 
0xf6ae,0x1.8p-597, 
0xf6af,0x1.cp-597, 
0xf6b0,0x1p-596, 
0xf6b1,0x1.4p-596, 
0xf6b2,0x1.8p-596, 
0xf6b3,0x1.cp-596, 
0xf6b4,0x1p-595, 
0xf6b5,0x1.4p-595, 
0xf6b6,0x1.8p-595, 
0xf6b7,0x1.cp-595, 
0xf6b8,0x1p-594, 
0xf6b9,0x1.4p-594, 
0xf6ba,0x1.8p-594, 
0xf6bb,0x1.cp-594, 
0xf6bc,0x1p-593, 
0xf6bd,0x1.4p-593, 
0xf6be,0x1.8p-593, 
0xf6bf,0x1.cp-593, 
0xf6c0,0x1p-592, 
0xf6c1,0x1.4p-592, 
0xf6c2,0x1.8p-592, 
0xf6c3,0x1.cp-592, 
0xf6c4,0x1p-591, 
0xf6c5,0x1.4p-591, 
0xf6c6,0x1.8p-591, 
0xf6c7,0x1.cp-591, 
0xf6c8,0x1p-590, 
0xf6c9,0x1.4p-590, 
0xf6ca,0x1.8p-590, 
0xf6cb,0x1.cp-590, 
0xf6cc,0x1p-589, 
0xf6cd,0x1.4p-589, 
0xf6ce,0x1.8p-589, 
0xf6cf,0x1.cp-589, 
0xf6d0,0x1p-588, 
0xf6d1,0x1.4p-588, 
0xf6d2,0x1.8p-588, 
0xf6d3,0x1.cp-588, 
0xf6d4,0x1p-587, 
0xf6d5,0x1.4p-587, 
0xf6d6,0x1.8p-587, 
0xf6d7,0x1.cp-587, 
0xf6d8,0x1p-586, 
0xf6d9,0x1.4p-586, 
0xf6da,0x1.8p-586, 
0xf6db,0x1.cp-586, 
0xf6dc,0x1p-585, 
0xf6dd,0x1.4p-585, 
0xf6de,0x1.8p-585, 
0xf6df,0x1.cp-585, 
0xf6e0,0x1p-584, 
0xf6e1,0x1.4p-584, 
0xf6e2,0x1.8p-584, 
0xf6e3,0x1.cp-584, 
0xf6e4,0x1p-583, 
0xf6e5,0x1.4p-583, 
0xf6e6,0x1.8p-583, 
0xf6e7,0x1.cp-583, 
0xf6e8,0x1p-582, 
0xf6e9,0x1.4p-582, 
0xf6ea,0x1.8p-582, 
0xf6eb,0x1.cp-582, 
0xf6ec,0x1p-581, 
0xf6ed,0x1.4p-581, 
0xf6ee,0x1.8p-581, 
0xf6ef,0x1.cp-581, 
0xf6f0,0x1p-580, 
0xf6f1,0x1.4p-580, 
0xf6f2,0x1.8p-580, 
0xf6f3,0x1.cp-580, 
0xf6f4,0x1p-579, 
0xf6f5,0x1.4p-579, 
0xf6f6,0x1.8p-579, 
0xf6f7,0x1.cp-579, 
0xf6f8,0x1p-578, 
0xf6f9,0x1.4p-578, 
0xf6fa,0x1.8p-578, 
0xf6fb,0x1.cp-578, 
0xf6fc,0x1p-577, 
0xf6fd,0x1.4p-577, 
0xf6fe,0x1.8p-577, 
0xf6ff,0x1.cp-577, 
0xf700,0x1p-576, 
0xf701,0x1.4p-576, 
0xf702,0x1.8p-576, 
0xf703,0x1.cp-576, 
0xf704,0x1p-575, 
0xf705,0x1.4p-575, 
0xf706,0x1.8p-575, 
0xf707,0x1.cp-575, 
0xf708,0x1p-574, 
0xf709,0x1.4p-574, 
0xf70a,0x1.8p-574, 
0xf70b,0x1.cp-574, 
0xf70c,0x1p-573, 
0xf70d,0x1.4p-573, 
0xf70e,0x1.8p-573, 
0xf70f,0x1.cp-573, 
0xf710,0x1p-572, 
0xf711,0x1.4p-572, 
0xf712,0x1.8p-572, 
0xf713,0x1.cp-572, 
0xf714,0x1p-571, 
0xf715,0x1.4p-571, 
0xf716,0x1.8p-571, 
0xf717,0x1.cp-571, 
0xf718,0x1p-570, 
0xf719,0x1.4p-570, 
0xf71a,0x1.8p-570, 
0xf71b,0x1.cp-570, 
0xf71c,0x1p-569, 
0xf71d,0x1.4p-569, 
0xf71e,0x1.8p-569, 
0xf71f,0x1.cp-569, 
0xf720,0x1p-568, 
0xf721,0x1.4p-568, 
0xf722,0x1.8p-568, 
0xf723,0x1.cp-568, 
0xf724,0x1p-567, 
0xf725,0x1.4p-567, 
0xf726,0x1.8p-567, 
0xf727,0x1.cp-567, 
0xf728,0x1p-566, 
0xf729,0x1.4p-566, 
0xf72a,0x1.8p-566, 
0xf72b,0x1.cp-566, 
0xf72c,0x1p-565, 
0xf72d,0x1.4p-565, 
0xf72e,0x1.8p-565, 
0xf72f,0x1.cp-565, 
0xf730,0x1p-564, 
0xf731,0x1.4p-564, 
0xf732,0x1.8p-564, 
0xf733,0x1.cp-564, 
0xf734,0x1p-563, 
0xf735,0x1.4p-563, 
0xf736,0x1.8p-563, 
0xf737,0x1.cp-563, 
0xf738,0x1p-562, 
0xf739,0x1.4p-562, 
0xf73a,0x1.8p-562, 
0xf73b,0x1.cp-562, 
0xf73c,0x1p-561, 
0xf73d,0x1.4p-561, 
0xf73e,0x1.8p-561, 
0xf73f,0x1.cp-561, 
0xf740,0x1p-560, 
0xf741,0x1.4p-560, 
0xf742,0x1.8p-560, 
0xf743,0x1.cp-560, 
0xf744,0x1p-559, 
0xf745,0x1.4p-559, 
0xf746,0x1.8p-559, 
0xf747,0x1.cp-559, 
0xf748,0x1p-558, 
0xf749,0x1.4p-558, 
0xf74a,0x1.8p-558, 
0xf74b,0x1.cp-558, 
0xf74c,0x1p-557, 
0xf74d,0x1.4p-557, 
0xf74e,0x1.8p-557, 
0xf74f,0x1.cp-557, 
0xf750,0x1p-556, 
0xf751,0x1.4p-556, 
0xf752,0x1.8p-556, 
0xf753,0x1.cp-556, 
0xf754,0x1p-555, 
0xf755,0x1.4p-555, 
0xf756,0x1.8p-555, 
0xf757,0x1.cp-555, 
0xf758,0x1p-554, 
0xf759,0x1.4p-554, 
0xf75a,0x1.8p-554, 
0xf75b,0x1.cp-554, 
0xf75c,0x1p-553, 
0xf75d,0x1.4p-553, 
0xf75e,0x1.8p-553, 
0xf75f,0x1.cp-553, 
0xf760,0x1p-552, 
0xf761,0x1.4p-552, 
0xf762,0x1.8p-552, 
0xf763,0x1.cp-552, 
0xf764,0x1p-551, 
0xf765,0x1.4p-551, 
0xf766,0x1.8p-551, 
0xf767,0x1.cp-551, 
0xf768,0x1p-550, 
0xf769,0x1.4p-550, 
0xf76a,0x1.8p-550, 
0xf76b,0x1.cp-550, 
0xf76c,0x1p-549, 
0xf76d,0x1.4p-549, 
0xf76e,0x1.8p-549, 
0xf76f,0x1.cp-549, 
0xf770,0x1p-548, 
0xf771,0x1.4p-548, 
0xf772,0x1.8p-548, 
0xf773,0x1.cp-548, 
0xf774,0x1p-547, 
0xf775,0x1.4p-547, 
0xf776,0x1.8p-547, 
0xf777,0x1.cp-547, 
0xf778,0x1p-546, 
0xf779,0x1.4p-546, 
0xf77a,0x1.8p-546, 
0xf77b,0x1.cp-546, 
0xf77c,0x1p-545, 
0xf77d,0x1.4p-545, 
0xf77e,0x1.8p-545, 
0xf77f,0x1.cp-545, 
0xf780,0x1p-544, 
0xf781,0x1.4p-544, 
0xf782,0x1.8p-544, 
0xf783,0x1.cp-544, 
0xf784,0x1p-543, 
0xf785,0x1.4p-543, 
0xf786,0x1.8p-543, 
0xf787,0x1.cp-543, 
0xf788,0x1p-542, 
0xf789,0x1.4p-542, 
0xf78a,0x1.8p-542, 
0xf78b,0x1.cp-542, 
0xf78c,0x1p-541, 
0xf78d,0x1.4p-541, 
0xf78e,0x1.8p-541, 
0xf78f,0x1.cp-541, 
0xf790,0x1p-540, 
0xf791,0x1.4p-540, 
0xf792,0x1.8p-540, 
0xf793,0x1.cp-540, 
0xf794,0x1p-539, 
0xf795,0x1.4p-539, 
0xf796,0x1.8p-539, 
0xf797,0x1.cp-539, 
0xf798,0x1p-538, 
0xf799,0x1.4p-538, 
0xf79a,0x1.8p-538, 
0xf79b,0x1.cp-538, 
0xf79c,0x1p-537, 
0xf79d,0x1.4p-537, 
0xf79e,0x1.8p-537, 
0xf79f,0x1.cp-537, 
0xf7a0,0x1p-536, 
0xf7a1,0x1.4p-536, 
0xf7a2,0x1.8p-536, 
0xf7a3,0x1.cp-536, 
0xf7a4,0x1p-535, 
0xf7a5,0x1.4p-535, 
0xf7a6,0x1.8p-535, 
0xf7a7,0x1.cp-535, 
0xf7a8,0x1p-534, 
0xf7a9,0x1.4p-534, 
0xf7aa,0x1.8p-534, 
0xf7ab,0x1.cp-534, 
0xf7ac,0x1p-533, 
0xf7ad,0x1.4p-533, 
0xf7ae,0x1.8p-533, 
0xf7af,0x1.cp-533, 
0xf7b0,0x1p-532, 
0xf7b1,0x1.4p-532, 
0xf7b2,0x1.8p-532, 
0xf7b3,0x1.cp-532, 
0xf7b4,0x1p-531, 
0xf7b5,0x1.4p-531, 
0xf7b6,0x1.8p-531, 
0xf7b7,0x1.cp-531, 
0xf7b8,0x1p-530, 
0xf7b9,0x1.4p-530, 
0xf7ba,0x1.8p-530, 
0xf7bb,0x1.cp-530, 
0xf7bc,0x1p-529, 
0xf7bd,0x1.4p-529, 
0xf7be,0x1.8p-529, 
0xf7bf,0x1.cp-529, 
0xf7c0,0x1p-528, 
0xf7c1,0x1.4p-528, 
0xf7c2,0x1.8p-528, 
0xf7c3,0x1.cp-528, 
0xf7c4,0x1p-527, 
0xf7c5,0x1.4p-527, 
0xf7c6,0x1.8p-527, 
0xf7c7,0x1.cp-527, 
0xf7c8,0x1p-526, 
0xf7c9,0x1.4p-526, 
0xf7ca,0x1.8p-526, 
0xf7cb,0x1.cp-526, 
0xf7cc,0x1p-525, 
0xf7cd,0x1.4p-525, 
0xf7ce,0x1.8p-525, 
0xf7cf,0x1.cp-525, 
0xf7d0,0x1p-524, 
0xf7d1,0x1.4p-524, 
0xf7d2,0x1.8p-524, 
0xf7d3,0x1.cp-524, 
0xf7d4,0x1p-523, 
0xf7d5,0x1.4p-523, 
0xf7d6,0x1.8p-523, 
0xf7d7,0x1.cp-523, 
0xf7d8,0x1p-522, 
0xf7d9,0x1.4p-522, 
0xf7da,0x1.8p-522, 
0xf7db,0x1.cp-522, 
0xf7dc,0x1p-521, 
0xf7dd,0x1.4p-521, 
0xf7de,0x1.8p-521, 
0xf7df,0x1.cp-521, 
0xf7e0,0x1p-520, 
0xf7e1,0x1.4p-520, 
0xf7e2,0x1.8p-520, 
0xf7e3,0x1.cp-520, 
0xf7e4,0x1p-519, 
0xf7e5,0x1.4p-519, 
0xf7e6,0x1.8p-519, 
0xf7e7,0x1.cp-519, 
0xf7e8,0x1p-518, 
0xf7e9,0x1.4p-518, 
0xf7ea,0x1.8p-518, 
0xf7eb,0x1.cp-518, 
0xf7ec,0x1p-517, 
0xf7ed,0x1.4p-517, 
0xf7ee,0x1.8p-517, 
0xf7ef,0x1.cp-517, 
0xf7f0,0x1p-516, 
0xf7f1,0x1.4p-516, 
0xf7f2,0x1.8p-516, 
0xf7f3,0x1.cp-516, 
0xf7f4,0x1p-515, 
0xf7f5,0x1.4p-515, 
0xf7f6,0x1.8p-515, 
0xf7f7,0x1.cp-515, 
0xf7f8,0x1p-514, 
0xf7f9,0x1.4p-514, 
0xf7fa,0x1.8p-514, 
0xf7fb,0x1.cp-514, 
0xf7fc,0x1p-513, 
0xf7fd,0x1.4p-513, 
0xf7fe,0x1.8p-513, 
0xf7ff,0x1.cp-513, 
0xf800,0x1p-512, 
0xf801,0x1.4p-512, 
0xf802,0x1.8p-512, 
0xf803,0x1.cp-512, 
0xf804,0x1p-511, 
0xf805,0x1.4p-511, 
0xf806,0x1.8p-511, 
0xf807,0x1.cp-511, 
0xf808,0x1p-510, 
0xf809,0x1.4p-510, 
0xf80a,0x1.8p-510, 
0xf80b,0x1.cp-510, 
0xf80c,0x1p-509, 
0xf80d,0x1.4p-509, 
0xf80e,0x1.8p-509, 
0xf80f,0x1.cp-509, 
0xf810,0x1p-508, 
0xf811,0x1.4p-508, 
0xf812,0x1.8p-508, 
0xf813,0x1.cp-508, 
0xf814,0x1p-507, 
0xf815,0x1.4p-507, 
0xf816,0x1.8p-507, 
0xf817,0x1.cp-507, 
0xf818,0x1p-506, 
0xf819,0x1.4p-506, 
0xf81a,0x1.8p-506, 
0xf81b,0x1.cp-506, 
0xf81c,0x1p-505, 
0xf81d,0x1.4p-505, 
0xf81e,0x1.8p-505, 
0xf81f,0x1.cp-505, 
0xf820,0x1p-504, 
0xf821,0x1.4p-504, 
0xf822,0x1.8p-504, 
0xf823,0x1.cp-504, 
0xf824,0x1p-503, 
0xf825,0x1.4p-503, 
0xf826,0x1.8p-503, 
0xf827,0x1.cp-503, 
0xf828,0x1p-502, 
0xf829,0x1.4p-502, 
0xf82a,0x1.8p-502, 
0xf82b,0x1.cp-502, 
0xf82c,0x1p-501, 
0xf82d,0x1.4p-501, 
0xf82e,0x1.8p-501, 
0xf82f,0x1.cp-501, 
0xf830,0x1p-500, 
0xf831,0x1.4p-500, 
0xf832,0x1.8p-500, 
0xf833,0x1.cp-500, 
0xf834,0x1p-499, 
0xf835,0x1.4p-499, 
0xf836,0x1.8p-499, 
0xf837,0x1.cp-499, 
0xf838,0x1p-498, 
0xf839,0x1.4p-498, 
0xf83a,0x1.8p-498, 
0xf83b,0x1.cp-498, 
0xf83c,0x1p-497, 
0xf83d,0x1.4p-497, 
0xf83e,0x1.8p-497, 
0xf83f,0x1.cp-497, 
0xf840,0x1p-496, 
0xf841,0x1.4p-496, 
0xf842,0x1.8p-496, 
0xf843,0x1.cp-496, 
0xf844,0x1p-495, 
0xf845,0x1.4p-495, 
0xf846,0x1.8p-495, 
0xf847,0x1.cp-495, 
0xf848,0x1p-494, 
0xf849,0x1.4p-494, 
0xf84a,0x1.8p-494, 
0xf84b,0x1.cp-494, 
0xf84c,0x1p-493, 
0xf84d,0x1.4p-493, 
0xf84e,0x1.8p-493, 
0xf84f,0x1.cp-493, 
0xf850,0x1p-492, 
0xf851,0x1.4p-492, 
0xf852,0x1.8p-492, 
0xf853,0x1.cp-492, 
0xf854,0x1p-491, 
0xf855,0x1.4p-491, 
0xf856,0x1.8p-491, 
0xf857,0x1.cp-491, 
0xf858,0x1p-490, 
0xf859,0x1.4p-490, 
0xf85a,0x1.8p-490, 
0xf85b,0x1.cp-490, 
0xf85c,0x1p-489, 
0xf85d,0x1.4p-489, 
0xf85e,0x1.8p-489, 
0xf85f,0x1.cp-489, 
0xf860,0x1p-488, 
0xf861,0x1.4p-488, 
0xf862,0x1.8p-488, 
0xf863,0x1.cp-488, 
0xf864,0x1p-487, 
0xf865,0x1.4p-487, 
0xf866,0x1.8p-487, 
0xf867,0x1.cp-487, 
0xf868,0x1p-486, 
0xf869,0x1.4p-486, 
0xf86a,0x1.8p-486, 
0xf86b,0x1.cp-486, 
0xf86c,0x1p-485, 
0xf86d,0x1.4p-485, 
0xf86e,0x1.8p-485, 
0xf86f,0x1.cp-485, 
0xf870,0x1p-484, 
0xf871,0x1.4p-484, 
0xf872,0x1.8p-484, 
0xf873,0x1.cp-484, 
0xf874,0x1p-483, 
0xf875,0x1.4p-483, 
0xf876,0x1.8p-483, 
0xf877,0x1.cp-483, 
0xf878,0x1p-482, 
0xf879,0x1.4p-482, 
0xf87a,0x1.8p-482, 
0xf87b,0x1.cp-482, 
0xf87c,0x1p-481, 
0xf87d,0x1.4p-481, 
0xf87e,0x1.8p-481, 
0xf87f,0x1.cp-481, 
0xf880,0x1p-480, 
0xf881,0x1.4p-480, 
0xf882,0x1.8p-480, 
0xf883,0x1.cp-480, 
0xf884,0x1p-479, 
0xf885,0x1.4p-479, 
0xf886,0x1.8p-479, 
0xf887,0x1.cp-479, 
0xf888,0x1p-478, 
0xf889,0x1.4p-478, 
0xf88a,0x1.8p-478, 
0xf88b,0x1.cp-478, 
0xf88c,0x1p-477, 
0xf88d,0x1.4p-477, 
0xf88e,0x1.8p-477, 
0xf88f,0x1.cp-477, 
0xf890,0x1p-476, 
0xf891,0x1.4p-476, 
0xf892,0x1.8p-476, 
0xf893,0x1.cp-476, 
0xf894,0x1p-475, 
0xf895,0x1.4p-475, 
0xf896,0x1.8p-475, 
0xf897,0x1.cp-475, 
0xf898,0x1p-474, 
0xf899,0x1.4p-474, 
0xf89a,0x1.8p-474, 
0xf89b,0x1.cp-474, 
0xf89c,0x1p-473, 
0xf89d,0x1.4p-473, 
0xf89e,0x1.8p-473, 
0xf89f,0x1.cp-473, 
0xf8a0,0x1p-472, 
0xf8a1,0x1.4p-472, 
0xf8a2,0x1.8p-472, 
0xf8a3,0x1.cp-472, 
0xf8a4,0x1p-471, 
0xf8a5,0x1.4p-471, 
0xf8a6,0x1.8p-471, 
0xf8a7,0x1.cp-471, 
0xf8a8,0x1p-470, 
0xf8a9,0x1.4p-470, 
0xf8aa,0x1.8p-470, 
0xf8ab,0x1.cp-470, 
0xf8ac,0x1p-469, 
0xf8ad,0x1.4p-469, 
0xf8ae,0x1.8p-469, 
0xf8af,0x1.cp-469, 
0xf8b0,0x1p-468, 
0xf8b1,0x1.4p-468, 
0xf8b2,0x1.8p-468, 
0xf8b3,0x1.cp-468, 
0xf8b4,0x1p-467, 
0xf8b5,0x1.4p-467, 
0xf8b6,0x1.8p-467, 
0xf8b7,0x1.cp-467, 
0xf8b8,0x1p-466, 
0xf8b9,0x1.4p-466, 
0xf8ba,0x1.8p-466, 
0xf8bb,0x1.cp-466, 
0xf8bc,0x1p-465, 
0xf8bd,0x1.4p-465, 
0xf8be,0x1.8p-465, 
0xf8bf,0x1.cp-465, 
0xf8c0,0x1p-464, 
0xf8c1,0x1.4p-464, 
0xf8c2,0x1.8p-464, 
0xf8c3,0x1.cp-464, 
0xf8c4,0x1p-463, 
0xf8c5,0x1.4p-463, 
0xf8c6,0x1.8p-463, 
0xf8c7,0x1.cp-463, 
0xf8c8,0x1p-462, 
0xf8c9,0x1.4p-462, 
0xf8ca,0x1.8p-462, 
0xf8cb,0x1.cp-462, 
0xf8cc,0x1p-461, 
0xf8cd,0x1.4p-461, 
0xf8ce,0x1.8p-461, 
0xf8cf,0x1.cp-461, 
0xf8d0,0x1p-460, 
0xf8d1,0x1.4p-460, 
0xf8d2,0x1.8p-460, 
0xf8d3,0x1.cp-460, 
0xf8d4,0x1p-459, 
0xf8d5,0x1.4p-459, 
0xf8d6,0x1.8p-459, 
0xf8d7,0x1.cp-459, 
0xf8d8,0x1p-458, 
0xf8d9,0x1.4p-458, 
0xf8da,0x1.8p-458, 
0xf8db,0x1.cp-458, 
0xf8dc,0x1p-457, 
0xf8dd,0x1.4p-457, 
0xf8de,0x1.8p-457, 
0xf8df,0x1.cp-457, 
0xf8e0,0x1p-456, 
0xf8e1,0x1.4p-456, 
0xf8e2,0x1.8p-456, 
0xf8e3,0x1.cp-456, 
0xf8e4,0x1p-455, 
0xf8e5,0x1.4p-455, 
0xf8e6,0x1.8p-455, 
0xf8e7,0x1.cp-455, 
0xf8e8,0x1p-454, 
0xf8e9,0x1.4p-454, 
0xf8ea,0x1.8p-454, 
0xf8eb,0x1.cp-454, 
0xf8ec,0x1p-453, 
0xf8ed,0x1.4p-453, 
0xf8ee,0x1.8p-453, 
0xf8ef,0x1.cp-453, 
0xf8f0,0x1p-452, 
0xf8f1,0x1.4p-452, 
0xf8f2,0x1.8p-452, 
0xf8f3,0x1.cp-452, 
0xf8f4,0x1p-451, 
0xf8f5,0x1.4p-451, 
0xf8f6,0x1.8p-451, 
0xf8f7,0x1.cp-451, 
0xf8f8,0x1p-450, 
0xf8f9,0x1.4p-450, 
0xf8fa,0x1.8p-450, 
0xf8fb,0x1.cp-450, 
0xf8fc,0x1p-449, 
0xf8fd,0x1.4p-449, 
0xf8fe,0x1.8p-449, 
0xf8ff,0x1.cp-449, 
0xf900,0x1p-448, 
0xf901,0x1.4p-448, 
0xf902,0x1.8p-448, 
0xf903,0x1.cp-448, 
0xf904,0x1p-447, 
0xf905,0x1.4p-447, 
0xf906,0x1.8p-447, 
0xf907,0x1.cp-447, 
0xf908,0x1p-446, 
0xf909,0x1.4p-446, 
0xf90a,0x1.8p-446, 
0xf90b,0x1.cp-446, 
0xf90c,0x1p-445, 
0xf90d,0x1.4p-445, 
0xf90e,0x1.8p-445, 
0xf90f,0x1.cp-445, 
0xf910,0x1p-444, 
0xf911,0x1.4p-444, 
0xf912,0x1.8p-444, 
0xf913,0x1.cp-444, 
0xf914,0x1p-443, 
0xf915,0x1.4p-443, 
0xf916,0x1.8p-443, 
0xf917,0x1.cp-443, 
0xf918,0x1p-442, 
0xf919,0x1.4p-442, 
0xf91a,0x1.8p-442, 
0xf91b,0x1.cp-442, 
0xf91c,0x1p-441, 
0xf91d,0x1.4p-441, 
0xf91e,0x1.8p-441, 
0xf91f,0x1.cp-441, 
0xf920,0x1p-440, 
0xf921,0x1.4p-440, 
0xf922,0x1.8p-440, 
0xf923,0x1.cp-440, 
0xf924,0x1p-439, 
0xf925,0x1.4p-439, 
0xf926,0x1.8p-439, 
0xf927,0x1.cp-439, 
0xf928,0x1p-438, 
0xf929,0x1.4p-438, 
0xf92a,0x1.8p-438, 
0xf92b,0x1.cp-438, 
0xf92c,0x1p-437, 
0xf92d,0x1.4p-437, 
0xf92e,0x1.8p-437, 
0xf92f,0x1.cp-437, 
0xf930,0x1p-436, 
0xf931,0x1.4p-436, 
0xf932,0x1.8p-436, 
