codepoint,sprintf_a,subnormal
0x00ec,0x0.76p-8,!
0x00ed,0x0.768p-8,!
0x00ee,0x0.77p-8,!
0x00ef,0x0.778p-8,!
0x00f0,0x0.78p-8,!
0x00f1,0x0.788p-8,!
0x00f2,0x0.79p-8,!
0x00f3,0x0.798p-8,!
0x00f4,0x0.7ap-8,!
0x00f5,0x0.7a8p-8,!
0x00f6,0x0.7bp-8,!
0x00f7,0x0.7b8p-8,!
0x00f8,0x0.7cp-8,!
0x00f9,0x0.7c8p-8,!
0x00fa,0x0.7dp-8,!
0x00fb,0x0.7d8p-8,!
0x00fc,0x0.7ep-8,!
0x00fd,0x0.7e8p-8,!
0x00fe,0x0.7fp-8,!
0x00ff,0x0.7f8p-8,!
0x0100,0x0.8p-8,!
0x0101,0x0.808p-8,!
0x0102,0x0.81p-8,!
0x0103,0x0.818p-8,!
0x0104,0x0.82p-8,!
0x0105,0x0.828p-8,!
0x0106,0x0.83p-8,!
0x0107,0x0.838p-8,!
0x0108,0x0.84p-8,!
0x0109,0x0.848p-8,!
0x010a,0x0.85p-8,!
0x010b,0x0.858p-8,!
0x010c,0x0.86p-8,!
0x010d,0x0.868p-8,!
0x010e,0x0.87p-8,!
0x010f,0x0.878p-8,!
0x0110,0x0.88p-8,!
0x0111,0x0.888p-8,!
0x0112,0x0.89p-8,!
0x0113,0x0.898p-8,!
0x0114,0x0.8ap-8,!
0x0115,0x0.8a8p-8,!
0x0116,0x0.8bp-8,!
0x0117,0x0.8b8p-8,!
0x0118,0x0.8cp-8,!
0x0119,0x0.8c8p-8,!
0x011a,0x0.8dp-8,!
0x011b,0x0.8d8p-8,!
0x011c,0x0.8ep-8,!
0x011d,0x0.8e8p-8,!
0x011e,0x0.8fp-8,!
0x011f,0x0.8f8p-8,!
0x0120,0x0.9p-8,!
0x0121,0x0.908p-8,!
0x0122,0x0.91p-8,!
0x0123,0x0.918p-8,!
0x0124,0x0.92p-8,!
0x0125,0x0.928p-8,!
0x0126,0x0.93p-8,!
0x0127,0x0.938p-8,!
0x0128,0x0.94p-8,!
0x0129,0x0.948p-8,!
0x012a,0x0.95p-8,!
0x012b,0x0.958p-8,!
0x012c,0x0.96p-8,!
0x012d,0x0.968p-8,!
0x012e,0x0.97p-8,!
0x012f,0x0.978p-8,!
0x0130,0x0.98p-8,!
0x0131,0x0.988p-8,!
0x0132,0x0.99p-8,!
0x0133,0x0.998p-8,!
0x0134,0x0.9ap-8,!
0x0135,0x0.9a8p-8,!
0x0136,0x0.9bp-8,!
0x0137,0x0.9b8p-8,!
0x0138,0x0.9cp-8,!
0x0139,0x0.9c8p-8,!
0x013a,0x0.9dp-8,!
0x013b,0x0.9d8p-8,!
0x013c,0x0.9ep-8,!
0x013d,0x0.9e8p-8,!
0x013e,0x0.9fp-8,!
0x013f,0x0.9f8p-8,!
0x0140,0x0.ap-8,!
0x0141,0x0.a08p-8,!
0x0142,0x0.a1p-8,!
0x0143,0x0.a18p-8,!
0x0144,0x0.a2p-8,!
0x0145,0x0.a28p-8,!
0x0146,0x0.a3p-8,!
0x0147,0x0.a38p-8,!
0x0148,0x0.a4p-8,!
0x0149,0x0.a48p-8,!
0x014a,0x0.a5p-8,!
0x014b,0x0.a58p-8,!
0x014c,0x0.a6p-8,!
0x014d,0x0.a68p-8,!
0x014e,0x0.a7p-8,!
0x014f,0x0.a78p-8,!
0x0150,0x0.a8p-8,!
0x0151,0x0.a88p-8,!
0x0152,0x0.a9p-8,!
0x0153,0x0.a98p-8,!
0x0154,0x0.aap-8,!
0x0155,0x0.aa8p-8,!
0x0156,0x0.abp-8,!
0x0157,0x0.ab8p-8,!
0x0158,0x0.acp-8,!
0x0159,0x0.ac8p-8,!
0x015a,0x0.adp-8,!
0x015b,0x0.ad8p-8,!
0x015c,0x0.aep-8,!
0x015d,0x0.ae8p-8,!
0x015e,0x0.afp-8,!
0x015f,0x0.af8p-8,!
0x0160,0x0.bp-8,!
0x0161,0x0.b08p-8,!
0x0162,0x0.b1p-8,!
0x0163,0x0.b18p-8,!
0x0164,0x0.b2p-8,!
0x0165,0x0.b28p-8,!
0x0166,0x0.b3p-8,!
0x0167,0x0.b38p-8,!
0x0168,0x0.b4p-8,!
0x0169,0x0.b48p-8,!
0x016a,0x0.b5p-8,!
0x016b,0x0.b58p-8,!
0x016c,0x0.b6p-8,!
0x016d,0x0.b68p-8,!
0x016e,0x0.b7p-8,!
0x016f,0x0.b78p-8,!
0x0170,0x0.b8p-8,!
0x0171,0x0.b88p-8,!
0x0172,0x0.b9p-8,!
0x0173,0x0.b98p-8,!
0x0174,0x0.bap-8,!
0x0175,0x0.ba8p-8,!
0x0176,0x0.bbp-8,!
0x0177,0x0.bb8p-8,!
0x0178,0x0.bcp-8,!
0x0179,0x0.bc8p-8,!
0x017a,0x0.bdp-8,!
0x017b,0x0.bd8p-8,!
0x017c,0x0.bep-8,!
0x017d,0x0.be8p-8,!
0x017e,0x0.bfp-8,!
0x017f,0x0.bf8p-8,!
0x0180,0x0.cp-8,!
0x0181,0x0.c08p-8,!
0x0182,0x0.c1p-8,!
0x0183,0x0.c18p-8,!
0x0184,0x0.c2p-8,!
0x0185,0x0.c28p-8,!
0x0186,0x0.c3p-8,!
0x0187,0x0.c38p-8,!
0x0188,0x0.c4p-8,!
0x0189,0x0.c48p-8,!
0x018a,0x0.c5p-8,!
0x018b,0x0.c58p-8,!
0x018c,0x0.c6p-8,!
0x018d,0x0.c68p-8,!
0x018e,0x0.c7p-8,!
0x018f,0x0.c78p-8,!
0x0190,0x0.c8p-8,!
0x0191,0x0.c88p-8,!
0x0192,0x0.c9p-8,!
0x0193,0x0.c98p-8,!
0x0194,0x0.cap-8,!
0x0195,0x0.ca8p-8,!
0x0196,0x0.cbp-8,!
0x0197,0x0.cb8p-8,!
0x0198,0x0.ccp-8,!
0x0199,0x0.cc8p-8,!
0x019a,0x0.cdp-8,!
0x019b,0x0.cd8p-8,!
0x019c,0x0.cep-8,!
0x019d,0x0.ce8p-8,!
0x019e,0x0.cfp-8,!
0x019f,0x0.cf8p-8,!
0x01a0,0x0.dp-8,!
0x01a1,0x0.d08p-8,!
0x01a2,0x0.d1p-8,!
0x01a3,0x0.d18p-8,!
0x01a4,0x0.d2p-8,!
0x01a5,0x0.d28p-8,!
0x01a6,0x0.d3p-8,!
0x01a7,0x0.d38p-8,!
0x01a8,0x0.d4p-8,!
0x01a9,0x0.d48p-8,!
0x01aa,0x0.d5p-8,!
0x01ab,0x0.d58p-8,!
0x01ac,0x0.d6p-8,!
0x01ad,0x0.d68p-8,!
0x01ae,0x0.d7p-8,!
0x01af,0x0.d78p-8,!
0x01b0,0x0.d8p-8,!
0x01b1,0x0.d88p-8,!
0x01b2,0x0.d9p-8,!
0x01b3,0x0.d98p-8,!
0x01b4,0x0.dap-8,!
0x01b5,0x0.da8p-8,!
0x01b6,0x0.dbp-8,!
0x01b7,0x0.db8p-8,!
0x01b8,0x0.dcp-8,!
0x01b9,0x0.dc8p-8,!
0x01ba,0x0.ddp-8,!
0x01bb,0x0.dd8p-8,!
0x01bc,0x0.dep-8,!
0x01bd,0x0.de8p-8,!
0x01be,0x0.dfp-8,!
0x01bf,0x0.df8p-8,!
0x01c0,0x0.ep-8,!
0x01c1,0x0.e08p-8,!
0x01c2,0x0.e1p-8,!
0x01c3,0x0.e18p-8,!
0x01c4,0x0.e2p-8,!
0x01c5,0x0.e28p-8,!
0x01c6,0x0.e3p-8,!
0x01c7,0x0.e38p-8,!
0x01c8,0x0.e4p-8,!
0x01c9,0x0.e48p-8,!
0x01ca,0x0.e5p-8,!
0x01cb,0x0.e58p-8,!
0x01cc,0x0.e6p-8,!
0x01cd,0x0.e68p-8,!
0x01ce,0x0.e7p-8,!
0x01cf,0x0.e78p-8,!
0x01d0,0x0.e8p-8,!
0x01d1,0x0.e88p-8,!
0x01d2,0x0.e9p-8,!
0x01d3,0x0.e98p-8,!
0x01d4,0x0.eap-8,!
0x01d5,0x0.ea8p-8,!
0x01d6,0x0.ebp-8,!
0x01d7,0x0.eb8p-8,!
0x01d8,0x0.ecp-8,!
0x01d9,0x0.ec8p-8,!
0x01da,0x0.edp-8,!
0x01db,0x0.ed8p-8,!
0x01dc,0x0.eep-8,!
0x01dd,0x0.ee8p-8,!
0x01de,0x0.efp-8,!
0x01df,0x0.ef8p-8,!
0x01e0,0x0.fp-8,!
0x01e1,0x0.f08p-8,!
0x01e2,0x0.f1p-8,!
0x01e3,0x0.f18p-8,!
0x01e4,0x0.f2p-8,!
0x01e5,0x0.f28p-8,!
0x01e6,0x0.f3p-8,!
0x01e7,0x0.f38p-8,!
0x01e8,0x0.f4p-8,!
0x01e9,0x0.f48p-8,!
0x01ea,0x0.f5p-8,!
0x01eb,0x0.f58p-8,!
0x01ec,0x0.f6p-8,!
0x01ed,0x0.f68p-8,!
0x01ee,0x0.f7p-8,!
0x01ef,0x0.f78p-8,!
0x01f0,0x0.f8p-8,!
0x01f1,0x0.f88p-8,!
0x01f2,0x0.f9p-8,!
0x01f3,0x0.f98p-8,!
0x01f4,0x0.fap-8,!
0x01f5,0x0.fa8p-8,!
0x01f6,0x0.fbp-8,!
0x01f7,0x0.fb8p-8,!
0x01f8,0x0.fcp-8,!
0x01f9,0x0.fc8p-8,!
0x01fa,0x0.fdp-8,!
0x01fb,0x0.fd8p-8,!
0x01fc,0x0.fep-8,!
0x01fd,0x0.fe8p-8,!
0x01fe,0x0.ffp-8,!
0x01ff,0x0.ff8p-8,!
0x0200,0x0.1p-4,!
0x0201,0x0.1008p-4,!
0x0202,0x0.101p-4,!
0x0203,0x0.1018p-4,!
0x0204,0x0.102p-4,!
0x0205,0x0.1028p-4,!
0x0206,0x0.103p-4,!
0x0207,0x0.1038p-4,!
0x0208,0x0.104p-4,!
0x0209,0x0.1048p-4,!
0x020a,0x0.105p-4,!
0x020b,0x0.1058p-4,!
0x020c,0x0.106p-4,!
0x020d,0x0.1068p-4,!
0x020e,0x0.107p-4,!
0x020f,0x0.1078p-4,!
0x0210,0x0.108p-4,!
0x0211,0x0.1088p-4,!
0x0212,0x0.109p-4,!
0x0213,0x0.1098p-4,!
0x0214,0x0.10ap-4,!
0x0215,0x0.10a8p-4,!
0x0216,0x0.10bp-4,!
0x0217,0x0.10b8p-4,!
0x0218,0x0.10cp-4,!
0x0219,0x0.10c8p-4,!
0x021a,0x0.10dp-4,!
0x021b,0x0.10d8p-4,!
0x021c,0x0.10ep-4,!
0x021d,0x0.10e8p-4,!
0x021e,0x0.10fp-4,!
0x021f,0x0.10f8p-4,!
0x0220,0x0.11p-4,!
0x0221,0x0.1108p-4,!
0x0222,0x0.111p-4,!
0x0223,0x0.1118p-4,!
0x0224,0x0.112p-4,!
0x0225,0x0.1128p-4,!
0x0226,0x0.113p-4,!
0x0227,0x0.1138p-4,!
0x0228,0x0.114p-4,!
0x0229,0x0.1148p-4,!
0x022a,0x0.115p-4,!
0x022b,0x0.1158p-4,!
0x022c,0x0.116p-4,!
0x022d,0x0.1168p-4,!
0x022e,0x0.117p-4,!
0x022f,0x0.1178p-4,!
0x0230,0x0.118p-4,!
0x0231,0x0.1188p-4,!
0x0232,0x0.119p-4,!
0x0233,0x0.1198p-4,!
0x0234,0x0.11ap-4,!
0x0235,0x0.11a8p-4,!
0x0236,0x0.11bp-4,!
0x0237,0x0.11b8p-4,!
0x0238,0x0.11cp-4,!
0x0239,0x0.11c8p-4,!
0x023a,0x0.11dp-4,!
0x023b,0x0.11d8p-4,!
0x023c,0x0.11ep-4,!
0x023d,0x0.11e8p-4,!
0x023e,0x0.11fp-4,!
0x023f,0x0.11f8p-4,!
0x0240,0x0.12p-4,!
0x0241,0x0.1208p-4,!
0x0242,0x0.121p-4,!
0x0243,0x0.1218p-4,!
0x0244,0x0.122p-4,!
0x0245,0x0.1228p-4,!
0x0246,0x0.123p-4,!
0x0247,0x0.1238p-4,!
0x0248,0x0.124p-4,!
0x0249,0x0.1248p-4,!
0x024a,0x0.125p-4,!
0x024b,0x0.1258p-4,!
0x024c,0x0.126p-4,!
0x024d,0x0.1268p-4,!
0x024e,0x0.127p-4,!
0x024f,0x0.1278p-4,!
0x0250,0x0.128p-4,!
0x0251,0x0.1288p-4,!
0x0252,0x0.129p-4,!
0x0253,0x0.1298p-4,!
0x0254,0x0.12ap-4,!
0x0255,0x0.12a8p-4,!
0x0256,0x0.12bp-4,!
0x0257,0x0.12b8p-4,!
0x0258,0x0.12cp-4,!
0x0259,0x0.12c8p-4,!
0x025a,0x0.12dp-4,!
0x025b,0x0.12d8p-4,!
0x025c,0x0.12ep-4,!
0x025d,0x0.12e8p-4,!
0x025e,0x0.12fp-4,!
0x025f,0x0.12f8p-4,!
0x0260,0x0.13p-4,!
0x0261,0x0.1308p-4,!
0x0262,0x0.131p-4,!
0x0263,0x0.1318p-4,!
0x0264,0x0.132p-4,!
0x0265,0x0.1328p-4,!
0x0266,0x0.133p-4,!
0x0267,0x0.1338p-4,!
0x0268,0x0.134p-4,!
0x0269,0x0.1348p-4,!
0x026a,0x0.135p-4,!
0x026b,0x0.1358p-4,!
0x026c,0x0.136p-4,!
0x026d,0x0.1368p-4,!
0x026e,0x0.137p-4,!
0x026f,0x0.1378p-4,!
0x0270,0x0.138p-4,!
0x0271,0x0.1388p-4,!
0x0272,0x0.139p-4,!
0x0273,0x0.1398p-4,!
0x0274,0x0.13ap-4,!
0x0275,0x0.13a8p-4,!
0x0276,0x0.13bp-4,!
0x0277,0x0.13b8p-4,!
0x0278,0x0.13cp-4,!
0x0279,0x0.13c8p-4,!
0x027a,0x0.13dp-4,!
0x027b,0x0.13d8p-4,!
0x027c,0x0.13ep-4,!
0x027d,0x0.13e8p-4,!
0x027e,0x0.13fp-4,!
0x027f,0x0.13f8p-4,!
0x0280,0x0.14p-4,!
0x0281,0x0.1408p-4,!
0x0282,0x0.141p-4,!
0x0283,0x0.1418p-4,!
0x0284,0x0.142p-4,!
0x0285,0x0.1428p-4,!
0x0286,0x0.143p-4,!
0x0287,0x0.1438p-4,!
0x0288,0x0.144p-4,!
0x0289,0x0.1448p-4,!
0x028a,0x0.145p-4,!
0x028b,0x0.1458p-4,!
0x028c,0x0.146p-4,!
0x028d,0x0.1468p-4,!
0x028e,0x0.147p-4,!
0x028f,0x0.1478p-4,!
0x0290,0x0.148p-4,!
0x0291,0x0.1488p-4,!
0x0292,0x0.149p-4,!
0x0293,0x0.1498p-4,!
0x0294,0x0.14ap-4,!
0x0295,0x0.14a8p-4,!
0x0296,0x0.14bp-4,!
0x0297,0x0.14b8p-4,!
0x0298,0x0.14cp-4,!
0x0299,0x0.14c8p-4,!
0x029a,0x0.14dp-4,!
0x029b,0x0.14d8p-4,!
0x029c,0x0.14ep-4,!
0x029d,0x0.14e8p-4,!
0x029e,0x0.14fp-4,!
0x029f,0x0.14f8p-4,!
0x02a0,0x0.15p-4,!
0x02a1,0x0.1508p-4,!
0x02a2,0x0.151p-4,!
0x02a3,0x0.1518p-4,!
0x02a4,0x0.152p-4,!
0x02a5,0x0.1528p-4,!
0x02a6,0x0.153p-4,!
0x02a7,0x0.1538p-4,!
0x02a8,0x0.154p-4,!
0x02a9,0x0.1548p-4,!
0x02aa,0x0.155p-4,!
0x02ab,0x0.1558p-4,!
0x02ac,0x0.156p-4,!
0x02ad,0x0.1568p-4,!
0x02ae,0x0.157p-4,!
0x02af,0x0.1578p-4,!
0x02b0,0x0.158p-4,!
0x02b1,0x0.1588p-4,!
0x02b2,0x0.159p-4,!
0x02b3,0x0.1598p-4,!
0x02b4,0x0.15ap-4,!
0x02b5,0x0.15a8p-4,!
0x02b6,0x0.15bp-4,!
0x02b7,0x0.15b8p-4,!
0x02b8,0x0.15cp-4,!
0x02b9,0x0.15c8p-4,!
0x02ba,0x0.15dp-4,!
0x02bb,0x0.15d8p-4,!
0x02bc,0x0.15ep-4,!
0x02bd,0x0.15e8p-4,!
0x02be,0x0.15fp-4,!
0x02bf,0x0.15f8p-4,!
0x02c0,0x0.16p-4,!
0x02c1,0x0.1608p-4,!
0x02c2,0x0.161p-4,!
0x02c3,0x0.1618p-4,!
0x02c4,0x0.162p-4,!
0x02c5,0x0.1628p-4,!
0x02c6,0x0.163p-4,!
0x02c7,0x0.1638p-4,!
0x02c8,0x0.164p-4,!
0x02c9,0x0.1648p-4,!
0x02ca,0x0.165p-4,!
0x02cb,0x0.1658p-4,!
0x02cc,0x0.166p-4,!
0x02cd,0x0.1668p-4,!
0x02ce,0x0.167p-4,!
0x02cf,0x0.1678p-4,!
0x02d0,0x0.168p-4,!
0x02d1,0x0.1688p-4,!
0x02d2,0x0.169p-4,!
0x02d3,0x0.1698p-4,!
0x02d4,0x0.16ap-4,!
0x02d5,0x0.16a8p-4,!
0x02d6,0x0.16bp-4,!
0x02d7,0x0.16b8p-4,!
0x02d8,0x0.16cp-4,!
0x02d9,0x0.16c8p-4,!
0x02da,0x0.16dp-4,!
0x02db,0x0.16d8p-4,!
0x02dc,0x0.16ep-4,!
0x02dd,0x0.16e8p-4,!
0x02de,0x0.16fp-4,!
0x02df,0x0.16f8p-4,!
0x02e0,0x0.17p-4,!
0x02e1,0x0.1708p-4,!
0x02e2,0x0.171p-4,!
0x02e3,0x0.1718p-4,!
0x02e4,0x0.172p-4,!
0x02e5,0x0.1728p-4,!
0x02e6,0x0.173p-4,!
0x02e7,0x0.1738p-4,!
0x02e8,0x0.174p-4,!
0x02e9,0x0.1748p-4,!
0x02ea,0x0.175p-4,!
0x02eb,0x0.1758p-4,!
0x02ec,0x0.176p-4,!
0x02ed,0x0.1768p-4,!
0x02ee,0x0.177p-4,!
0x02ef,0x0.1778p-4,!
0x02f0,0x0.178p-4,!
0x02f1,0x0.1788p-4,!
0x02f2,0x0.179p-4,!
0x02f3,0x0.1798p-4,!
0x02f4,0x0.17ap-4,!
0x02f5,0x0.17a8p-4,!
0x02f6,0x0.17bp-4,!
0x02f7,0x0.17b8p-4,!
0x02f8,0x0.17cp-4,!
0x02f9,0x0.17c8p-4,!
0x02fa,0x0.17dp-4,!
0x02fb,0x0.17d8p-4,!
0x02fc,0x0.17ep-4,!
0x02fd,0x0.17e8p-4,!
0x02fe,0x0.17fp-4,!
0x02ff,0x0.17f8p-4,!
0x0300,0x0.18p-4,!
0x0301,0x0.1808p-4,!
0x0302,0x0.181p-4,!
0x0303,0x0.1818p-4,!
0x0304,0x0.182p-4,!
0x0305,0x0.1828p-4,!
0x0306,0x0.183p-4,!
0x0307,0x0.1838p-4,!
0x0308,0x0.184p-4,!
0x0309,0x0.1848p-4,!
0x030a,0x0.185p-4,!
0x030b,0x0.1858p-4,!
0x030c,0x0.186p-4,!
0x030d,0x0.1868p-4,!
0x030e,0x0.187p-4,!
0x030f,0x0.1878p-4,!
0x0310,0x0.188p-4,!
0x0311,0x0.1888p-4,!
0x0312,0x0.189p-4,!
0x0313,0x0.1898p-4,!
0x0314,0x0.18ap-4,!
0x0315,0x0.18a8p-4,!
0x0316,0x0.18bp-4,!
0x0317,0x0.18b8p-4,!
0x0318,0x0.18cp-4,!
0x0319,0x0.18c8p-4,!
0x031a,0x0.18dp-4,!
0x031b,0x0.18d8p-4,!
0x031c,0x0.18ep-4,!
0x031d,0x0.18e8p-4,!
0x031e,0x0.18fp-4,!
0x031f,0x0.18f8p-4,!
0x0320,0x0.19p-4,!
0x0321,0x0.1908p-4,!
0x0322,0x0.191p-4,!
0x0323,0x0.1918p-4,!
0x0324,0x0.192p-4,!
0x0325,0x0.1928p-4,!
0x0326,0x0.193p-4,!
0x0327,0x0.1938p-4,!
0x0328,0x0.194p-4,!
0x0329,0x0.1948p-4,!
0x032a,0x0.195p-4,!
0x032b,0x0.1958p-4,!
0x032c,0x0.196p-4,!
0x032d,0x0.1968p-4,!
0x032e,0x0.197p-4,!
0x032f,0x0.1978p-4,!
0x0330,0x0.198p-4,!
