codepoint,values,subnormal
0x0ec5,0x0.ec5p-4,*
0x0ec6,0x0.ec6p-4,*
0x0ec7,0x0.ec7p-4,*
0x0ec8,0x0.ec8p-4,*
0x0ec9,0x0.ec9p-4,*
0x0eca,0x0.ecap-4,*
0x0ecb,0x0.ecbp-4,*
0x0ecc,0x0.eccp-4,*
0x0ecd,0x0.ecdp-4,*
0x0ece,0x0.ecep-4,*
0x0ecf,0x0.ecfp-4,*
0x0ed0,0x0.edp-4,*
0x0ed1,0x0.ed1p-4,*
0x0ed2,0x0.ed2p-4,*
0x0ed3,0x0.ed3p-4,*
0x0ed4,0x0.ed4p-4,*
0x0ed5,0x0.ed5p-4,*
0x0ed6,0x0.ed6p-4,*
0x0ed7,0x0.ed7p-4,*
0x0ed8,0x0.ed8p-4,*
0x0ed9,0x0.ed9p-4,*
0x0eda,0x0.edap-4,*
0x0edb,0x0.edbp-4,*
0x0edc,0x0.edcp-4,*
0x0edd,0x0.eddp-4,*
0x0ede,0x0.edep-4,*
0x0edf,0x0.edfp-4,*
0x0ee0,0x0.eep-4,*
0x0ee1,0x0.ee1p-4,*
0x0ee2,0x0.ee2p-4,*
0x0ee3,0x0.ee3p-4,*
0x0ee4,0x0.ee4p-4,*
0x0ee5,0x0.ee5p-4,*
0x0ee6,0x0.ee6p-4,*
0x0ee7,0x0.ee7p-4,*
0x0ee8,0x0.ee8p-4,*
0x0ee9,0x0.ee9p-4,*
0x0eea,0x0.eeap-4,*
0x0eeb,0x0.eebp-4,*
0x0eec,0x0.eecp-4,*
0x0eed,0x0.eedp-4,*
0x0eee,0x0.eeep-4,*
0x0eef,0x0.eefp-4,*
0x0ef0,0x0.efp-4,*
0x0ef1,0x0.ef1p-4,*
0x0ef2,0x0.ef2p-4,*
0x0ef3,0x0.ef3p-4,*
0x0ef4,0x0.ef4p-4,*
0x0ef5,0x0.ef5p-4,*
0x0ef6,0x0.ef6p-4,*
0x0ef7,0x0.ef7p-4,*
0x0ef8,0x0.ef8p-4,*
0x0ef9,0x0.ef9p-4,*
0x0efa,0x0.efap-4,*
0x0efb,0x0.efbp-4,*
0x0efc,0x0.efcp-4,*
0x0efd,0x0.efdp-4,*
0x0efe,0x0.efep-4,*
0x0eff,0x0.effp-4,*
0x0f00,0x0.fp-4,*
0x0f01,0x0.f01p-4,*
0x0f02,0x0.f02p-4,*
0x0f03,0x0.f03p-4,*
0x0f04,0x0.f04p-4,*
0x0f05,0x0.f05p-4,*
0x0f06,0x0.f06p-4,*
0x0f07,0x0.f07p-4,*
0x0f08,0x0.f08p-4,*
0x0f09,0x0.f09p-4,*
0x0f0a,0x0.f0ap-4,*
0x0f0b,0x0.f0bp-4,*
0x0f0c,0x0.f0cp-4,*
0x0f0d,0x0.f0dp-4,*
0x0f0e,0x0.f0ep-4,*
0x0f0f,0x0.f0fp-4,*
0x0f10,0x0.f1p-4,*
0x0f11,0x0.f11p-4,*
0x0f12,0x0.f12p-4,*
0x0f13,0x0.f13p-4,*
0x0f14,0x0.f14p-4,*
0x0f15,0x0.f15p-4,*
0x0f16,0x0.f16p-4,*
0x0f17,0x0.f17p-4,*
0x0f18,0x0.f18p-4,*
0x0f19,0x0.f19p-4,*
0x0f1a,0x0.f1ap-4,*
0x0f1b,0x0.f1bp-4,*
0x0f1c,0x0.f1cp-4,*
0x0f1d,0x0.f1dp-4,*
0x0f1e,0x0.f1ep-4,*
0x0f1f,0x0.f1fp-4,*
0x0f20,0x0.f2p-4,*
0x0f21,0x0.f21p-4,*
0x0f22,0x0.f22p-4,*
0x0f23,0x0.f23p-4,*
0x0f24,0x0.f24p-4,*
0x0f25,0x0.f25p-4,*
0x0f26,0x0.f26p-4,*
0x0f27,0x0.f27p-4,*
0x0f28,0x0.f28p-4,*
0x0f29,0x0.f29p-4,*
0x0f2a,0x0.f2ap-4,*
0x0f2b,0x0.f2bp-4,*
0x0f2c,0x0.f2cp-4,*
0x0f2d,0x0.f2dp-4,*
0x0f2e,0x0.f2ep-4,*
0x0f2f,0x0.f2fp-4,*
0x0f30,0x0.f3p-4,*
0x0f31,0x0.f31p-4,*
0x0f32,0x0.f32p-4,*
0x0f33,0x0.f33p-4,*
0x0f34,0x0.f34p-4,*
0x0f35,0x0.f35p-4,*
0x0f36,0x0.f36p-4,*
0x0f37,0x0.f37p-4,*
0x0f38,0x0.f38p-4,*
0x0f39,0x0.f39p-4,*
0x0f3a,0x0.f3ap-4,*
0x0f3b,0x0.f3bp-4,*
0x0f3c,0x0.f3cp-4,*
0x0f3d,0x0.f3dp-4,*
0x0f3e,0x0.f3ep-4,*
0x0f3f,0x0.f3fp-4,*
0x0f40,0x0.f4p-4,*
0x0f41,0x0.f41p-4,*
0x0f42,0x0.f42p-4,*
0x0f43,0x0.f43p-4,*
0x0f44,0x0.f44p-4,*
0x0f45,0x0.f45p-4,*
0x0f46,0x0.f46p-4,*
0x0f47,0x0.f47p-4,*
0x0f48,0x0.f48p-4,*
0x0f49,0x0.f49p-4,*
0x0f4a,0x0.f4ap-4,*
0x0f4b,0x0.f4bp-4,*
0x0f4c,0x0.f4cp-4,*
0x0f4d,0x0.f4dp-4,*
0x0f4e,0x0.f4ep-4,*
0x0f4f,0x0.f4fp-4,*
0x0f50,0x0.f5p-4,*
0x0f51,0x0.f51p-4,*
0x0f52,0x0.f52p-4,*
0x0f53,0x0.f53p-4,*
0x0f54,0x0.f54p-4,*
0x0f55,0x0.f55p-4,*
0x0f56,0x0.f56p-4,*
0x0f57,0x0.f57p-4,*
0x0f58,0x0.f58p-4,*
0x0f59,0x0.f59p-4,*
0x0f5a,0x0.f5ap-4,*
0x0f5b,0x0.f5bp-4,*
0x0f5c,0x0.f5cp-4,*
0x0f5d,0x0.f5dp-4,*
0x0f5e,0x0.f5ep-4,*
0x0f5f,0x0.f5fp-4,*
0x0f60,0x0.f6p-4,*
0x0f61,0x0.f61p-4,*
0x0f62,0x0.f62p-4,*
0x0f63,0x0.f63p-4,*
0x0f64,0x0.f64p-4,*
0x0f65,0x0.f65p-4,*
0x0f66,0x0.f66p-4,*
0x0f67,0x0.f67p-4,*
0x0f68,0x0.f68p-4,*
0x0f69,0x0.f69p-4,*
0x0f6a,0x0.f6ap-4,*
0x0f6b,0x0.f6bp-4,*
0x0f6c,0x0.f6cp-4,*
0x0f6d,0x0.f6dp-4,*
0x0f6e,0x0.f6ep-4,*
0x0f6f,0x0.f6fp-4,*
0x0f70,0x0.f7p-4,*
0x0f71,0x0.f71p-4,*
0x0f72,0x0.f72p-4,*
0x0f73,0x0.f73p-4,*
0x0f74,0x0.f74p-4,*
0x0f75,0x0.f75p-4,*
0x0f76,0x0.f76p-4,*
0x0f77,0x0.f77p-4,*
0x0f78,0x0.f78p-4,*
0x0f79,0x0.f79p-4,*
0x0f7a,0x0.f7ap-4,*
0x0f7b,0x0.f7bp-4,*
0x0f7c,0x0.f7cp-4,*
0x0f7d,0x0.f7dp-4,*
0x0f7e,0x0.f7ep-4,*
0x0f7f,0x0.f7fp-4,*
0x0f80,0x0.f8p-4,*
0x0f81,0x0.f81p-4,*
0x0f82,0x0.f82p-4,*
0x0f83,0x0.f83p-4,*
0x0f84,0x0.f84p-4,*
0x0f85,0x0.f85p-4,*
0x0f86,0x0.f86p-4,*
0x0f87,0x0.f87p-4,*
0x0f88,0x0.f88p-4,*
0x0f89,0x0.f89p-4,*
0x0f8a,0x0.f8ap-4,*
0x0f8b,0x0.f8bp-4,*
0x0f8c,0x0.f8cp-4,*
0x0f8d,0x0.f8dp-4,*
0x0f8e,0x0.f8ep-4,*
0x0f8f,0x0.f8fp-4,*
0x0f90,0x0.f9p-4,*
0x0f91,0x0.f91p-4,*
0x0f92,0x0.f92p-4,*
0x0f93,0x0.f93p-4,*
0x0f94,0x0.f94p-4,*
0x0f95,0x0.f95p-4,*
0x0f96,0x0.f96p-4,*
0x0f97,0x0.f97p-4,*
0x0f98,0x0.f98p-4,*
0x0f99,0x0.f99p-4,*
0x0f9a,0x0.f9ap-4,*
0x0f9b,0x0.f9bp-4,*
0x0f9c,0x0.f9cp-4,*
0x0f9d,0x0.f9dp-4,*
0x0f9e,0x0.f9ep-4,*
0x0f9f,0x0.f9fp-4,*
0x0fa0,0x0.fap-4,*
0x0fa1,0x0.fa1p-4,*
0x0fa2,0x0.fa2p-4,*
0x0fa3,0x0.fa3p-4,*
0x0fa4,0x0.fa4p-4,*
0x0fa5,0x0.fa5p-4,*
0x0fa6,0x0.fa6p-4,*
0x0fa7,0x0.fa7p-4,*
0x0fa8,0x0.fa8p-4,*
0x0fa9,0x0.fa9p-4,*
0x0faa,0x0.faap-4,*
0x0fab,0x0.fabp-4,*
0x0fac,0x0.facp-4,*
0x0fad,0x0.fadp-4,*
0x0fae,0x0.faep-4,*
0x0faf,0x0.fafp-4,*
0x0fb0,0x0.fbp-4,*
0x0fb1,0x0.fb1p-4,*
0x0fb2,0x0.fb2p-4,*
0x0fb3,0x0.fb3p-4,*
0x0fb4,0x0.fb4p-4,*
0x0fb5,0x0.fb5p-4,*
0x0fb6,0x0.fb6p-4,*
0x0fb7,0x0.fb7p-4,*
0x0fb8,0x0.fb8p-4,*
0x0fb9,0x0.fb9p-4,*
0x0fba,0x0.fbap-4,*
0x0fbb,0x0.fbbp-4,*
0x0fbc,0x0.fbcp-4,*
0x0fbd,0x0.fbdp-4,*
0x0fbe,0x0.fbep-4,*
0x0fbf,0x0.fbfp-4,*
0x0fc0,0x0.fcp-4,*
0x0fc1,0x0.fc1p-4,*
0x0fc2,0x0.fc2p-4,*
0x0fc3,0x0.fc3p-4,*
0x0fc4,0x0.fc4p-4,*
0x0fc5,0x0.fc5p-4,*
0x0fc6,0x0.fc6p-4,*
0x0fc7,0x0.fc7p-4,*
0x0fc8,0x0.fc8p-4,*
0x0fc9,0x0.fc9p-4,*
0x0fca,0x0.fcap-4,*
0x0fcb,0x0.fcbp-4,*
0x0fcc,0x0.fccp-4,*
0x0fcd,0x0.fcdp-4,*
0x0fce,0x0.fcep-4,*
0x0fcf,0x0.fcfp-4,*
0x0fd0,0x0.fdp-4,*
0x0fd1,0x0.fd1p-4,*
0x0fd2,0x0.fd2p-4,*
0x0fd3,0x0.fd3p-4,*
0x0fd4,0x0.fd4p-4,*
0x0fd5,0x0.fd5p-4,*
0x0fd6,0x0.fd6p-4,*
0x0fd7,0x0.fd7p-4,*
0x0fd8,0x0.fd8p-4,*
0x0fd9,0x0.fd9p-4,*
0x0fda,0x0.fdap-4,*
0x0fdb,0x0.fdbp-4,*
0x0fdc,0x0.fdcp-4,*
0x0fdd,0x0.fddp-4,*
0x0fde,0x0.fdep-4,*
0x0fdf,0x0.fdfp-4,*
0x0fe0,0x0.fep-4,*
0x0fe1,0x0.fe1p-4,*
0x0fe2,0x0.fe2p-4,*
0x0fe3,0x0.fe3p-4,*
0x0fe4,0x0.fe4p-4,*
0x0fe5,0x0.fe5p-4,*
0x0fe6,0x0.fe6p-4,*
0x0fe7,0x0.fe7p-4,*
0x0fe8,0x0.fe8p-4,*
0x0fe9,0x0.fe9p-4,*
0x0fea,0x0.feap-4,*
0x0feb,0x0.febp-4,*
0x0fec,0x0.fecp-4,*
0x0fed,0x0.fedp-4,*
0x0fee,0x0.feep-4,*
0x0fef,0x0.fefp-4,*
0x0ff0,0x0.ffp-4,*
0x0ff1,0x0.ff1p-4,*
0x0ff2,0x0.ff2p-4,*
0x0ff3,0x0.ff3p-4,*
0x0ff4,0x0.ff4p-4,*
0x0ff5,0x0.ff5p-4,*
0x0ff6,0x0.ff6p-4,*
0x0ff7,0x0.ff7p-4,*
0x0ff8,0x0.ff8p-4,*
0x0ff9,0x0.ff9p-4,*
0x0ffa,0x0.ffap-4,*
0x0ffb,0x0.ffbp-4,*
0x0ffc,0x0.ffcp-4,*
0x0ffd,0x0.ffdp-4,*
0x0ffe,0x0.ffep-4,*
0x0fff,0x0.fffp-4,*
0x1000,0x0.1p+0,*
0x1001,0x0.1001p+0,*
0x1002,0x0.1002p+0,*
0x1003,0x0.1003p+0,*
0x1004,0x0.1004p+0,*
0x1005,0x0.1005p+0,*
0x1006,0x0.1006p+0,*
0x1007,0x0.1007p+0,*
0x1008,0x0.1008p+0,*
0x1009,0x0.1009p+0,*
0x100a,0x0.100ap+0,*
0x100b,0x0.100bp+0,*
0x100c,0x0.100cp+0,*
0x100d,0x0.100dp+0,*
0x100e,0x0.100ep+0,*
0x100f,0x0.100fp+0,*
0x1010,0x0.101p+0,*
0x1011,0x0.1011p+0,*
0x1012,0x0.1012p+0,*
0x1013,0x0.1013p+0,*
0x1014,0x0.1014p+0,*
0x1015,0x0.1015p+0,*
0x1016,0x0.1016p+0,*
0x1017,0x0.1017p+0,*
0x1018,0x0.1018p+0,*
0x1019,0x0.1019p+0,*
0x101a,0x0.101ap+0,*
0x101b,0x0.101bp+0,*
0x101c,0x0.101cp+0,*
0x101d,0x0.101dp+0,*
0x101e,0x0.101ep+0,*
0x101f,0x0.101fp+0,*
0x1020,0x0.102p+0,*
0x1021,0x0.1021p+0,*
0x1022,0x0.1022p+0,*
0x1023,0x0.1023p+0,*
0x1024,0x0.1024p+0,*
0x1025,0x0.1025p+0,*
0x1026,0x0.1026p+0,*
0x1027,0x0.1027p+0,*
0x1028,0x0.1028p+0,*
0x1029,0x0.1029p+0,*
0x102a,0x0.102ap+0,*
0x102b,0x0.102bp+0,*
0x102c,0x0.102cp+0,*
0x102d,0x0.102dp+0,*
0x102e,0x0.102ep+0,*
0x102f,0x0.102fp+0,*
0x1030,0x0.103p+0,*
0x1031,0x0.1031p+0,*
0x1032,0x0.1032p+0,*
0x1033,0x0.1033p+0,*
0x1034,0x0.1034p+0,*
0x1035,0x0.1035p+0,*
0x1036,0x0.1036p+0,*
0x1037,0x0.1037p+0,*
0x1038,0x0.1038p+0,*
0x1039,0x0.1039p+0,*
0x103a,0x0.103ap+0,*
0x103b,0x0.103bp+0,*
0x103c,0x0.103cp+0,*
0x103d,0x0.103dp+0,*
0x103e,0x0.103ep+0,*
0x103f,0x0.103fp+0,*
0x1040,0x0.104p+0,*
0x1041,0x0.1041p+0,*
0x1042,0x0.1042p+0,*
0x1043,0x0.1043p+0,*
0x1044,0x0.1044p+0,*
0x1045,0x0.1045p+0,*
0x1046,0x0.1046p+0,*
0x1047,0x0.1047p+0,*
0x1048,0x0.1048p+0,*
0x1049,0x0.1049p+0,*
0x104a,0x0.104ap+0,*
0x104b,0x0.104bp+0,*
0x104c,0x0.104cp+0,*
0x104d,0x0.104dp+0,*
0x104e,0x0.104ep+0,*
0x104f,0x0.104fp+0,*
0x1050,0x0.105p+0,*
0x1051,0x0.1051p+0,*
0x1052,0x0.1052p+0,*
0x1053,0x0.1053p+0,*
0x1054,0x0.1054p+0,*
0x1055,0x0.1055p+0,*
0x1056,0x0.1056p+0,*
0x1057,0x0.1057p+0,*
0x1058,0x0.1058p+0,*
0x1059,0x0.1059p+0,*
0x105a,0x0.105ap+0,*
0x105b,0x0.105bp+0,*
0x105c,0x0.105cp+0,*
0x105d,0x0.105dp+0,*
0x105e,0x0.105ep+0,*
0x105f,0x0.105fp+0,*
0x1060,0x0.106p+0,*
0x1061,0x0.1061p+0,*
0x1062,0x0.1062p+0,*
0x1063,0x0.1063p+0,*
0x1064,0x0.1064p+0,*
0x1065,0x0.1065p+0,*
0x1066,0x0.1066p+0,*
0x1067,0x0.1067p+0,*
0x1068,0x0.1068p+0,*
0x1069,0x0.1069p+0,*
0x106a,0x0.106ap+0,*
0x106b,0x0.106bp+0,*
0x106c,0x0.106cp+0,*
0x106d,0x0.106dp+0,*
0x106e,0x0.106ep+0,*
0x106f,0x0.106fp+0,*
0x1070,0x0.107p+0,*
0x1071,0x0.1071p+0,*
0x1072,0x0.1072p+0,*
0x1073,0x0.1073p+0,*
0x1074,0x0.1074p+0,*
0x1075,0x0.1075p+0,*
0x1076,0x0.1076p+0,*
0x1077,0x0.1077p+0,*
0x1078,0x0.1078p+0,*
0x1079,0x0.1079p+0,*
0x107a,0x0.107ap+0,*
0x107b,0x0.107bp+0,*
0x107c,0x0.107cp+0,*
0x107d,0x0.107dp+0,*
0x107e,0x0.107ep+0,*
0x107f,0x0.107fp+0,*
0x1080,0x0.108p+0,*
0x1081,0x0.1081p+0,*
0x1082,0x0.1082p+0,*
0x1083,0x0.1083p+0,*
0x1084,0x0.1084p+0,*
0x1085,0x0.1085p+0,*
0x1086,0x0.1086p+0,*
0x1087,0x0.1087p+0,*
0x1088,0x0.1088p+0,*
0x1089,0x0.1089p+0,*
0x108a,0x0.108ap+0,*
0x108b,0x0.108bp+0,*
0x108c,0x0.108cp+0,*
0x108d,0x0.108dp+0,*
0x108e,0x0.108ep+0,*
0x108f,0x0.108fp+0,*
0x1090,0x0.109p+0,*
0x1091,0x0.1091p+0,*
0x1092,0x0.1092p+0,*
0x1093,0x0.1093p+0,*
0x1094,0x0.1094p+0,*
0x1095,0x0.1095p+0,*
0x1096,0x0.1096p+0,*
0x1097,0x0.1097p+0,*
0x1098,0x0.1098p+0,*
0x1099,0x0.1099p+0,*
0x109a,0x0.109ap+0,*
0x109b,0x0.109bp+0,*
0x109c,0x0.109cp+0,*
0x109d,0x0.109dp+0,*
0x109e,0x0.109ep+0,*
0x109f,0x0.109fp+0,*
0x10a0,0x0.10ap+0,*
0x10a1,0x0.10a1p+0,*
0x10a2,0x0.10a2p+0,*
0x10a3,0x0.10a3p+0,*
0x10a4,0x0.10a4p+0,*
0x10a5,0x0.10a5p+0,*
0x10a6,0x0.10a6p+0,*
0x10a7,0x0.10a7p+0,*
0x10a8,0x0.10a8p+0,*
0x10a9,0x0.10a9p+0,*
0x10aa,0x0.10aap+0,*
0x10ab,0x0.10abp+0,*
0x10ac,0x0.10acp+0,*
0x10ad,0x0.10adp+0,*
0x10ae,0x0.10aep+0,*
0x10af,0x0.10afp+0,*
0x10b0,0x0.10bp+0,*
0x10b1,0x0.10b1p+0,*
0x10b2,0x0.10b2p+0,*
0x10b3,0x0.10b3p+0,*
0x10b4,0x0.10b4p+0,*
0x10b5,0x0.10b5p+0,*
0x10b6,0x0.10b6p+0,*
0x10b7,0x0.10b7p+0,*
0x10b8,0x0.10b8p+0,*
0x10b9,0x0.10b9p+0,*
0x10ba,0x0.10bap+0,*
0x10bb,0x0.10bbp+0,*
0x10bc,0x0.10bcp+0,*
0x10bd,0x0.10bdp+0,*
0x10be,0x0.10bep+0,*
0x10bf,0x0.10bfp+0,*
0x10c0,0x0.10cp+0,*
0x10c1,0x0.10c1p+0,*
0x10c2,0x0.10c2p+0,*
0x10c3,0x0.10c3p+0,*
0x10c4,0x0.10c4p+0,*
0x10c5,0x0.10c5p+0,*
0x10c6,0x0.10c6p+0,*
0x10c7,0x0.10c7p+0,*
0x10c8,0x0.10c8p+0,*
0x10c9,0x0.10c9p+0,*
0x10ca,0x0.10cap+0,*
0x10cb,0x0.10cbp+0,*
0x10cc,0x0.10ccp+0,*
0x10cd,0x0.10cdp+0,*
0x10ce,0x0.10cep+0,*
0x10cf,0x0.10cfp+0,*
0x10d0,0x0.10dp+0,*
0x10d1,0x0.10d1p+0,*
0x10d2,0x0.10d2p+0,*
0x10d3,0x0.10d3p+0,*
0x10d4,0x0.10d4p+0,*
0x10d5,0x0.10d5p+0,*
0x10d6,0x0.10d6p+0,*
0x10d7,0x0.10d7p+0,*
0x10d8,0x0.10d8p+0,*
0x10d9,0x0.10d9p+0,*
0x10da,0x0.10dap+0,*
0x10db,0x0.10dbp+0,*
0x10dc,0x0.10dcp+0,*
0x10dd,0x0.10ddp+0,*
0x10de,0x0.10dep+0,*
0x10df,0x0.10dfp+0,*
0x10e0,0x0.10ep+0,*
0x10e1,0x0.10e1p+0,*
0x10e2,0x0.10e2p+0,*
0x10e3,0x0.10e3p+0,*
0x10e4,0x0.10e4p+0,*
0x10e5,0x0.10e5p+0,*
0x10e6,0x0.10e6p+0,*
0x10e7,0x0.10e7p+0,*
0x10e8,0x0.10e8p+0,*
0x10e9,0x0.10e9p+0,*
0x10ea,0x0.10eap+0,*
0x10eb,0x0.10ebp+0,*
0x10ec,0x0.10ecp+0,*
0x10ed,0x0.10edp+0,*
0x10ee,0x0.10eep+0,*
0x10ef,0x0.10efp+0,*
0x10f0,0x0.10fp+0,*
0x10f1,0x0.10f1p+0,*
0x10f2,0x0.10f2p+0,*
0x10f3,0x0.10f3p+0,*
0x10f4,0x0.10f4p+0,*
0x10f5,0x0.10f5p+0,*
0x10f6,0x0.10f6p+0,*
0x10f7,0x0.10f7p+0,*
0x10f8,0x0.10f8p+0,*
0x10f9,0x0.10f9p+0,*
0x10fa,0x0.10fap+0,*
0x10fb,0x0.10fbp+0,*
0x10fc,0x0.10fcp+0,*
0x10fd,0x0.10fdp+0,*
0x10fe,0x0.10fep+0,*
0x10ff,0x0.10ffp+0,*
0x1100,0x0.11p+0,*
0x1101,0x0.1101p+0,*
0x1102,0x0.1102p+0,*
0x1103,0x0.1103p+0,*
0x1104,0x0.1104p+0,*
0x1105,0x0.1105p+0,*
0x1106,0x0.1106p+0,*
0x1107,0x0.1107p+0,*
0x1108,0x0.1108p+0,*
0x1109,0x0.1109p+0,*
0x110a,0x0.110ap+0,*
0x110b,0x0.110bp+0,*
0x110c,0x0.110cp+0,*
0x110d,0x0.110dp+0,*
0x110e,0x0.110ep+0,*
0x110f,0x0.110fp+0,*
0x1110,0x0.111p+0,*
0x1111,0x0.1111p+0,*
0x1112,0x0.1112p+0,*
0x1113,0x0.1113p+0,*
0x1114,0x0.1114p+0,*
0x1115,0x0.1115p+0,*
0x1116,0x0.1116p+0,*
0x1117,0x0.1117p+0,*
0x1118,0x0.1118p+0,*
0x1119,0x0.1119p+0,*
0x111a,0x0.111ap+0,*
0x111b,0x0.111bp+0,*
0x111c,0x0.111cp+0,*
0x111d,0x0.111dp+0,*
0x111e,0x0.111ep+0,*
0x111f,0x0.111fp+0,*
0x1120,0x0.112p+0,*
0x1121,0x0.1121p+0,*
0x1122,0x0.1122p+0,*
0x1123,0x0.1123p+0,*
0x1124,0x0.1124p+0,*
0x1125,0x0.1125p+0,*
0x1126,0x0.1126p+0,*
0x1127,0x0.1127p+0,*
0x1128,0x0.1128p+0,*
0x1129,0x0.1129p+0,*
0x112a,0x0.112ap+0,*
0x112b,0x0.112bp+0,*
0x112c,0x0.112cp+0,*
0x112d,0x0.112dp+0,*
0x112e,0x0.112ep+0,*
0x112f,0x0.112fp+0,*
0x1130,0x0.113p+0,*
0x1131,0x0.1131p+0,*
0x1132,0x0.1132p+0,*
0x1133,0x0.1133p+0,*
0x1134,0x0.1134p+0,*
0x1135,0x0.1135p+0,*
0x1136,0x0.1136p+0,*
0x1137,0x0.1137p+0,*
0x1138,0x0.1138p+0,*
0x1139,0x0.1139p+0,*
0x113a,0x0.113ap+0,*
0x113b,0x0.113bp+0,*
0x113c,0x0.113cp+0,*
0x113d,0x0.113dp+0,*
0x113e,0x0.113ep+0,*
0x113f,0x0.113fp+0,*
0x1140,0x0.114p+0,*
0x1141,0x0.1141p+0,*
0x1142,0x0.1142p+0,*
0x1143,0x0.1143p+0,*
0x1144,0x0.1144p+0,*
0x1145,0x0.1145p+0,*
0x1146,0x0.1146p+0,*
0x1147,0x0.1147p+0,*
0x1148,0x0.1148p+0,*
0x1149,0x0.1149p+0,*
0x114a,0x0.114ap+0,*
0x114b,0x0.114bp+0,*
0x114c,0x0.114cp+0,*
0x114d,0x0.114dp+0,*
0x114e,0x0.114ep+0,*
0x114f,0x0.114fp+0,*
0x1150,0x0.115p+0,*
0x1151,0x0.1151p+0,*
0x1152,0x0.1152p+0,*
0x1153,0x0.1153p+0,*
0x1154,0x0.1154p+0,*
0x1155,0x0.1155p+0,*
0x1156,0x0.1156p+0,*
0x1157,0x0.1157p+0,*
0x1158,0x0.1158p+0,*
0x1159,0x0.1159p+0,*
0x115a,0x0.115ap+0,*
0x115b,0x0.115bp+0,*
0x115c,0x0.115cp+0,*
0x115d,0x0.115dp+0,*
0x115e,0x0.115ep+0,*
0x115f,0x0.115fp+0,*
0x1160,0x0.116p+0,*
0x1161,0x0.1161p+0,*
0x1162,0x0.1162p+0,*
0x1163,0x0.1163p+0,*
0x1164,0x0.1164p+0,*
0x1165,0x0.1165p+0,*
0x1166,0x0.1166p+0,*
0x1167,0x0.1167p+0,*
0x1168,0x0.1168p+0,*
0x1169,0x0.1169p+0,*
0x116a,0x0.116ap+0,*
0x116b,0x0.116bp+0,*
0x116c,0x0.116cp+0,*
0x116d,0x0.116dp+0,*
0x116e,0x0.116ep+0,*
0x116f,0x0.116fp+0,*
0x1170,0x0.117p+0,*
0x1171,0x0.1171p+0,*
0x1172,0x0.1172p+0,*
0x1173,0x0.1173p+0,*
0x1174,0x0.1174p+0,*
0x1175,0x0.1175p+0,*
0x1176,0x0.1176p+0,*
0x1177,0x0.1177p+0,*
0x1178,0x0.1178p+0,*
0x1179,0x0.1179p+0,*
0x117a,0x0.117ap+0,*
0x117b,0x0.117bp+0,*
0x117c,0x0.117cp+0,*
0x117d,0x0.117dp+0,*
0x117e,0x0.117ep+0,*
0x117f,0x0.117fp+0,*
0x1180,0x0.118p+0,*
0x1181,0x0.1181p+0,*
0x1182,0x0.1182p+0,*
0x1183,0x0.1183p+0,*
0x1184,0x0.1184p+0,*
0x1185,0x0.1185p+0,*
0x1186,0x0.1186p+0,*
0x1187,0x0.1187p+0,*
0x1188,0x0.1188p+0,*
0x1189,0x0.1189p+0,*
0x118a,0x0.118ap+0,*
0x118b,0x0.118bp+0,*
0x118c,0x0.118cp+0,*
0x118d,0x0.118dp+0,*
0x118e,0x0.118ep+0,*
0x118f,0x0.118fp+0,*
0x1190,0x0.119p+0,*
0x1191,0x0.1191p+0,*
0x1192,0x0.1192p+0,*
0x1193,0x0.1193p+0,*
0x1194,0x0.1194p+0,*
0x1195,0x0.1195p+0,*
0x1196,0x0.1196p+0,*
0x1197,0x0.1197p+0,*
0x1198,0x0.1198p+0,*
0x1199,0x0.1199p+0,*
0x119a,0x0.119ap+0,*
0x119b,0x0.119bp+0,*
0x119c,0x0.119cp+0,*
0x119d,0x0.119dp+0,*
0x119e,0x0.119ep+0,*
0x119f,0x0.119fp+0,*
0x11a0,0x0.11ap+0,*
0x11a1,0x0.11a1p+0,*
0x11a2,0x0.11a2p+0,*
0x11a3,0x0.11a3p+0,*
0x11a4,0x0.11a4p+0,*
0x11a5,0x0.11a5p+0,*
0x11a6,0x0.11a6p+0,*
0x11a7,0x0.11a7p+0,*
0x11a8,0x0.11a8p+0,*
0x11a9,0x0.11a9p+0,*
0x11aa,0x0.11aap+0,*
0x11ab,0x0.11abp+0,*
0x11ac,0x0.11acp+0,*
0x11ad,0x0.11adp+0,*
0x11ae,0x0.11aep+0,*
0x11af,0x0.11afp+0,*
0x11b0,0x0.11bp+0,*
0x11b1,0x0.11b1p+0,*
0x11b2,0x0.11b2p+0,*
0x11b3,0x0.11b3p+0,*
0x11b4,0x0.11b4p+0,*
0x11b5,0x0.11b5p+0,*
0x11b6,0x0.11b6p+0,*
0x11b7,0x0.11b7p+0,*
0x11b8,0x0.11b8p+0,*
0x11b9,0x0.11b9p+0,*
0x11ba,0x0.11bap+0,*
0x11bb,0x0.11bbp+0,*
0x11bc,0x0.11bcp+0,*
0x11bd,0x0.11bdp+0,*
0x11be,0x0.11bep+0,*
0x11bf,0x0.11bfp+0,*
0x11c0,0x0.11cp+0,*
0x11c1,0x0.11c1p+0,*
0x11c2,0x0.11c2p+0,*
0x11c3,0x0.11c3p+0,*
0x11c4,0x0.11c4p+0,*
0x11c5,0x0.11c5p+0,*
0x11c6,0x0.11c6p+0,*
0x11c7,0x0.11c7p+0,*
0x11c8,0x0.11c8p+0,*
