codepoint,values,subnormal
0xd4a2,0x0.d4a2p+0,*
0xd4a3,0x0.d4a3p+0,*
0xd4a4,0x0.d4a4p+0,*
0xd4a5,0x0.d4a5p+0,*
0xd4a6,0x0.d4a6p+0,*
0xd4a7,0x0.d4a7p+0,*
0xd4a8,0x0.d4a8p+0,*
0xd4a9,0x0.d4a9p+0,*
0xd4aa,0x0.d4aap+0,*
0xd4ab,0x0.d4abp+0,*
0xd4ac,0x0.d4acp+0,*
0xd4ad,0x0.d4adp+0,*
0xd4ae,0x0.d4aep+0,*
0xd4af,0x0.d4afp+0,*
0xd4b0,0x0.d4bp+0,*
0xd4b1,0x0.d4b1p+0,*
0xd4b2,0x0.d4b2p+0,*
0xd4b3,0x0.d4b3p+0,*
0xd4b4,0x0.d4b4p+0,*
0xd4b5,0x0.d4b5p+0,*
0xd4b6,0x0.d4b6p+0,*
0xd4b7,0x0.d4b7p+0,*
0xd4b8,0x0.d4b8p+0,*
0xd4b9,0x0.d4b9p+0,*
0xd4ba,0x0.d4bap+0,*
0xd4bb,0x0.d4bbp+0,*
0xd4bc,0x0.d4bcp+0,*
0xd4bd,0x0.d4bdp+0,*
0xd4be,0x0.d4bep+0,*
0xd4bf,0x0.d4bfp+0,*
0xd4c0,0x0.d4cp+0,*
0xd4c1,0x0.d4c1p+0,*
0xd4c2,0x0.d4c2p+0,*
0xd4c3,0x0.d4c3p+0,*
0xd4c4,0x0.d4c4p+0,*
0xd4c5,0x0.d4c5p+0,*
0xd4c6,0x0.d4c6p+0,*
0xd4c7,0x0.d4c7p+0,*
0xd4c8,0x0.d4c8p+0,*
0xd4c9,0x0.d4c9p+0,*
0xd4ca,0x0.d4cap+0,*
0xd4cb,0x0.d4cbp+0,*
0xd4cc,0x0.d4ccp+0,*
0xd4cd,0x0.d4cdp+0,*
0xd4ce,0x0.d4cep+0,*
0xd4cf,0x0.d4cfp+0,*
0xd4d0,0x0.d4dp+0,*
0xd4d1,0x0.d4d1p+0,*
0xd4d2,0x0.d4d2p+0,*
0xd4d3,0x0.d4d3p+0,*
0xd4d4,0x0.d4d4p+0,*
0xd4d5,0x0.d4d5p+0,*
0xd4d6,0x0.d4d6p+0,*
0xd4d7,0x0.d4d7p+0,*
0xd4d8,0x0.d4d8p+0,*
0xd4d9,0x0.d4d9p+0,*
0xd4da,0x0.d4dap+0,*
0xd4db,0x0.d4dbp+0,*
0xd4dc,0x0.d4dcp+0,*
0xd4dd,0x0.d4ddp+0,*
0xd4de,0x0.d4dep+0,*
0xd4df,0x0.d4dfp+0,*
0xd4e0,0x0.d4ep+0,*
0xd4e1,0x0.d4e1p+0,*
0xd4e2,0x0.d4e2p+0,*
0xd4e3,0x0.d4e3p+0,*
0xd4e4,0x0.d4e4p+0,*
0xd4e5,0x0.d4e5p+0,*
0xd4e6,0x0.d4e6p+0,*
0xd4e7,0x0.d4e7p+0,*
0xd4e8,0x0.d4e8p+0,*
0xd4e9,0x0.d4e9p+0,*
0xd4ea,0x0.d4eap+0,*
0xd4eb,0x0.d4ebp+0,*
0xd4ec,0x0.d4ecp+0,*
0xd4ed,0x0.d4edp+0,*
0xd4ee,0x0.d4eep+0,*
0xd4ef,0x0.d4efp+0,*
0xd4f0,0x0.d4fp+0,*
0xd4f1,0x0.d4f1p+0,*
0xd4f2,0x0.d4f2p+0,*
0xd4f3,0x0.d4f3p+0,*
0xd4f4,0x0.d4f4p+0,*
0xd4f5,0x0.d4f5p+0,*
0xd4f6,0x0.d4f6p+0,*
0xd4f7,0x0.d4f7p+0,*
0xd4f8,0x0.d4f8p+0,*
0xd4f9,0x0.d4f9p+0,*
0xd4fa,0x0.d4fap+0,*
0xd4fb,0x0.d4fbp+0,*
0xd4fc,0x0.d4fcp+0,*
0xd4fd,0x0.d4fdp+0,*
0xd4fe,0x0.d4fep+0,*
0xd4ff,0x0.d4ffp+0,*
0xd500,0x0.d5p+0,*
0xd501,0x0.d501p+0,*
0xd502,0x0.d502p+0,*
0xd503,0x0.d503p+0,*
0xd504,0x0.d504p+0,*
0xd505,0x0.d505p+0,*
0xd506,0x0.d506p+0,*
0xd507,0x0.d507p+0,*
0xd508,0x0.d508p+0,*
0xd509,0x0.d509p+0,*
0xd50a,0x0.d50ap+0,*
0xd50b,0x0.d50bp+0,*
0xd50c,0x0.d50cp+0,*
0xd50d,0x0.d50dp+0,*
0xd50e,0x0.d50ep+0,*
0xd50f,0x0.d50fp+0,*
0xd510,0x0.d51p+0,*
0xd511,0x0.d511p+0,*
0xd512,0x0.d512p+0,*
0xd513,0x0.d513p+0,*
0xd514,0x0.d514p+0,*
0xd515,0x0.d515p+0,*
0xd516,0x0.d516p+0,*
0xd517,0x0.d517p+0,*
0xd518,0x0.d518p+0,*
0xd519,0x0.d519p+0,*
0xd51a,0x0.d51ap+0,*
0xd51b,0x0.d51bp+0,*
0xd51c,0x0.d51cp+0,*
0xd51d,0x0.d51dp+0,*
0xd51e,0x0.d51ep+0,*
0xd51f,0x0.d51fp+0,*
0xd520,0x0.d52p+0,*
0xd521,0x0.d521p+0,*
0xd522,0x0.d522p+0,*
0xd523,0x0.d523p+0,*
0xd524,0x0.d524p+0,*
0xd525,0x0.d525p+0,*
0xd526,0x0.d526p+0,*
0xd527,0x0.d527p+0,*
0xd528,0x0.d528p+0,*
0xd529,0x0.d529p+0,*
0xd52a,0x0.d52ap+0,*
0xd52b,0x0.d52bp+0,*
0xd52c,0x0.d52cp+0,*
0xd52d,0x0.d52dp+0,*
0xd52e,0x0.d52ep+0,*
0xd52f,0x0.d52fp+0,*
0xd530,0x0.d53p+0,*
0xd531,0x0.d531p+0,*
0xd532,0x0.d532p+0,*
0xd533,0x0.d533p+0,*
0xd534,0x0.d534p+0,*
0xd535,0x0.d535p+0,*
0xd536,0x0.d536p+0,*
0xd537,0x0.d537p+0,*
0xd538,0x0.d538p+0,*
0xd539,0x0.d539p+0,*
0xd53a,0x0.d53ap+0,*
0xd53b,0x0.d53bp+0,*
0xd53c,0x0.d53cp+0,*
0xd53d,0x0.d53dp+0,*
0xd53e,0x0.d53ep+0,*
0xd53f,0x0.d53fp+0,*
0xd540,0x0.d54p+0,*
0xd541,0x0.d541p+0,*
0xd542,0x0.d542p+0,*
0xd543,0x0.d543p+0,*
0xd544,0x0.d544p+0,*
0xd545,0x0.d545p+0,*
0xd546,0x0.d546p+0,*
0xd547,0x0.d547p+0,*
0xd548,0x0.d548p+0,*
0xd549,0x0.d549p+0,*
0xd54a,0x0.d54ap+0,*
0xd54b,0x0.d54bp+0,*
0xd54c,0x0.d54cp+0,*
0xd54d,0x0.d54dp+0,*
0xd54e,0x0.d54ep+0,*
0xd54f,0x0.d54fp+0,*
0xd550,0x0.d55p+0,*
0xd551,0x0.d551p+0,*
0xd552,0x0.d552p+0,*
0xd553,0x0.d553p+0,*
0xd554,0x0.d554p+0,*
0xd555,0x0.d555p+0,*
0xd556,0x0.d556p+0,*
0xd557,0x0.d557p+0,*
0xd558,0x0.d558p+0,*
0xd559,0x0.d559p+0,*
0xd55a,0x0.d55ap+0,*
0xd55b,0x0.d55bp+0,*
0xd55c,0x0.d55cp+0,*
0xd55d,0x0.d55dp+0,*
0xd55e,0x0.d55ep+0,*
0xd55f,0x0.d55fp+0,*
0xd560,0x0.d56p+0,*
0xd561,0x0.d561p+0,*
0xd562,0x0.d562p+0,*
0xd563,0x0.d563p+0,*
0xd564,0x0.d564p+0,*
0xd565,0x0.d565p+0,*
0xd566,0x0.d566p+0,*
0xd567,0x0.d567p+0,*
0xd568,0x0.d568p+0,*
0xd569,0x0.d569p+0,*
0xd56a,0x0.d56ap+0,*
0xd56b,0x0.d56bp+0,*
0xd56c,0x0.d56cp+0,*
0xd56d,0x0.d56dp+0,*
0xd56e,0x0.d56ep+0,*
0xd56f,0x0.d56fp+0,*
0xd570,0x0.d57p+0,*
0xd571,0x0.d571p+0,*
0xd572,0x0.d572p+0,*
0xd573,0x0.d573p+0,*
0xd574,0x0.d574p+0,*
0xd575,0x0.d575p+0,*
0xd576,0x0.d576p+0,*
0xd577,0x0.d577p+0,*
0xd578,0x0.d578p+0,*
0xd579,0x0.d579p+0,*
0xd57a,0x0.d57ap+0,*
0xd57b,0x0.d57bp+0,*
0xd57c,0x0.d57cp+0,*
0xd57d,0x0.d57dp+0,*
0xd57e,0x0.d57ep+0,*
0xd57f,0x0.d57fp+0,*
0xd580,0x0.d58p+0,*
0xd581,0x0.d581p+0,*
0xd582,0x0.d582p+0,*
0xd583,0x0.d583p+0,*
0xd584,0x0.d584p+0,*
0xd585,0x0.d585p+0,*
0xd586,0x0.d586p+0,*
0xd587,0x0.d587p+0,*
0xd588,0x0.d588p+0,*
0xd589,0x0.d589p+0,*
0xd58a,0x0.d58ap+0,*
0xd58b,0x0.d58bp+0,*
0xd58c,0x0.d58cp+0,*
0xd58d,0x0.d58dp+0,*
0xd58e,0x0.d58ep+0,*
0xd58f,0x0.d58fp+0,*
0xd590,0x0.d59p+0,*
0xd591,0x0.d591p+0,*
0xd592,0x0.d592p+0,*
0xd593,0x0.d593p+0,*
0xd594,0x0.d594p+0,*
0xd595,0x0.d595p+0,*
0xd596,0x0.d596p+0,*
0xd597,0x0.d597p+0,*
0xd598,0x0.d598p+0,*
0xd599,0x0.d599p+0,*
0xd59a,0x0.d59ap+0,*
0xd59b,0x0.d59bp+0,*
0xd59c,0x0.d59cp+0,*
0xd59d,0x0.d59dp+0,*
0xd59e,0x0.d59ep+0,*
0xd59f,0x0.d59fp+0,*
0xd5a0,0x0.d5ap+0,*
0xd5a1,0x0.d5a1p+0,*
0xd5a2,0x0.d5a2p+0,*
0xd5a3,0x0.d5a3p+0,*
0xd5a4,0x0.d5a4p+0,*
0xd5a5,0x0.d5a5p+0,*
0xd5a6,0x0.d5a6p+0,*
0xd5a7,0x0.d5a7p+0,*
0xd5a8,0x0.d5a8p+0,*
0xd5a9,0x0.d5a9p+0,*
0xd5aa,0x0.d5aap+0,*
0xd5ab,0x0.d5abp+0,*
0xd5ac,0x0.d5acp+0,*
0xd5ad,0x0.d5adp+0,*
0xd5ae,0x0.d5aep+0,*
0xd5af,0x0.d5afp+0,*
0xd5b0,0x0.d5bp+0,*
0xd5b1,0x0.d5b1p+0,*
0xd5b2,0x0.d5b2p+0,*
0xd5b3,0x0.d5b3p+0,*
0xd5b4,0x0.d5b4p+0,*
0xd5b5,0x0.d5b5p+0,*
0xd5b6,0x0.d5b6p+0,*
0xd5b7,0x0.d5b7p+0,*
0xd5b8,0x0.d5b8p+0,*
0xd5b9,0x0.d5b9p+0,*
0xd5ba,0x0.d5bap+0,*
0xd5bb,0x0.d5bbp+0,*
0xd5bc,0x0.d5bcp+0,*
0xd5bd,0x0.d5bdp+0,*
0xd5be,0x0.d5bep+0,*
0xd5bf,0x0.d5bfp+0,*
0xd5c0,0x0.d5cp+0,*
0xd5c1,0x0.d5c1p+0,*
0xd5c2,0x0.d5c2p+0,*
0xd5c3,0x0.d5c3p+0,*
0xd5c4,0x0.d5c4p+0,*
0xd5c5,0x0.d5c5p+0,*
0xd5c6,0x0.d5c6p+0,*
0xd5c7,0x0.d5c7p+0,*
0xd5c8,0x0.d5c8p+0,*
0xd5c9,0x0.d5c9p+0,*
0xd5ca,0x0.d5cap+0,*
0xd5cb,0x0.d5cbp+0,*
0xd5cc,0x0.d5ccp+0,*
0xd5cd,0x0.d5cdp+0,*
0xd5ce,0x0.d5cep+0,*
0xd5cf,0x0.d5cfp+0,*
0xd5d0,0x0.d5dp+0,*
0xd5d1,0x0.d5d1p+0,*
0xd5d2,0x0.d5d2p+0,*
0xd5d3,0x0.d5d3p+0,*
0xd5d4,0x0.d5d4p+0,*
0xd5d5,0x0.d5d5p+0,*
0xd5d6,0x0.d5d6p+0,*
0xd5d7,0x0.d5d7p+0,*
0xd5d8,0x0.d5d8p+0,*
0xd5d9,0x0.d5d9p+0,*
0xd5da,0x0.d5dap+0,*
0xd5db,0x0.d5dbp+0,*
0xd5dc,0x0.d5dcp+0,*
0xd5dd,0x0.d5ddp+0,*
0xd5de,0x0.d5dep+0,*
0xd5df,0x0.d5dfp+0,*
0xd5e0,0x0.d5ep+0,*
0xd5e1,0x0.d5e1p+0,*
0xd5e2,0x0.d5e2p+0,*
0xd5e3,0x0.d5e3p+0,*
0xd5e4,0x0.d5e4p+0,*
0xd5e5,0x0.d5e5p+0,*
0xd5e6,0x0.d5e6p+0,*
0xd5e7,0x0.d5e7p+0,*
0xd5e8,0x0.d5e8p+0,*
0xd5e9,0x0.d5e9p+0,*
0xd5ea,0x0.d5eap+0,*
0xd5eb,0x0.d5ebp+0,*
0xd5ec,0x0.d5ecp+0,*
0xd5ed,0x0.d5edp+0,*
0xd5ee,0x0.d5eep+0,*
0xd5ef,0x0.d5efp+0,*
0xd5f0,0x0.d5fp+0,*
0xd5f1,0x0.d5f1p+0,*
0xd5f2,0x0.d5f2p+0,*
0xd5f3,0x0.d5f3p+0,*
0xd5f4,0x0.d5f4p+0,*
0xd5f5,0x0.d5f5p+0,*
0xd5f6,0x0.d5f6p+0,*
0xd5f7,0x0.d5f7p+0,*
0xd5f8,0x0.d5f8p+0,*
0xd5f9,0x0.d5f9p+0,*
0xd5fa,0x0.d5fap+0,*
0xd5fb,0x0.d5fbp+0,*
0xd5fc,0x0.d5fcp+0,*
0xd5fd,0x0.d5fdp+0,*
0xd5fe,0x0.d5fep+0,*
0xd5ff,0x0.d5ffp+0,*
0xd600,0x0.d6p+0,*
0xd601,0x0.d601p+0,*
0xd602,0x0.d602p+0,*
0xd603,0x0.d603p+0,*
0xd604,0x0.d604p+0,*
0xd605,0x0.d605p+0,*
0xd606,0x0.d606p+0,*
0xd607,0x0.d607p+0,*
0xd608,0x0.d608p+0,*
0xd609,0x0.d609p+0,*
0xd60a,0x0.d60ap+0,*
0xd60b,0x0.d60bp+0,*
0xd60c,0x0.d60cp+0,*
0xd60d,0x0.d60dp+0,*
0xd60e,0x0.d60ep+0,*
0xd60f,0x0.d60fp+0,*
0xd610,0x0.d61p+0,*
0xd611,0x0.d611p+0,*
0xd612,0x0.d612p+0,*
0xd613,0x0.d613p+0,*
0xd614,0x0.d614p+0,*
0xd615,0x0.d615p+0,*
0xd616,0x0.d616p+0,*
0xd617,0x0.d617p+0,*
0xd618,0x0.d618p+0,*
0xd619,0x0.d619p+0,*
0xd61a,0x0.d61ap+0,*
0xd61b,0x0.d61bp+0,*
0xd61c,0x0.d61cp+0,*
0xd61d,0x0.d61dp+0,*
0xd61e,0x0.d61ep+0,*
0xd61f,0x0.d61fp+0,*
0xd620,0x0.d62p+0,*
0xd621,0x0.d621p+0,*
0xd622,0x0.d622p+0,*
0xd623,0x0.d623p+0,*
0xd624,0x0.d624p+0,*
0xd625,0x0.d625p+0,*
0xd626,0x0.d626p+0,*
0xd627,0x0.d627p+0,*
0xd628,0x0.d628p+0,*
0xd629,0x0.d629p+0,*
0xd62a,0x0.d62ap+0,*
0xd62b,0x0.d62bp+0,*
0xd62c,0x0.d62cp+0,*
0xd62d,0x0.d62dp+0,*
0xd62e,0x0.d62ep+0,*
0xd62f,0x0.d62fp+0,*
0xd630,0x0.d63p+0,*
0xd631,0x0.d631p+0,*
0xd632,0x0.d632p+0,*
0xd633,0x0.d633p+0,*
0xd634,0x0.d634p+0,*
0xd635,0x0.d635p+0,*
0xd636,0x0.d636p+0,*
0xd637,0x0.d637p+0,*
0xd638,0x0.d638p+0,*
0xd639,0x0.d639p+0,*
0xd63a,0x0.d63ap+0,*
0xd63b,0x0.d63bp+0,*
0xd63c,0x0.d63cp+0,*
0xd63d,0x0.d63dp+0,*
0xd63e,0x0.d63ep+0,*
0xd63f,0x0.d63fp+0,*
0xd640,0x0.d64p+0,*
0xd641,0x0.d641p+0,*
0xd642,0x0.d642p+0,*
0xd643,0x0.d643p+0,*
0xd644,0x0.d644p+0,*
0xd645,0x0.d645p+0,*
0xd646,0x0.d646p+0,*
0xd647,0x0.d647p+0,*
0xd648,0x0.d648p+0,*
0xd649,0x0.d649p+0,*
0xd64a,0x0.d64ap+0,*
0xd64b,0x0.d64bp+0,*
0xd64c,0x0.d64cp+0,*
0xd64d,0x0.d64dp+0,*
0xd64e,0x0.d64ep+0,*
0xd64f,0x0.d64fp+0,*
0xd650,0x0.d65p+0,*
0xd651,0x0.d651p+0,*
0xd652,0x0.d652p+0,*
0xd653,0x0.d653p+0,*
0xd654,0x0.d654p+0,*
0xd655,0x0.d655p+0,*
0xd656,0x0.d656p+0,*
0xd657,0x0.d657p+0,*
0xd658,0x0.d658p+0,*
0xd659,0x0.d659p+0,*
0xd65a,0x0.d65ap+0,*
0xd65b,0x0.d65bp+0,*
0xd65c,0x0.d65cp+0,*
0xd65d,0x0.d65dp+0,*
0xd65e,0x0.d65ep+0,*
0xd65f,0x0.d65fp+0,*
0xd660,0x0.d66p+0,*
0xd661,0x0.d661p+0,*
0xd662,0x0.d662p+0,*
0xd663,0x0.d663p+0,*
0xd664,0x0.d664p+0,*
0xd665,0x0.d665p+0,*
0xd666,0x0.d666p+0,*
0xd667,0x0.d667p+0,*
0xd668,0x0.d668p+0,*
0xd669,0x0.d669p+0,*
0xd66a,0x0.d66ap+0,*
0xd66b,0x0.d66bp+0,*
0xd66c,0x0.d66cp+0,*
0xd66d,0x0.d66dp+0,*
0xd66e,0x0.d66ep+0,*
0xd66f,0x0.d66fp+0,*
0xd670,0x0.d67p+0,*
0xd671,0x0.d671p+0,*
0xd672,0x0.d672p+0,*
0xd673,0x0.d673p+0,*
0xd674,0x0.d674p+0,*
0xd675,0x0.d675p+0,*
0xd676,0x0.d676p+0,*
0xd677,0x0.d677p+0,*
0xd678,0x0.d678p+0,*
0xd679,0x0.d679p+0,*
0xd67a,0x0.d67ap+0,*
0xd67b,0x0.d67bp+0,*
0xd67c,0x0.d67cp+0,*
0xd67d,0x0.d67dp+0,*
0xd67e,0x0.d67ep+0,*
0xd67f,0x0.d67fp+0,*
0xd680,0x0.d68p+0,*
0xd681,0x0.d681p+0,*
0xd682,0x0.d682p+0,*
0xd683,0x0.d683p+0,*
0xd684,0x0.d684p+0,*
0xd685,0x0.d685p+0,*
0xd686,0x0.d686p+0,*
0xd687,0x0.d687p+0,*
0xd688,0x0.d688p+0,*
0xd689,0x0.d689p+0,*
0xd68a,0x0.d68ap+0,*
0xd68b,0x0.d68bp+0,*
0xd68c,0x0.d68cp+0,*
0xd68d,0x0.d68dp+0,*
0xd68e,0x0.d68ep+0,*
0xd68f,0x0.d68fp+0,*
0xd690,0x0.d69p+0,*
0xd691,0x0.d691p+0,*
0xd692,0x0.d692p+0,*
0xd693,0x0.d693p+0,*
0xd694,0x0.d694p+0,*
0xd695,0x0.d695p+0,*
0xd696,0x0.d696p+0,*
0xd697,0x0.d697p+0,*
0xd698,0x0.d698p+0,*
0xd699,0x0.d699p+0,*
0xd69a,0x0.d69ap+0,*
0xd69b,0x0.d69bp+0,*
0xd69c,0x0.d69cp+0,*
0xd69d,0x0.d69dp+0,*
0xd69e,0x0.d69ep+0,*
0xd69f,0x0.d69fp+0,*
0xd6a0,0x0.d6ap+0,*
0xd6a1,0x0.d6a1p+0,*
0xd6a2,0x0.d6a2p+0,*
0xd6a3,0x0.d6a3p+0,*
0xd6a4,0x0.d6a4p+0,*
0xd6a5,0x0.d6a5p+0,*
0xd6a6,0x0.d6a6p+0,*
0xd6a7,0x0.d6a7p+0,*
0xd6a8,0x0.d6a8p+0,*
0xd6a9,0x0.d6a9p+0,*
0xd6aa,0x0.d6aap+0,*
0xd6ab,0x0.d6abp+0,*
0xd6ac,0x0.d6acp+0,*
0xd6ad,0x0.d6adp+0,*
0xd6ae,0x0.d6aep+0,*
0xd6af,0x0.d6afp+0,*
0xd6b0,0x0.d6bp+0,*
0xd6b1,0x0.d6b1p+0,*
0xd6b2,0x0.d6b2p+0,*
0xd6b3,0x0.d6b3p+0,*
0xd6b4,0x0.d6b4p+0,*
0xd6b5,0x0.d6b5p+0,*
0xd6b6,0x0.d6b6p+0,*
0xd6b7,0x0.d6b7p+0,*
0xd6b8,0x0.d6b8p+0,*
0xd6b9,0x0.d6b9p+0,*
0xd6ba,0x0.d6bap+0,*
0xd6bb,0x0.d6bbp+0,*
0xd6bc,0x0.d6bcp+0,*
0xd6bd,0x0.d6bdp+0,*
0xd6be,0x0.d6bep+0,*
0xd6bf,0x0.d6bfp+0,*
0xd6c0,0x0.d6cp+0,*
0xd6c1,0x0.d6c1p+0,*
0xd6c2,0x0.d6c2p+0,*
0xd6c3,0x0.d6c3p+0,*
0xd6c4,0x0.d6c4p+0,*
0xd6c5,0x0.d6c5p+0,*
0xd6c6,0x0.d6c6p+0,*
0xd6c7,0x0.d6c7p+0,*
0xd6c8,0x0.d6c8p+0,*
0xd6c9,0x0.d6c9p+0,*
0xd6ca,0x0.d6cap+0,*
0xd6cb,0x0.d6cbp+0,*
0xd6cc,0x0.d6ccp+0,*
0xd6cd,0x0.d6cdp+0,*
0xd6ce,0x0.d6cep+0,*
0xd6cf,0x0.d6cfp+0,*
0xd6d0,0x0.d6dp+0,*
0xd6d1,0x0.d6d1p+0,*
0xd6d2,0x0.d6d2p+0,*
0xd6d3,0x0.d6d3p+0,*
0xd6d4,0x0.d6d4p+0,*
0xd6d5,0x0.d6d5p+0,*
0xd6d6,0x0.d6d6p+0,*
0xd6d7,0x0.d6d7p+0,*
0xd6d8,0x0.d6d8p+0,*
0xd6d9,0x0.d6d9p+0,*
0xd6da,0x0.d6dap+0,*
0xd6db,0x0.d6dbp+0,*
0xd6dc,0x0.d6dcp+0,*
0xd6dd,0x0.d6ddp+0,*
0xd6de,0x0.d6dep+0,*
0xd6df,0x0.d6dfp+0,*
0xd6e0,0x0.d6ep+0,*
0xd6e1,0x0.d6e1p+0,*
0xd6e2,0x0.d6e2p+0,*
0xd6e3,0x0.d6e3p+0,*
0xd6e4,0x0.d6e4p+0,*
0xd6e5,0x0.d6e5p+0,*
0xd6e6,0x0.d6e6p+0,*
0xd6e7,0x0.d6e7p+0,*
0xd6e8,0x0.d6e8p+0,*
0xd6e9,0x0.d6e9p+0,*
0xd6ea,0x0.d6eap+0,*
0xd6eb,0x0.d6ebp+0,*
0xd6ec,0x0.d6ecp+0,*
0xd6ed,0x0.d6edp+0,*
0xd6ee,0x0.d6eep+0,*
0xd6ef,0x0.d6efp+0,*
0xd6f0,0x0.d6fp+0,*
0xd6f1,0x0.d6f1p+0,*
0xd6f2,0x0.d6f2p+0,*
0xd6f3,0x0.d6f3p+0,*
0xd6f4,0x0.d6f4p+0,*
0xd6f5,0x0.d6f5p+0,*
0xd6f6,0x0.d6f6p+0,*
0xd6f7,0x0.d6f7p+0,*
0xd6f8,0x0.d6f8p+0,*
0xd6f9,0x0.d6f9p+0,*
0xd6fa,0x0.d6fap+0,*
0xd6fb,0x0.d6fbp+0,*
0xd6fc,0x0.d6fcp+0,*
0xd6fd,0x0.d6fdp+0,*
0xd6fe,0x0.d6fep+0,*
0xd6ff,0x0.d6ffp+0,*
0xd700,0x0.d7p+0,*
0xd701,0x0.d701p+0,*
0xd702,0x0.d702p+0,*
0xd703,0x0.d703p+0,*
0xd704,0x0.d704p+0,*
0xd705,0x0.d705p+0,*
0xd706,0x0.d706p+0,*
0xd707,0x0.d707p+0,*
0xd708,0x0.d708p+0,*
0xd709,0x0.d709p+0,*
0xd70a,0x0.d70ap+0,*
0xd70b,0x0.d70bp+0,*
0xd70c,0x0.d70cp+0,*
0xd70d,0x0.d70dp+0,*
0xd70e,0x0.d70ep+0,*
0xd70f,0x0.d70fp+0,*
0xd710,0x0.d71p+0,*
0xd711,0x0.d711p+0,*
0xd712,0x0.d712p+0,*
0xd713,0x0.d713p+0,*
0xd714,0x0.d714p+0,*
0xd715,0x0.d715p+0,*
0xd716,0x0.d716p+0,*
0xd717,0x0.d717p+0,*
0xd718,0x0.d718p+0,*
0xd719,0x0.d719p+0,*
0xd71a,0x0.d71ap+0,*
0xd71b,0x0.d71bp+0,*
0xd71c,0x0.d71cp+0,*
0xd71d,0x0.d71dp+0,*
0xd71e,0x0.d71ep+0,*
0xd71f,0x0.d71fp+0,*
0xd720,0x0.d72p+0,*
0xd721,0x0.d721p+0,*
0xd722,0x0.d722p+0,*
0xd723,0x0.d723p+0,*
0xd724,0x0.d724p+0,*
0xd725,0x0.d725p+0,*
0xd726,0x0.d726p+0,*
0xd727,0x0.d727p+0,*
0xd728,0x0.d728p+0,*
0xd729,0x0.d729p+0,*
0xd72a,0x0.d72ap+0,*
0xd72b,0x0.d72bp+0,*
0xd72c,0x0.d72cp+0,*
0xd72d,0x0.d72dp+0,*
0xd72e,0x0.d72ep+0,*
0xd72f,0x0.d72fp+0,*
0xd730,0x0.d73p+0,*
0xd731,0x0.d731p+0,*
0xd732,0x0.d732p+0,*
0xd733,0x0.d733p+0,*
0xd734,0x0.d734p+0,*
0xd735,0x0.d735p+0,*
0xd736,0x0.d736p+0,*
0xd737,0x0.d737p+0,*
0xd738,0x0.d738p+0,*
0xd739,0x0.d739p+0,*
0xd73a,0x0.d73ap+0,*
0xd73b,0x0.d73bp+0,*
0xd73c,0x0.d73cp+0,*
0xd73d,0x0.d73dp+0,*
0xd73e,0x0.d73ep+0,*
0xd73f,0x0.d73fp+0,*
0xd740,0x0.d74p+0,*
0xd741,0x0.d741p+0,*
0xd742,0x0.d742p+0,*
0xd743,0x0.d743p+0,*
0xd744,0x0.d744p+0,*
0xd745,0x0.d745p+0,*
0xd746,0x0.d746p+0,*
0xd747,0x0.d747p+0,*
0xd748,0x0.d748p+0,*
0xd749,0x0.d749p+0,*
0xd74a,0x0.d74ap+0,*
0xd74b,0x0.d74bp+0,*
0xd74c,0x0.d74cp+0,*
0xd74d,0x0.d74dp+0,*
0xd74e,0x0.d74ep+0,*
0xd74f,0x0.d74fp+0,*
0xd750,0x0.d75p+0,*
0xd751,0x0.d751p+0,*
0xd752,0x0.d752p+0,*
0xd753,0x0.d753p+0,*
0xd754,0x0.d754p+0,*
0xd755,0x0.d755p+0,*
0xd756,0x0.d756p+0,*
0xd757,0x0.d757p+0,*
0xd758,0x0.d758p+0,*
0xd759,0x0.d759p+0,*
0xd75a,0x0.d75ap+0,*
0xd75b,0x0.d75bp+0,*
0xd75c,0x0.d75cp+0,*
0xd75d,0x0.d75dp+0,*
0xd75e,0x0.d75ep+0,*
0xd75f,0x0.d75fp+0,*
0xd760,0x0.d76p+0,*
0xd761,0x0.d761p+0,*
0xd762,0x0.d762p+0,*
0xd763,0x0.d763p+0,*
0xd764,0x0.d764p+0,*
0xd765,0x0.d765p+0,*
0xd766,0x0.d766p+0,*
0xd767,0x0.d767p+0,*
0xd768,0x0.d768p+0,*
0xd769,0x0.d769p+0,*
0xd76a,0x0.d76ap+0,*
0xd76b,0x0.d76bp+0,*
0xd76c,0x0.d76cp+0,*
0xd76d,0x0.d76dp+0,*
0xd76e,0x0.d76ep+0,*
0xd76f,0x0.d76fp+0,*
0xd770,0x0.d77p+0,*
0xd771,0x0.d771p+0,*
0xd772,0x0.d772p+0,*
0xd773,0x0.d773p+0,*
0xd774,0x0.d774p+0,*
0xd775,0x0.d775p+0,*
0xd776,0x0.d776p+0,*
0xd777,0x0.d777p+0,*
0xd778,0x0.d778p+0,*
0xd779,0x0.d779p+0,*
0xd77a,0x0.d77ap+0,*
0xd77b,0x0.d77bp+0,*
0xd77c,0x0.d77cp+0,*
0xd77d,0x0.d77dp+0,*
0xd77e,0x0.d77ep+0,*
0xd77f,0x0.d77fp+0,*
0xd780,0x0.d78p+0,*
0xd781,0x0.d781p+0,*
0xd782,0x0.d782p+0,*
0xd783,0x0.d783p+0,*
0xd784,0x0.d784p+0,*
0xd785,0x0.d785p+0,*
0xd786,0x0.d786p+0,*
