codepoint,value,subnormal
0x0257,0x1.7p+5, 
0x0258,0x1.8p+5, 
0x0259,0x1.9p+5, 
0x025a,0x1.ap+5, 
0x025b,0x1.bp+5, 
0x025c,0x1.cp+5, 
0x025d,0x1.dp+5, 
0x025e,0x1.ep+5, 
0x025f,0x1.fp+5, 
0x0260,0x1p+6, 
0x0261,0x1.1p+6, 
0x0262,0x1.2p+6, 
0x0263,0x1.3p+6, 
0x0264,0x1.4p+6, 
0x0265,0x1.5p+6, 
0x0266,0x1.6p+6, 
0x0267,0x1.7p+6, 
0x0268,0x1.8p+6, 
0x0269,0x1.9p+6, 
0x026a,0x1.ap+6, 
0x026b,0x1.bp+6, 
0x026c,0x1.cp+6, 
0x026d,0x1.dp+6, 
0x026e,0x1.ep+6, 
0x026f,0x1.fp+6, 
0x0270,0x1p+7, 
0x0271,0x1.1p+7, 
0x0272,0x1.2p+7, 
0x0273,0x1.3p+7, 
0x0274,0x1.4p+7, 
0x0275,0x1.5p+7, 
0x0276,0x1.6p+7, 
0x0277,0x1.7p+7, 
0x0278,0x1.8p+7, 
0x0279,0x1.9p+7, 
0x027a,0x1.ap+7, 
0x027b,0x1.bp+7, 
0x027c,0x1.cp+7, 
0x027d,0x1.dp+7, 
0x027e,0x1.ep+7, 
0x027f,0x1.fp+7, 
0x0280,0x1p+8, 
0x0281,0x1.1p+8, 
0x0282,0x1.2p+8, 
0x0283,0x1.3p+8, 
0x0284,0x1.4p+8, 
0x0285,0x1.5p+8, 
0x0286,0x1.6p+8, 
0x0287,0x1.7p+8, 
0x0288,0x1.8p+8, 
0x0289,0x1.9p+8, 
0x028a,0x1.ap+8, 
0x028b,0x1.bp+8, 
0x028c,0x1.cp+8, 
0x028d,0x1.dp+8, 
0x028e,0x1.ep+8, 
0x028f,0x1.fp+8, 
0x0290,0x1p+9, 
0x0291,0x1.1p+9, 
0x0292,0x1.2p+9, 
0x0293,0x1.3p+9, 
0x0294,0x1.4p+9, 
0x0295,0x1.5p+9, 
0x0296,0x1.6p+9, 
0x0297,0x1.7p+9, 
0x0298,0x1.8p+9, 
0x0299,0x1.9p+9, 
0x029a,0x1.ap+9, 
0x029b,0x1.bp+9, 
0x029c,0x1.cp+9, 
0x029d,0x1.dp+9, 
0x029e,0x1.ep+9, 
0x029f,0x1.fp+9, 
0x02a0,0x1p+10, 
0x02a1,0x1.1p+10, 
0x02a2,0x1.2p+10, 
0x02a3,0x1.3p+10, 
0x02a4,0x1.4p+10, 
0x02a5,0x1.5p+10, 
0x02a6,0x1.6p+10, 
0x02a7,0x1.7p+10, 
0x02a8,0x1.8p+10, 
0x02a9,0x1.9p+10, 
0x02aa,0x1.ap+10, 
0x02ab,0x1.bp+10, 
0x02ac,0x1.cp+10, 
0x02ad,0x1.dp+10, 
0x02ae,0x1.ep+10, 
0x02af,0x1.fp+10, 
0x02b0,0x1p+11, 
0x02b1,0x1.1p+11, 
0x02b2,0x1.2p+11, 
0x02b3,0x1.3p+11, 
0x02b4,0x1.4p+11, 
0x02b5,0x1.5p+11, 
0x02b6,0x1.6p+11, 
0x02b7,0x1.7p+11, 
0x02b8,0x1.8p+11, 
0x02b9,0x1.9p+11, 
0x02ba,0x1.ap+11, 
0x02bb,0x1.bp+11, 
0x02bc,0x1.cp+11, 
0x02bd,0x1.dp+11, 
0x02be,0x1.ep+11, 
0x02bf,0x1.fp+11, 
0x02c0,0x1p+12, 
0x02c1,0x1.1p+12, 
0x02c2,0x1.2p+12, 
0x02c3,0x1.3p+12, 
0x02c4,0x1.4p+12, 
0x02c5,0x1.5p+12, 
0x02c6,0x1.6p+12, 
0x02c7,0x1.7p+12, 
0x02c8,0x1.8p+12, 
0x02c9,0x1.9p+12, 
0x02ca,0x1.ap+12, 
0x02cb,0x1.bp+12, 
0x02cc,0x1.cp+12, 
0x02cd,0x1.dp+12, 
0x02ce,0x1.ep+12, 
0x02cf,0x1.fp+12, 
0x02d0,0x1p+13, 
0x02d1,0x1.1p+13, 
0x02d2,0x1.2p+13, 
0x02d3,0x1.3p+13, 
0x02d4,0x1.4p+13, 
0x02d5,0x1.5p+13, 
0x02d6,0x1.6p+13, 
0x02d7,0x1.7p+13, 
0x02d8,0x1.8p+13, 
0x02d9,0x1.9p+13, 
0x02da,0x1.ap+13, 
0x02db,0x1.bp+13, 
0x02dc,0x1.cp+13, 
0x02dd,0x1.dp+13, 
0x02de,0x1.ep+13, 
0x02df,0x1.fp+13, 
0x02e0,0x1p+14, 
0x02e1,0x1.1p+14, 
0x02e2,0x1.2p+14, 
0x02e3,0x1.3p+14, 
0x02e4,0x1.4p+14, 
0x02e5,0x1.5p+14, 
0x02e6,0x1.6p+14, 
0x02e7,0x1.7p+14, 
0x02e8,0x1.8p+14, 
0x02e9,0x1.9p+14, 
0x02ea,0x1.ap+14, 
0x02eb,0x1.bp+14, 
0x02ec,0x1.cp+14, 
0x02ed,0x1.dp+14, 
0x02ee,0x1.ep+14, 
0x02ef,0x1.fp+14, 
0x02f0,0x1p+15, 
0x02f1,0x1.1p+15, 
0x02f2,0x1.2p+15, 
0x02f3,0x1.3p+15, 
0x02f4,0x1.4p+15, 
0x02f5,0x1.5p+15, 
0x02f6,0x1.6p+15, 
0x02f7,0x1.7p+15, 
0x02f8,0x1.8p+15, 
0x02f9,0x1.9p+15, 
0x02fa,0x1.ap+15, 
0x02fb,0x1.bp+15, 
0x02fc,0x1.cp+15, 
0x02fd,0x1.dp+15, 
0x02fe,0x1.ep+15, 
0x02ff,0x1.fp+15, 
0x0300,0x1p+16, 
0x0301,0x1.1p+16, 
0x0302,0x1.2p+16, 
0x0303,0x1.3p+16, 
0x0304,0x1.4p+16, 
0x0305,0x1.5p+16, 
0x0306,0x1.6p+16, 
0x0307,0x1.7p+16, 
0x0308,0x1.8p+16, 
0x0309,0x1.9p+16, 
0x030a,0x1.ap+16, 
0x030b,0x1.bp+16, 
0x030c,0x1.cp+16, 
0x030d,0x1.dp+16, 
0x030e,0x1.ep+16, 
0x030f,0x1.fp+16, 
0x0310,0x1p+17, 
0x0311,0x1.1p+17, 
0x0312,0x1.2p+17, 
0x0313,0x1.3p+17, 
0x0314,0x1.4p+17, 
0x0315,0x1.5p+17, 
0x0316,0x1.6p+17, 
0x0317,0x1.7p+17, 
0x0318,0x1.8p+17, 
0x0319,0x1.9p+17, 
0x031a,0x1.ap+17, 
0x031b,0x1.bp+17, 
0x031c,0x1.cp+17, 
0x031d,0x1.dp+17, 
0x031e,0x1.ep+17, 
0x031f,0x1.fp+17, 
0x0320,0x1p+18, 
0x0321,0x1.1p+18, 
0x0322,0x1.2p+18, 
0x0323,0x1.3p+18, 
0x0324,0x1.4p+18, 
0x0325,0x1.5p+18, 
0x0326,0x1.6p+18, 
0x0327,0x1.7p+18, 
0x0328,0x1.8p+18, 
0x0329,0x1.9p+18, 
0x032a,0x1.ap+18, 
0x032b,0x1.bp+18, 
0x032c,0x1.cp+18, 
0x032d,0x1.dp+18, 
0x032e,0x1.ep+18, 
0x032f,0x1.fp+18, 
0x0330,0x1p+19, 
0x0331,0x1.1p+19, 
0x0332,0x1.2p+19, 
0x0333,0x1.3p+19, 
0x0334,0x1.4p+19, 
0x0335,0x1.5p+19, 
0x0336,0x1.6p+19, 
0x0337,0x1.7p+19, 
0x0338,0x1.8p+19, 
0x0339,0x1.9p+19, 
0x033a,0x1.ap+19, 
0x033b,0x1.bp+19, 
0x033c,0x1.cp+19, 
0x033d,0x1.dp+19, 
0x033e,0x1.ep+19, 
0x033f,0x1.fp+19, 
0x0340,0x1p+20, 
0x0341,0x1.1p+20, 
0x0342,0x1.2p+20, 
0x0343,0x1.3p+20, 
0x0344,0x1.4p+20, 
0x0345,0x1.5p+20, 
0x0346,0x1.6p+20, 
0x0347,0x1.7p+20, 
0x0348,0x1.8p+20, 
0x0349,0x1.9p+20, 
0x034a,0x1.ap+20, 
0x034b,0x1.bp+20, 
0x034c,0x1.cp+20, 
0x034d,0x1.dp+20, 
0x034e,0x1.ep+20, 
0x034f,0x1.fp+20, 
0x0350,0x1p+21, 
0x0351,0x1.1p+21, 
0x0352,0x1.2p+21, 
0x0353,0x1.3p+21, 
0x0354,0x1.4p+21, 
0x0355,0x1.5p+21, 
0x0356,0x1.6p+21, 
0x0357,0x1.7p+21, 
0x0358,0x1.8p+21, 
0x0359,0x1.9p+21, 
0x035a,0x1.ap+21, 
0x035b,0x1.bp+21, 
0x035c,0x1.cp+21, 
0x035d,0x1.dp+21, 
0x035e,0x1.ep+21, 
