codepoint,sprintf_a,subnormal
0x0095,0x1.5p-2039, 
0x0096,0x1.6p-2039, 
0x0097,0x1.7p-2039, 
0x0098,0x1.8p-2039, 
0x0099,0x1.9p-2039, 
0x009a,0x1.ap-2039, 
0x009b,0x1.bp-2039, 
0x009c,0x1.cp-2039, 
0x009d,0x1.dp-2039, 
0x009e,0x1.ep-2039, 
0x009f,0x1.fp-2039, 
0x00a0,0x1p-2038, 
0x00a1,0x1.1p-2038, 
0x00a2,0x1.2p-2038, 
0x00a3,0x1.3p-2038, 
0x00a4,0x1.4p-2038, 
0x00a5,0x1.5p-2038, 
0x00a6,0x1.6p-2038, 
0x00a7,0x1.7p-2038, 
0x00a8,0x1.8p-2038, 
0x00a9,0x1.9p-2038, 
0x00aa,0x1.ap-2038, 
0x00ab,0x1.bp-2038, 
0x00ac,0x1.cp-2038, 
0x00ad,0x1.dp-2038, 
0x00ae,0x1.ep-2038, 
0x00af,0x1.fp-2038, 
0x00b0,0x1p-2037, 
0x00b1,0x1.1p-2037, 
0x00b2,0x1.2p-2037, 
0x00b3,0x1.3p-2037, 
0x00b4,0x1.4p-2037, 
0x00b5,0x1.5p-2037, 
0x00b6,0x1.6p-2037, 
0x00b7,0x1.7p-2037, 
0x00b8,0x1.8p-2037, 
0x00b9,0x1.9p-2037, 
0x00ba,0x1.ap-2037, 
0x00bb,0x1.bp-2037, 
0x00bc,0x1.cp-2037, 
0x00bd,0x1.dp-2037, 
0x00be,0x1.ep-2037, 
0x00bf,0x1.fp-2037, 
0x00c0,0x1p-2036, 
0x00c1,0x1.1p-2036, 
0x00c2,0x1.2p-2036, 
0x00c3,0x1.3p-2036, 
0x00c4,0x1.4p-2036, 
0x00c5,0x1.5p-2036, 
0x00c6,0x1.6p-2036, 
0x00c7,0x1.7p-2036, 
0x00c8,0x1.8p-2036, 
0x00c9,0x1.9p-2036, 
0x00ca,0x1.ap-2036, 
0x00cb,0x1.bp-2036, 
0x00cc,0x1.cp-2036, 
0x00cd,0x1.dp-2036, 
0x00ce,0x1.ep-2036, 
0x00cf,0x1.fp-2036, 
0x00d0,0x1p-2035, 
0x00d1,0x1.1p-2035, 
0x00d2,0x1.2p-2035, 
0x00d3,0x1.3p-2035, 
0x00d4,0x1.4p-2035, 
0x00d5,0x1.5p-2035, 
0x00d6,0x1.6p-2035, 
0x00d7,0x1.7p-2035, 
0x00d8,0x1.8p-2035, 
0x00d9,0x1.9p-2035, 
0x00da,0x1.ap-2035, 
0x00db,0x1.bp-2035, 
0x00dc,0x1.cp-2035, 
0x00dd,0x1.dp-2035, 
0x00de,0x1.ep-2035, 
0x00df,0x1.fp-2035, 
0x00e0,0x1p-2034, 
0x00e1,0x1.1p-2034, 
0x00e2,0x1.2p-2034, 
0x00e3,0x1.3p-2034, 
0x00e4,0x1.4p-2034, 
0x00e5,0x1.5p-2034, 
0x00e6,0x1.6p-2034, 
0x00e7,0x1.7p-2034, 
0x00e8,0x1.8p-2034, 
0x00e9,0x1.9p-2034, 
0x00ea,0x1.ap-2034, 
0x00eb,0x1.bp-2034, 
0x00ec,0x1.cp-2034, 
0x00ed,0x1.dp-2034, 
0x00ee,0x1.ep-2034, 
0x00ef,0x1.fp-2034, 
0x00f0,0x1p-2033, 
0x00f1,0x1.1p-2033, 
0x00f2,0x1.2p-2033, 
0x00f3,0x1.3p-2033, 
0x00f4,0x1.4p-2033, 
0x00f5,0x1.5p-2033, 
0x00f6,0x1.6p-2033, 
0x00f7,0x1.7p-2033, 
0x00f8,0x1.8p-2033, 
0x00f9,0x1.9p-2033, 
0x00fa,0x1.ap-2033, 
0x00fb,0x1.bp-2033, 
0x00fc,0x1.cp-2033, 
0x00fd,0x1.dp-2033, 
0x00fe,0x1.ep-2033, 
0x00ff,0x1.fp-2033, 
0x0100,0x1p-2032, 
0x0101,0x1.1p-2032, 
0x0102,0x1.2p-2032, 
0x0103,0x1.3p-2032, 
0x0104,0x1.4p-2032, 
0x0105,0x1.5p-2032, 
0x0106,0x1.6p-2032, 
0x0107,0x1.7p-2032, 
0x0108,0x1.8p-2032, 
0x0109,0x1.9p-2032, 
0x010a,0x1.ap-2032, 
0x010b,0x1.bp-2032, 
0x010c,0x1.cp-2032, 
0x010d,0x1.dp-2032, 
0x010e,0x1.ep-2032, 
0x010f,0x1.fp-2032, 
0x0110,0x1p-2031, 
0x0111,0x1.1p-2031, 
0x0112,0x1.2p-2031, 
0x0113,0x1.3p-2031, 
0x0114,0x1.4p-2031, 
0x0115,0x1.5p-2031, 
0x0116,0x1.6p-2031, 
0x0117,0x1.7p-2031, 
0x0118,0x1.8p-2031, 
0x0119,0x1.9p-2031, 
0x011a,0x1.ap-2031, 
0x011b,0x1.bp-2031, 
0x011c,0x1.cp-2031, 
0x011d,0x1.dp-2031, 
0x011e,0x1.ep-2031, 
0x011f,0x1.fp-2031, 
0x0120,0x1p-2030, 
0x0121,0x1.1p-2030, 
0x0122,0x1.2p-2030, 
0x0123,0x1.3p-2030, 
0x0124,0x1.4p-2030, 
0x0125,0x1.5p-2030, 
0x0126,0x1.6p-2030, 
0x0127,0x1.7p-2030, 
0x0128,0x1.8p-2030, 
0x0129,0x1.9p-2030, 
0x012a,0x1.ap-2030, 
0x012b,0x1.bp-2030, 
0x012c,0x1.cp-2030, 
0x012d,0x1.dp-2030, 
0x012e,0x1.ep-2030, 
0x012f,0x1.fp-2030, 
0x0130,0x1p-2029, 
0x0131,0x1.1p-2029, 
0x0132,0x1.2p-2029, 
0x0133,0x1.3p-2029, 
0x0134,0x1.4p-2029, 
0x0135,0x1.5p-2029, 
0x0136,0x1.6p-2029, 
0x0137,0x1.7p-2029, 
0x0138,0x1.8p-2029, 
0x0139,0x1.9p-2029, 
0x013a,0x1.ap-2029, 
0x013b,0x1.bp-2029, 
0x013c,0x1.cp-2029, 
0x013d,0x1.dp-2029, 
0x013e,0x1.ep-2029, 
0x013f,0x1.fp-2029, 
0x0140,0x1p-2028, 
0x0141,0x1.1p-2028, 
0x0142,0x1.2p-2028, 
0x0143,0x1.3p-2028, 
0x0144,0x1.4p-2028, 
0x0145,0x1.5p-2028, 
0x0146,0x1.6p-2028, 
0x0147,0x1.7p-2028, 
0x0148,0x1.8p-2028, 
0x0149,0x1.9p-2028, 
0x014a,0x1.ap-2028, 
0x014b,0x1.bp-2028, 
0x014c,0x1.cp-2028, 
0x014d,0x1.dp-2028, 
0x014e,0x1.ep-2028, 
0x014f,0x1.fp-2028, 
0x0150,0x1p-2027, 
0x0151,0x1.1p-2027, 
0x0152,0x1.2p-2027, 
0x0153,0x1.3p-2027, 
0x0154,0x1.4p-2027, 
0x0155,0x1.5p-2027, 
0x0156,0x1.6p-2027, 
0x0157,0x1.7p-2027, 
0x0158,0x1.8p-2027, 
0x0159,0x1.9p-2027, 
0x015a,0x1.ap-2027, 
0x015b,0x1.bp-2027, 
0x015c,0x1.cp-2027, 
0x015d,0x1.dp-2027, 
0x015e,0x1.ep-2027, 
0x015f,0x1.fp-2027, 
0x0160,0x1p-2026, 
0x0161,0x1.1p-2026, 
0x0162,0x1.2p-2026, 
0x0163,0x1.3p-2026, 
0x0164,0x1.4p-2026, 
0x0165,0x1.5p-2026, 
0x0166,0x1.6p-2026, 
0x0167,0x1.7p-2026, 
0x0168,0x1.8p-2026, 
0x0169,0x1.9p-2026, 
0x016a,0x1.ap-2026, 
0x016b,0x1.bp-2026, 
0x016c,0x1.cp-2026, 
0x016d,0x1.dp-2026, 
0x016e,0x1.ep-2026, 
0x016f,0x1.fp-2026, 
0x0170,0x1p-2025, 
0x0171,0x1.1p-2025, 
0x0172,0x1.2p-2025, 
0x0173,0x1.3p-2025, 
0x0174,0x1.4p-2025, 
0x0175,0x1.5p-2025, 
0x0176,0x1.6p-2025, 
0x0177,0x1.7p-2025, 
0x0178,0x1.8p-2025, 
0x0179,0x1.9p-2025, 
0x017a,0x1.ap-2025, 
0x017b,0x1.bp-2025, 
0x017c,0x1.cp-2025, 
0x017d,0x1.dp-2025, 
0x017e,0x1.ep-2025, 
0x017f,0x1.fp-2025, 
0x0180,0x1p-2024, 
0x0181,0x1.1p-2024, 
0x0182,0x1.2p-2024, 
0x0183,0x1.3p-2024, 
0x0184,0x1.4p-2024, 
0x0185,0x1.5p-2024, 
0x0186,0x1.6p-2024, 
0x0187,0x1.7p-2024, 
0x0188,0x1.8p-2024, 
0x0189,0x1.9p-2024, 
0x018a,0x1.ap-2024, 
0x018b,0x1.bp-2024, 
0x018c,0x1.cp-2024, 
0x018d,0x1.dp-2024, 
0x018e,0x1.ep-2024, 
0x018f,0x1.fp-2024, 
0x0190,0x1p-2023, 
0x0191,0x1.1p-2023, 
0x0192,0x1.2p-2023, 
0x0193,0x1.3p-2023, 
0x0194,0x1.4p-2023, 
0x0195,0x1.5p-2023, 
0x0196,0x1.6p-2023, 
0x0197,0x1.7p-2023, 
0x0198,0x1.8p-2023, 
0x0199,0x1.9p-2023, 
0x019a,0x1.ap-2023, 
0x019b,0x1.bp-2023, 
0x019c,0x1.cp-2023, 
0x019d,0x1.dp-2023, 
0x019e,0x1.ep-2023, 
0x019f,0x1.fp-2023, 
0x01a0,0x1p-2022, 
0x01a1,0x1.1p-2022, 
0x01a2,0x1.2p-2022, 
0x01a3,0x1.3p-2022, 
0x01a4,0x1.4p-2022, 
0x01a5,0x1.5p-2022, 
0x01a6,0x1.6p-2022, 
0x01a7,0x1.7p-2022, 
0x01a8,0x1.8p-2022, 
0x01a9,0x1.9p-2022, 
0x01aa,0x1.ap-2022, 
0x01ab,0x1.bp-2022, 
0x01ac,0x1.cp-2022, 
0x01ad,0x1.dp-2022, 
0x01ae,0x1.ep-2022, 
0x01af,0x1.fp-2022, 
0x01b0,0x1p-2021, 
0x01b1,0x1.1p-2021, 
0x01b2,0x1.2p-2021, 
0x01b3,0x1.3p-2021, 
0x01b4,0x1.4p-2021, 
0x01b5,0x1.5p-2021, 
0x01b6,0x1.6p-2021, 
0x01b7,0x1.7p-2021, 
0x01b8,0x1.8p-2021, 
0x01b9,0x1.9p-2021, 
0x01ba,0x1.ap-2021, 
0x01bb,0x1.bp-2021, 
0x01bc,0x1.cp-2021, 
0x01bd,0x1.dp-2021, 
0x01be,0x1.ep-2021, 
0x01bf,0x1.fp-2021, 
0x01c0,0x1p-2020, 
0x01c1,0x1.1p-2020, 
0x01c2,0x1.2p-2020, 
0x01c3,0x1.3p-2020, 
0x01c4,0x1.4p-2020, 
0x01c5,0x1.5p-2020, 
0x01c6,0x1.6p-2020, 
0x01c7,0x1.7p-2020, 
0x01c8,0x1.8p-2020, 
0x01c9,0x1.9p-2020, 
0x01ca,0x1.ap-2020, 
0x01cb,0x1.bp-2020, 
0x01cc,0x1.cp-2020, 
0x01cd,0x1.dp-2020, 
0x01ce,0x1.ep-2020, 
0x01cf,0x1.fp-2020, 
0x01d0,0x1p-2019, 
0x01d1,0x1.1p-2019, 
0x01d2,0x1.2p-2019, 
0x01d3,0x1.3p-2019, 
0x01d4,0x1.4p-2019, 
0x01d5,0x1.5p-2019, 
0x01d6,0x1.6p-2019, 
0x01d7,0x1.7p-2019, 
0x01d8,0x1.8p-2019, 
0x01d9,0x1.9p-2019, 
0x01da,0x1.ap-2019, 
0x01db,0x1.bp-2019, 
0x01dc,0x1.cp-2019, 
0x01dd,0x1.dp-2019, 
0x01de,0x1.ep-2019, 
0x01df,0x1.fp-2019, 
0x01e0,0x1p-2018, 
0x01e1,0x1.1p-2018, 
0x01e2,0x1.2p-2018, 
0x01e3,0x1.3p-2018, 
0x01e4,0x1.4p-2018, 
0x01e5,0x1.5p-2018, 
0x01e6,0x1.6p-2018, 
0x01e7,0x1.7p-2018, 
0x01e8,0x1.8p-2018, 
0x01e9,0x1.9p-2018, 
0x01ea,0x1.ap-2018, 
0x01eb,0x1.bp-2018, 
0x01ec,0x1.cp-2018, 
0x01ed,0x1.dp-2018, 
0x01ee,0x1.ep-2018, 
0x01ef,0x1.fp-2018, 
0x01f0,0x1p-2017, 
0x01f1,0x1.1p-2017, 
0x01f2,0x1.2p-2017, 
0x01f3,0x1.3p-2017, 
0x01f4,0x1.4p-2017, 
0x01f5,0x1.5p-2017, 
0x01f6,0x1.6p-2017, 
0x01f7,0x1.7p-2017, 
0x01f8,0x1.8p-2017, 
0x01f9,0x1.9p-2017, 
0x01fa,0x1.ap-2017, 
0x01fb,0x1.bp-2017, 
0x01fc,0x1.cp-2017, 
0x01fd,0x1.dp-2017, 
0x01fe,0x1.ep-2017, 
0x01ff,0x1.fp-2017, 
0x0200,0x1p-2016, 
0x0201,0x1.1p-2016, 
0x0202,0x1.2p-2016, 
0x0203,0x1.3p-2016, 
0x0204,0x1.4p-2016, 
0x0205,0x1.5p-2016, 
0x0206,0x1.6p-2016, 
0x0207,0x1.7p-2016, 
0x0208,0x1.8p-2016, 
0x0209,0x1.9p-2016, 
0x020a,0x1.ap-2016, 
0x020b,0x1.bp-2016, 
0x020c,0x1.cp-2016, 
0x020d,0x1.dp-2016, 
0x020e,0x1.ep-2016, 
0x020f,0x1.fp-2016, 
0x0210,0x1p-2015, 
0x0211,0x1.1p-2015, 
0x0212,0x1.2p-2015, 
0x0213,0x1.3p-2015, 
0x0214,0x1.4p-2015, 
0x0215,0x1.5p-2015, 
0x0216,0x1.6p-2015, 
0x0217,0x1.7p-2015, 
0x0218,0x1.8p-2015, 
0x0219,0x1.9p-2015, 
0x021a,0x1.ap-2015, 
0x021b,0x1.bp-2015, 
0x021c,0x1.cp-2015, 
0x021d,0x1.dp-2015, 
0x021e,0x1.ep-2015, 
0x021f,0x1.fp-2015, 
0x0220,0x1p-2014, 
0x0221,0x1.1p-2014, 
0x0222,0x1.2p-2014, 
0x0223,0x1.3p-2014, 
0x0224,0x1.4p-2014, 
0x0225,0x1.5p-2014, 
0x0226,0x1.6p-2014, 
0x0227,0x1.7p-2014, 
0x0228,0x1.8p-2014, 
0x0229,0x1.9p-2014, 
0x022a,0x1.ap-2014, 
0x022b,0x1.bp-2014, 
0x022c,0x1.cp-2014, 
0x022d,0x1.dp-2014, 
0x022e,0x1.ep-2014, 
0x022f,0x1.fp-2014, 
0x0230,0x1p-2013, 
0x0231,0x1.1p-2013, 
0x0232,0x1.2p-2013, 
0x0233,0x1.3p-2013, 
0x0234,0x1.4p-2013, 
0x0235,0x1.5p-2013, 
0x0236,0x1.6p-2013, 
0x0237,0x1.7p-2013, 
0x0238,0x1.8p-2013, 
0x0239,0x1.9p-2013, 
0x023a,0x1.ap-2013, 
0x023b,0x1.bp-2013, 
0x023c,0x1.cp-2013, 
0x023d,0x1.dp-2013, 
0x023e,0x1.ep-2013, 
0x023f,0x1.fp-2013, 
0x0240,0x1p-2012, 
0x0241,0x1.1p-2012, 
0x0242,0x1.2p-2012, 
0x0243,0x1.3p-2012, 
0x0244,0x1.4p-2012, 
0x0245,0x1.5p-2012, 
0x0246,0x1.6p-2012, 
0x0247,0x1.7p-2012, 
0x0248,0x1.8p-2012, 
0x0249,0x1.9p-2012, 
0x024a,0x1.ap-2012, 
0x024b,0x1.bp-2012, 
0x024c,0x1.cp-2012, 
0x024d,0x1.dp-2012, 
0x024e,0x1.ep-2012, 
0x024f,0x1.fp-2012, 
0x0250,0x1p-2011, 
0x0251,0x1.1p-2011, 
0x0252,0x1.2p-2011, 
0x0253,0x1.3p-2011, 
0x0254,0x1.4p-2011, 
0x0255,0x1.5p-2011, 
0x0256,0x1.6p-2011, 
0x0257,0x1.7p-2011, 
0x0258,0x1.8p-2011, 
0x0259,0x1.9p-2011, 
0x025a,0x1.ap-2011, 
0x025b,0x1.bp-2011, 
0x025c,0x1.cp-2011, 
0x025d,0x1.dp-2011, 
0x025e,0x1.ep-2011, 
0x025f,0x1.fp-2011, 
0x0260,0x1p-2010, 
0x0261,0x1.1p-2010, 
0x0262,0x1.2p-2010, 
0x0263,0x1.3p-2010, 
0x0264,0x1.4p-2010, 
0x0265,0x1.5p-2010, 
0x0266,0x1.6p-2010, 
0x0267,0x1.7p-2010, 
0x0268,0x1.8p-2010, 
0x0269,0x1.9p-2010, 
0x026a,0x1.ap-2010, 
0x026b,0x1.bp-2010, 
0x026c,0x1.cp-2010, 
0x026d,0x1.dp-2010, 
0x026e,0x1.ep-2010, 
0x026f,0x1.fp-2010, 
0x0270,0x1p-2009, 
0x0271,0x1.1p-2009, 
0x0272,0x1.2p-2009, 
0x0273,0x1.3p-2009, 
0x0274,0x1.4p-2009, 
0x0275,0x1.5p-2009, 
0x0276,0x1.6p-2009, 
0x0277,0x1.7p-2009, 
0x0278,0x1.8p-2009, 
0x0279,0x1.9p-2009, 
0x027a,0x1.ap-2009, 
0x027b,0x1.bp-2009, 
0x027c,0x1.cp-2009, 
0x027d,0x1.dp-2009, 
0x027e,0x1.ep-2009, 
0x027f,0x1.fp-2009, 
0x0280,0x1p-2008, 
0x0281,0x1.1p-2008, 
0x0282,0x1.2p-2008, 
0x0283,0x1.3p-2008, 
0x0284,0x1.4p-2008, 
0x0285,0x1.5p-2008, 
0x0286,0x1.6p-2008, 
0x0287,0x1.7p-2008, 
0x0288,0x1.8p-2008, 
0x0289,0x1.9p-2008, 
0x028a,0x1.ap-2008, 
0x028b,0x1.bp-2008, 
0x028c,0x1.cp-2008, 
0x028d,0x1.dp-2008, 
0x028e,0x1.ep-2008, 
0x028f,0x1.fp-2008, 
0x0290,0x1p-2007, 
0x0291,0x1.1p-2007, 
0x0292,0x1.2p-2007, 
0x0293,0x1.3p-2007, 
0x0294,0x1.4p-2007, 
0x0295,0x1.5p-2007, 
0x0296,0x1.6p-2007, 
0x0297,0x1.7p-2007, 
0x0298,0x1.8p-2007, 
0x0299,0x1.9p-2007, 
0x029a,0x1.ap-2007, 
0x029b,0x1.bp-2007, 
0x029c,0x1.cp-2007, 
0x029d,0x1.dp-2007, 
0x029e,0x1.ep-2007, 
0x029f,0x1.fp-2007, 
0x02a0,0x1p-2006, 
0x02a1,0x1.1p-2006, 
0x02a2,0x1.2p-2006, 
0x02a3,0x1.3p-2006, 
0x02a4,0x1.4p-2006, 
0x02a5,0x1.5p-2006, 
0x02a6,0x1.6p-2006, 
0x02a7,0x1.7p-2006, 
0x02a8,0x1.8p-2006, 
0x02a9,0x1.9p-2006, 
0x02aa,0x1.ap-2006, 
0x02ab,0x1.bp-2006, 
0x02ac,0x1.cp-2006, 
0x02ad,0x1.dp-2006, 
0x02ae,0x1.ep-2006, 
0x02af,0x1.fp-2006, 
0x02b0,0x1p-2005, 
0x02b1,0x1.1p-2005, 
0x02b2,0x1.2p-2005, 
0x02b3,0x1.3p-2005, 
0x02b4,0x1.4p-2005, 
0x02b5,0x1.5p-2005, 
0x02b6,0x1.6p-2005, 
0x02b7,0x1.7p-2005, 
0x02b8,0x1.8p-2005, 
0x02b9,0x1.9p-2005, 
0x02ba,0x1.ap-2005, 
0x02bb,0x1.bp-2005, 
0x02bc,0x1.cp-2005, 
0x02bd,0x1.dp-2005, 
0x02be,0x1.ep-2005, 
0x02bf,0x1.fp-2005, 
0x02c0,0x1p-2004, 
0x02c1,0x1.1p-2004, 
0x02c2,0x1.2p-2004, 
0x02c3,0x1.3p-2004, 
0x02c4,0x1.4p-2004, 
0x02c5,0x1.5p-2004, 
0x02c6,0x1.6p-2004, 
0x02c7,0x1.7p-2004, 
0x02c8,0x1.8p-2004, 
0x02c9,0x1.9p-2004, 
0x02ca,0x1.ap-2004, 
0x02cb,0x1.bp-2004, 
0x02cc,0x1.cp-2004, 
0x02cd,0x1.dp-2004, 
0x02ce,0x1.ep-2004, 
0x02cf,0x1.fp-2004, 
0x02d0,0x1p-2003, 
0x02d1,0x1.1p-2003, 
0x02d2,0x1.2p-2003, 
0x02d3,0x1.3p-2003, 
0x02d4,0x1.4p-2003, 
0x02d5,0x1.5p-2003, 
0x02d6,0x1.6p-2003, 
0x02d7,0x1.7p-2003, 
0x02d8,0x1.8p-2003, 
0x02d9,0x1.9p-2003, 
0x02da,0x1.ap-2003, 
0x02db,0x1.bp-2003, 
0x02dc,0x1.cp-2003, 
0x02dd,0x1.dp-2003, 
0x02de,0x1.ep-2003, 
0x02df,0x1.fp-2003, 
0x02e0,0x1p-2002, 
0x02e1,0x1.1p-2002, 
0x02e2,0x1.2p-2002, 
0x02e3,0x1.3p-2002, 
0x02e4,0x1.4p-2002, 
0x02e5,0x1.5p-2002, 
0x02e6,0x1.6p-2002, 
0x02e7,0x1.7p-2002, 
0x02e8,0x1.8p-2002, 
0x02e9,0x1.9p-2002, 
0x02ea,0x1.ap-2002, 
0x02eb,0x1.bp-2002, 
0x02ec,0x1.cp-2002, 
0x02ed,0x1.dp-2002, 
0x02ee,0x1.ep-2002, 
0x02ef,0x1.fp-2002, 
0x02f0,0x1p-2001, 
0x02f1,0x1.1p-2001, 
0x02f2,0x1.2p-2001, 
0x02f3,0x1.3p-2001, 
0x02f4,0x1.4p-2001, 
0x02f5,0x1.5p-2001, 
0x02f6,0x1.6p-2001, 
0x02f7,0x1.7p-2001, 
0x02f8,0x1.8p-2001, 
0x02f9,0x1.9p-2001, 
0x02fa,0x1.ap-2001, 
0x02fb,0x1.bp-2001, 
0x02fc,0x1.cp-2001, 
0x02fd,0x1.dp-2001, 
0x02fe,0x1.ep-2001, 
0x02ff,0x1.fp-2001, 
0x0300,0x1p-2000, 
0x0301,0x1.1p-2000, 
0x0302,0x1.2p-2000, 
0x0303,0x1.3p-2000, 
0x0304,0x1.4p-2000, 
0x0305,0x1.5p-2000, 
0x0306,0x1.6p-2000, 
0x0307,0x1.7p-2000, 
0x0308,0x1.8p-2000, 
0x0309,0x1.9p-2000, 
0x030a,0x1.ap-2000, 
0x030b,0x1.bp-2000, 
0x030c,0x1.cp-2000, 
0x030d,0x1.dp-2000, 
0x030e,0x1.ep-2000, 
0x030f,0x1.fp-2000, 
0x0310,0x1p-1999, 
0x0311,0x1.1p-1999, 
0x0312,0x1.2p-1999, 
0x0313,0x1.3p-1999, 
0x0314,0x1.4p-1999, 
0x0315,0x1.5p-1999, 
0x0316,0x1.6p-1999, 
0x0317,0x1.7p-1999, 
0x0318,0x1.8p-1999, 
0x0319,0x1.9p-1999, 
0x031a,0x1.ap-1999, 
0x031b,0x1.bp-1999, 
0x031c,0x1.cp-1999, 
0x031d,0x1.dp-1999, 
0x031e,0x1.ep-1999, 
0x031f,0x1.fp-1999, 
0x0320,0x1p-1998, 
0x0321,0x1.1p-1998, 
0x0322,0x1.2p-1998, 
0x0323,0x1.3p-1998, 
0x0324,0x1.4p-1998, 
0x0325,0x1.5p-1998, 
0x0326,0x1.6p-1998, 
0x0327,0x1.7p-1998, 
0x0328,0x1.8p-1998, 
0x0329,0x1.9p-1998, 
0x032a,0x1.ap-1998, 
