codepoint,sprintf_a,subnormal
0x0045,0x0.228p-4,*
0x0046,0x0.23p-4,*
0x0047,0x0.238p-4,*
0x0048,0x0.24p-4,*
0x0049,0x0.248p-4,*
0x004a,0x0.25p-4,*
0x004b,0x0.258p-4,*
0x004c,0x0.26p-4,*
0x004d,0x0.268p-4,*
0x004e,0x0.27p-4,*
0x004f,0x0.278p-4,*
0x0050,0x0.28p-4,*
0x0051,0x0.288p-4,*
0x0052,0x0.29p-4,*
0x0053,0x0.298p-4,*
0x0054,0x0.2ap-4,*
0x0055,0x0.2a8p-4,*
0x0056,0x0.2bp-4,*
0x0057,0x0.2b8p-4,*
0x0058,0x0.2cp-4,*
0x0059,0x0.2c8p-4,*
0x005a,0x0.2dp-4,*
0x005b,0x0.2d8p-4,*
0x005c,0x0.2ep-4,*
0x005d,0x0.2e8p-4,*
0x005e,0x0.2fp-4,*
0x005f,0x0.2f8p-4,*
0x0060,0x0.3p-4,*
0x0061,0x0.308p-4,*
0x0062,0x0.31p-4,*
0x0063,0x0.318p-4,*
0x0064,0x0.32p-4,*
0x0065,0x0.328p-4,*
0x0066,0x0.33p-4,*
0x0067,0x0.338p-4,*
0x0068,0x0.34p-4,*
0x0069,0x0.348p-4,*
0x006a,0x0.35p-4,*
0x006b,0x0.358p-4,*
0x006c,0x0.36p-4,*
0x006d,0x0.368p-4,*
0x006e,0x0.37p-4,*
0x006f,0x0.378p-4,*
0x0070,0x0.38p-4,*
0x0071,0x0.388p-4,*
0x0072,0x0.39p-4,*
0x0073,0x0.398p-4,*
0x0074,0x0.3ap-4,*
0x0075,0x0.3a8p-4,*
0x0076,0x0.3bp-4,*
0x0077,0x0.3b8p-4,*
0x0078,0x0.3cp-4,*
0x0079,0x0.3c8p-4,*
0x007a,0x0.3dp-4,*
0x007b,0x0.3d8p-4,*
0x007c,0x0.3ep-4,*
0x007d,0x0.3e8p-4,*
0x007e,0x0.3fp-4,*
0x007f,0x0.3f8p-4,*
0x0080,0x0.4p-4,*
0x0081,0x0.408p-4,*
0x0082,0x0.41p-4,*
0x0083,0x0.418p-4,*
0x0084,0x0.42p-4,*
0x0085,0x0.428p-4,*
0x0086,0x0.43p-4,*
0x0087,0x0.438p-4,*
0x0088,0x0.44p-4,*
0x0089,0x0.448p-4,*
0x008a,0x0.45p-4,*
0x008b,0x0.458p-4,*
0x008c,0x0.46p-4,*
0x008d,0x0.468p-4,*
0x008e,0x0.47p-4,*
0x008f,0x0.478p-4,*
0x0090,0x0.48p-4,*
0x0091,0x0.488p-4,*
0x0092,0x0.49p-4,*
0x0093,0x0.498p-4,*
0x0094,0x0.4ap-4,*
0x0095,0x0.4a8p-4,*
0x0096,0x0.4bp-4,*
0x0097,0x0.4b8p-4,*
0x0098,0x0.4cp-4,*
0x0099,0x0.4c8p-4,*
0x009a,0x0.4dp-4,*
0x009b,0x0.4d8p-4,*
0x009c,0x0.4ep-4,*
0x009d,0x0.4e8p-4,*
0x009e,0x0.4fp-4,*
0x009f,0x0.4f8p-4,*
0x00a0,0x0.5p-4,*
0x00a1,0x0.508p-4,*
0x00a2,0x0.51p-4,*
0x00a3,0x0.518p-4,*
0x00a4,0x0.52p-4,*
0x00a5,0x0.528p-4,*
0x00a6,0x0.53p-4,*
0x00a7,0x0.538p-4,*
0x00a8,0x0.54p-4,*
0x00a9,0x0.548p-4,*
0x00aa,0x0.55p-4,*
0x00ab,0x0.558p-4,*
0x00ac,0x0.56p-4,*
0x00ad,0x0.568p-4,*
0x00ae,0x0.57p-4,*
0x00af,0x0.578p-4,*
0x00b0,0x0.58p-4,*
0x00b1,0x0.588p-4,*
0x00b2,0x0.59p-4,*
0x00b3,0x0.598p-4,*
0x00b4,0x0.5ap-4,*
0x00b5,0x0.5a8p-4,*
0x00b6,0x0.5bp-4,*
0x00b7,0x0.5b8p-4,*
0x00b8,0x0.5cp-4,*
0x00b9,0x0.5c8p-4,*
0x00ba,0x0.5dp-4,*
0x00bb,0x0.5d8p-4,*
0x00bc,0x0.5ep-4,*
0x00bd,0x0.5e8p-4,*
0x00be,0x0.5fp-4,*
0x00bf,0x0.5f8p-4,*
0x00c0,0x0.6p-4,*
0x00c1,0x0.608p-4,*
0x00c2,0x0.61p-4,*
0x00c3,0x0.618p-4,*
0x00c4,0x0.62p-4,*
0x00c5,0x0.628p-4,*
0x00c6,0x0.63p-4,*
0x00c7,0x0.638p-4,*
0x00c8,0x0.64p-4,*
0x00c9,0x0.648p-4,*
0x00ca,0x0.65p-4,*
0x00cb,0x0.658p-4,*
0x00cc,0x0.66p-4,*
0x00cd,0x0.668p-4,*
0x00ce,0x0.67p-4,*
0x00cf,0x0.678p-4,*
0x00d0,0x0.68p-4,*
0x00d1,0x0.688p-4,*
0x00d2,0x0.69p-4,*
0x00d3,0x0.698p-4,*
0x00d4,0x0.6ap-4,*
0x00d5,0x0.6a8p-4,*
0x00d6,0x0.6bp-4,*
0x00d7,0x0.6b8p-4,*
0x00d8,0x0.6cp-4,*
0x00d9,0x0.6c8p-4,*
0x00da,0x0.6dp-4,*
0x00db,0x0.6d8p-4,*
0x00dc,0x0.6ep-4,*
0x00dd,0x0.6e8p-4,*
0x00de,0x0.6fp-4,*
0x00df,0x0.6f8p-4,*
0x00e0,0x0.7p-4,*
0x00e1,0x0.708p-4,*
0x00e2,0x0.71p-4,*
0x00e3,0x0.718p-4,*
0x00e4,0x0.72p-4,*
0x00e5,0x0.728p-4,*
0x00e6,0x0.73p-4,*
0x00e7,0x0.738p-4,*
0x00e8,0x0.74p-4,*
0x00e9,0x0.748p-4,*
0x00ea,0x0.75p-4,*
0x00eb,0x0.758p-4,*
0x00ec,0x0.76p-4,*
0x00ed,0x0.768p-4,*
0x00ee,0x0.77p-4,*
0x00ef,0x0.778p-4,*
0x00f0,0x0.78p-4,*
0x00f1,0x0.788p-4,*
0x00f2,0x0.79p-4,*
0x00f3,0x0.798p-4,*
0x00f4,0x0.7ap-4,*
0x00f5,0x0.7a8p-4,*
0x00f6,0x0.7bp-4,*
0x00f7,0x0.7b8p-4,*
0x00f8,0x0.7cp-4,*
0x00f9,0x0.7c8p-4,*
0x00fa,0x0.7dp-4,*
0x00fb,0x0.7d8p-4,*
0x00fc,0x0.7ep-4,*
0x00fd,0x0.7e8p-4,*
0x00fe,0x0.7fp-4,*
0x00ff,0x0.7f8p-4,*
0x0100,0x0.8p-4,*
0x0101,0x0.808p-4,*
0x0102,0x0.81p-4,*
0x0103,0x0.818p-4,*
0x0104,0x0.82p-4,*
0x0105,0x0.828p-4,*
0x0106,0x0.83p-4,*
0x0107,0x0.838p-4,*
0x0108,0x0.84p-4,*
0x0109,0x0.848p-4,*
0x010a,0x0.85p-4,*
0x010b,0x0.858p-4,*
0x010c,0x0.86p-4,*
0x010d,0x0.868p-4,*
0x010e,0x0.87p-4,*
0x010f,0x0.878p-4,*
0x0110,0x0.88p-4,*
0x0111,0x0.888p-4,*
0x0112,0x0.89p-4,*
0x0113,0x0.898p-4,*
0x0114,0x0.8ap-4,*
0x0115,0x0.8a8p-4,*
0x0116,0x0.8bp-4,*
0x0117,0x0.8b8p-4,*
0x0118,0x0.8cp-4,*
0x0119,0x0.8c8p-4,*
0x011a,0x0.8dp-4,*
0x011b,0x0.8d8p-4,*
0x011c,0x0.8ep-4,*
0x011d,0x0.8e8p-4,*
0x011e,0x0.8fp-4,*
0x011f,0x0.8f8p-4,*
0x0120,0x0.9p-4,*
0x0121,0x0.908p-4,*
0x0122,0x0.91p-4,*
0x0123,0x0.918p-4,*
0x0124,0x0.92p-4,*
0x0125,0x0.928p-4,*
0x0126,0x0.93p-4,*
0x0127,0x0.938p-4,*
0x0128,0x0.94p-4,*
0x0129,0x0.948p-4,*
0x012a,0x0.95p-4,*
0x012b,0x0.958p-4,*
0x012c,0x0.96p-4,*
0x012d,0x0.968p-4,*
0x012e,0x0.97p-4,*
0x012f,0x0.978p-4,*
0x0130,0x0.98p-4,*
0x0131,0x0.988p-4,*
0x0132,0x0.99p-4,*
0x0133,0x0.998p-4,*
0x0134,0x0.9ap-4,*
0x0135,0x0.9a8p-4,*
0x0136,0x0.9bp-4,*
0x0137,0x0.9b8p-4,*
0x0138,0x0.9cp-4,*
0x0139,0x0.9c8p-4,*
0x013a,0x0.9dp-4,*
0x013b,0x0.9d8p-4,*
0x013c,0x0.9ep-4,*
0x013d,0x0.9e8p-4,*
0x013e,0x0.9fp-4,*
0x013f,0x0.9f8p-4,*
0x0140,0x0.ap-4,*
0x0141,0x0.a08p-4,*
0x0142,0x0.a1p-4,*
0x0143,0x0.a18p-4,*
0x0144,0x0.a2p-4,*
0x0145,0x0.a28p-4,*
0x0146,0x0.a3p-4,*
0x0147,0x0.a38p-4,*
0x0148,0x0.a4p-4,*
0x0149,0x0.a48p-4,*
0x014a,0x0.a5p-4,*
0x014b,0x0.a58p-4,*
0x014c,0x0.a6p-4,*
0x014d,0x0.a68p-4,*
0x014e,0x0.a7p-4,*
0x014f,0x0.a78p-4,*
0x0150,0x0.a8p-4,*
0x0151,0x0.a88p-4,*
0x0152,0x0.a9p-4,*
0x0153,0x0.a98p-4,*
0x0154,0x0.aap-4,*
0x0155,0x0.aa8p-4,*
0x0156,0x0.abp-4,*
0x0157,0x0.ab8p-4,*
0x0158,0x0.acp-4,*
0x0159,0x0.ac8p-4,*
0x015a,0x0.adp-4,*
0x015b,0x0.ad8p-4,*
0x015c,0x0.aep-4,*
0x015d,0x0.ae8p-4,*
0x015e,0x0.afp-4,*
0x015f,0x0.af8p-4,*
0x0160,0x0.bp-4,*
0x0161,0x0.b08p-4,*
0x0162,0x0.b1p-4,*
0x0163,0x0.b18p-4,*
0x0164,0x0.b2p-4,*
0x0165,0x0.b28p-4,*
0x0166,0x0.b3p-4,*
0x0167,0x0.b38p-4,*
0x0168,0x0.b4p-4,*
0x0169,0x0.b48p-4,*
0x016a,0x0.b5p-4,*
0x016b,0x0.b58p-4,*
0x016c,0x0.b6p-4,*
0x016d,0x0.b68p-4,*
0x016e,0x0.b7p-4,*
0x016f,0x0.b78p-4,*
0x0170,0x0.b8p-4,*
0x0171,0x0.b88p-4,*
0x0172,0x0.b9p-4,*
0x0173,0x0.b98p-4,*
0x0174,0x0.bap-4,*
0x0175,0x0.ba8p-4,*
0x0176,0x0.bbp-4,*
0x0177,0x0.bb8p-4,*
0x0178,0x0.bcp-4,*
0x0179,0x0.bc8p-4,*
0x017a,0x0.bdp-4,*
0x017b,0x0.bd8p-4,*
0x017c,0x0.bep-4,*
0x017d,0x0.be8p-4,*
0x017e,0x0.bfp-4,*
0x017f,0x0.bf8p-4,*
0x0180,0x0.cp-4,*
0x0181,0x0.c08p-4,*
0x0182,0x0.c1p-4,*
0x0183,0x0.c18p-4,*
0x0184,0x0.c2p-4,*
0x0185,0x0.c28p-4,*
0x0186,0x0.c3p-4,*
0x0187,0x0.c38p-4,*
0x0188,0x0.c4p-4,*
0x0189,0x0.c48p-4,*
0x018a,0x0.c5p-4,*
0x018b,0x0.c58p-4,*
0x018c,0x0.c6p-4,*
0x018d,0x0.c68p-4,*
0x018e,0x0.c7p-4,*
0x018f,0x0.c78p-4,*
0x0190,0x0.c8p-4,*
0x0191,0x0.c88p-4,*
0x0192,0x0.c9p-4,*
0x0193,0x0.c98p-4,*
0x0194,0x0.cap-4,*
0x0195,0x0.ca8p-4,*
0x0196,0x0.cbp-4,*
0x0197,0x0.cb8p-4,*
0x0198,0x0.ccp-4,*
0x0199,0x0.cc8p-4,*
0x019a,0x0.cdp-4,*
0x019b,0x0.cd8p-4,*
0x019c,0x0.cep-4,*
0x019d,0x0.ce8p-4,*
0x019e,0x0.cfp-4,*
0x019f,0x0.cf8p-4,*
0x01a0,0x0.dp-4,*
0x01a1,0x0.d08p-4,*
0x01a2,0x0.d1p-4,*
0x01a3,0x0.d18p-4,*
0x01a4,0x0.d2p-4,*
0x01a5,0x0.d28p-4,*
0x01a6,0x0.d3p-4,*
0x01a7,0x0.d38p-4,*
0x01a8,0x0.d4p-4,*
0x01a9,0x0.d48p-4,*
0x01aa,0x0.d5p-4,*
0x01ab,0x0.d58p-4,*
0x01ac,0x0.d6p-4,*
0x01ad,0x0.d68p-4,*
0x01ae,0x0.d7p-4,*
0x01af,0x0.d78p-4,*
0x01b0,0x0.d8p-4,*
0x01b1,0x0.d88p-4,*
0x01b2,0x0.d9p-4,*
0x01b3,0x0.d98p-4,*
0x01b4,0x0.dap-4,*
0x01b5,0x0.da8p-4,*
0x01b6,0x0.dbp-4,*
0x01b7,0x0.db8p-4,*
0x01b8,0x0.dcp-4,*
0x01b9,0x0.dc8p-4,*
0x01ba,0x0.ddp-4,*
0x01bb,0x0.dd8p-4,*
0x01bc,0x0.dep-4,*
0x01bd,0x0.de8p-4,*
0x01be,0x0.dfp-4,*
0x01bf,0x0.df8p-4,*
0x01c0,0x0.ep-4,*
0x01c1,0x0.e08p-4,*
0x01c2,0x0.e1p-4,*
0x01c3,0x0.e18p-4,*
0x01c4,0x0.e2p-4,*
0x01c5,0x0.e28p-4,*
0x01c6,0x0.e3p-4,*
0x01c7,0x0.e38p-4,*
0x01c8,0x0.e4p-4,*
0x01c9,0x0.e48p-4,*
0x01ca,0x0.e5p-4,*
0x01cb,0x0.e58p-4,*
0x01cc,0x0.e6p-4,*
0x01cd,0x0.e68p-4,*
0x01ce,0x0.e7p-4,*
0x01cf,0x0.e78p-4,*
0x01d0,0x0.e8p-4,*
0x01d1,0x0.e88p-4,*
0x01d2,0x0.e9p-4,*
0x01d3,0x0.e98p-4,*
0x01d4,0x0.eap-4,*
0x01d5,0x0.ea8p-4,*
0x01d6,0x0.ebp-4,*
0x01d7,0x0.eb8p-4,*
0x01d8,0x0.ecp-4,*
0x01d9,0x0.ec8p-4,*
0x01da,0x0.edp-4,*
0x01db,0x0.ed8p-4,*
0x01dc,0x0.eep-4,*
0x01dd,0x0.ee8p-4,*
0x01de,0x0.efp-4,*
0x01df,0x0.ef8p-4,*
0x01e0,0x0.fp-4,*
0x01e1,0x0.f08p-4,*
0x01e2,0x0.f1p-4,*
0x01e3,0x0.f18p-4,*
0x01e4,0x0.f2p-4,*
0x01e5,0x0.f28p-4,*
0x01e6,0x0.f3p-4,*
0x01e7,0x0.f38p-4,*
0x01e8,0x0.f4p-4,*
0x01e9,0x0.f48p-4,*
0x01ea,0x0.f5p-4,*
0x01eb,0x0.f58p-4,*
0x01ec,0x0.f6p-4,*
0x01ed,0x0.f68p-4,*
0x01ee,0x0.f7p-4,*
0x01ef,0x0.f78p-4,*
0x01f0,0x0.f8p-4,*
0x01f1,0x0.f88p-4,*
0x01f2,0x0.f9p-4,*
0x01f3,0x0.f98p-4,*
0x01f4,0x0.fap-4,*
0x01f5,0x0.fa8p-4,*
0x01f6,0x0.fbp-4,*
0x01f7,0x0.fb8p-4,*
0x01f8,0x0.fcp-4,*
0x01f9,0x0.fc8p-4,*
0x01fa,0x0.fdp-4,*
0x01fb,0x0.fd8p-4,*
0x01fc,0x0.fep-4,*
0x01fd,0x0.fe8p-4,*
0x01fe,0x0.ffp-4,*
0x01ff,0x0.ff8p-4,*
0x0200,0x0.1p+0,*
0x0201,0x0.1008p+0,*
0x0202,0x0.101p+0,*
0x0203,0x0.1018p+0,*
0x0204,0x0.102p+0,*
0x0205,0x0.1028p+0,*
0x0206,0x0.103p+0,*
0x0207,0x0.1038p+0,*
0x0208,0x0.104p+0,*
0x0209,0x0.1048p+0,*
0x020a,0x0.105p+0,*
0x020b,0x0.1058p+0,*
0x020c,0x0.106p+0,*
0x020d,0x0.1068p+0,*
0x020e,0x0.107p+0,*
0x020f,0x0.1078p+0,*
0x0210,0x0.108p+0,*
0x0211,0x0.1088p+0,*
0x0212,0x0.109p+0,*
0x0213,0x0.1098p+0,*
0x0214,0x0.10ap+0,*
0x0215,0x0.10a8p+0,*
0x0216,0x0.10bp+0,*
0x0217,0x0.10b8p+0,*
0x0218,0x0.10cp+0,*
0x0219,0x0.10c8p+0,*
0x021a,0x0.10dp+0,*
0x021b,0x0.10d8p+0,*
0x021c,0x0.10ep+0,*
0x021d,0x0.10e8p+0,*
0x021e,0x0.10fp+0,*
0x021f,0x0.10f8p+0,*
0x0220,0x0.11p+0,*
0x0221,0x0.1108p+0,*
0x0222,0x0.111p+0,*
0x0223,0x0.1118p+0,*
0x0224,0x0.112p+0,*
0x0225,0x0.1128p+0,*
0x0226,0x0.113p+0,*
0x0227,0x0.1138p+0,*
0x0228,0x0.114p+0,*
0x0229,0x0.1148p+0,*
0x022a,0x0.115p+0,*
0x022b,0x0.1158p+0,*
0x022c,0x0.116p+0,*
0x022d,0x0.1168p+0,*
0x022e,0x0.117p+0,*
0x022f,0x0.1178p+0,*
0x0230,0x0.118p+0,*
0x0231,0x0.1188p+0,*
0x0232,0x0.119p+0,*
0x0233,0x0.1198p+0,*
0x0234,0x0.11ap+0,*
0x0235,0x0.11a8p+0,*
0x0236,0x0.11bp+0,*
0x0237,0x0.11b8p+0,*
0x0238,0x0.11cp+0,*
0x0239,0x0.11c8p+0,*
0x023a,0x0.11dp+0,*
0x023b,0x0.11d8p+0,*
0x023c,0x0.11ep+0,*
0x023d,0x0.11e8p+0,*
0x023e,0x0.11fp+0,*
0x023f,0x0.11f8p+0,*
0x0240,0x0.12p+0,*
0x0241,0x0.1208p+0,*
0x0242,0x0.121p+0,*
0x0243,0x0.1218p+0,*
0x0244,0x0.122p+0,*
0x0245,0x0.1228p+0,*
0x0246,0x0.123p+0,*
0x0247,0x0.1238p+0,*
0x0248,0x0.124p+0,*
0x0249,0x0.1248p+0,*
0x024a,0x0.125p+0,*
0x024b,0x0.1258p+0,*
0x024c,0x0.126p+0,*
0x024d,0x0.1268p+0,*
0x024e,0x0.127p+0,*
0x024f,0x0.1278p+0,*
0x0250,0x0.128p+0,*
0x0251,0x0.1288p+0,*
0x0252,0x0.129p+0,*
0x0253,0x0.1298p+0,*
0x0254,0x0.12ap+0,*
0x0255,0x0.12a8p+0,*
0x0256,0x0.12bp+0,*
0x0257,0x0.12b8p+0,*
0x0258,0x0.12cp+0,*
0x0259,0x0.12c8p+0,*
0x025a,0x0.12dp+0,*
0x025b,0x0.12d8p+0,*
0x025c,0x0.12ep+0,*
0x025d,0x0.12e8p+0,*
0x025e,0x0.12fp+0,*
0x025f,0x0.12f8p+0,*
0x0260,0x0.13p+0,*
0x0261,0x0.1308p+0,*
0x0262,0x0.131p+0,*
0x0263,0x0.1318p+0,*
0x0264,0x0.132p+0,*
0x0265,0x0.1328p+0,*
0x0266,0x0.133p+0,*
0x0267,0x0.1338p+0,*
0x0268,0x0.134p+0,*
0x0269,0x0.1348p+0,*
0x026a,0x0.135p+0,*
0x026b,0x0.1358p+0,*
0x026c,0x0.136p+0,*
0x026d,0x0.1368p+0,*
0x026e,0x0.137p+0,*
0x026f,0x0.1378p+0,*
0x0270,0x0.138p+0,*
0x0271,0x0.1388p+0,*
0x0272,0x0.139p+0,*
0x0273,0x0.1398p+0,*
0x0274,0x0.13ap+0,*
0x0275,0x0.13a8p+0,*
0x0276,0x0.13bp+0,*
0x0277,0x0.13b8p+0,*
0x0278,0x0.13cp+0,*
0x0279,0x0.13c8p+0,*
0x027a,0x0.13dp+0,*
0x027b,0x0.13d8p+0,*
0x027c,0x0.13ep+0,*
0x027d,0x0.13e8p+0,*
0x027e,0x0.13fp+0,*
0x027f,0x0.13f8p+0,*
0x0280,0x0.14p+0,*
0x0281,0x0.1408p+0,*
0x0282,0x0.141p+0,*
0x0283,0x0.1418p+0,*
0x0284,0x0.142p+0,*
0x0285,0x0.1428p+0,*
0x0286,0x0.143p+0,*
0x0287,0x0.1438p+0,*
0x0288,0x0.144p+0,*
0x0289,0x0.1448p+0,*
0x028a,0x0.145p+0,*
0x028b,0x0.1458p+0,*
0x028c,0x0.146p+0,*
0x028d,0x0.1468p+0,*
0x028e,0x0.147p+0,*
0x028f,0x0.1478p+0,*
0x0290,0x0.148p+0,*
0x0291,0x0.1488p+0,*
0x0292,0x0.149p+0,*
0x0293,0x0.1498p+0,*
0x0294,0x0.14ap+0,*
0x0295,0x0.14a8p+0,*
0x0296,0x0.14bp+0,*
0x0297,0x0.14b8p+0,*
0x0298,0x0.14cp+0,*
0x0299,0x0.14c8p+0,*
0x029a,0x0.14dp+0,*
0x029b,0x0.14d8p+0,*
0x029c,0x0.14ep+0,*
0x029d,0x0.14e8p+0,*
0x029e,0x0.14fp+0,*
0x029f,0x0.14f8p+0,*
0x02a0,0x0.15p+0,*
0x02a1,0x0.1508p+0,*
0x02a2,0x0.151p+0,*
0x02a3,0x0.1518p+0,*
0x02a4,0x0.152p+0,*
0x02a5,0x0.1528p+0,*
0x02a6,0x0.153p+0,*
0x02a7,0x0.1538p+0,*
0x02a8,0x0.154p+0,*
0x02a9,0x0.1548p+0,*
0x02aa,0x0.155p+0,*
0x02ab,0x0.1558p+0,*
0x02ac,0x0.156p+0,*
0x02ad,0x0.1568p+0,*
0x02ae,0x0.157p+0,*
0x02af,0x0.1578p+0,*
0x02b0,0x0.158p+0,*
0x02b1,0x0.1588p+0,*
0x02b2,0x0.159p+0,*
0x02b3,0x0.1598p+0,*
0x02b4,0x0.15ap+0,*
0x02b5,0x0.15a8p+0,*
0x02b6,0x0.15bp+0,*
0x02b7,0x0.15b8p+0,*
0x02b8,0x0.15cp+0,*
0x02b9,0x0.15c8p+0,*
0x02ba,0x0.15dp+0,*
0x02bb,0x0.15d8p+0,*
0x02bc,0x0.15ep+0,*
0x02bd,0x0.15e8p+0,*
0x02be,0x0.15fp+0,*
0x02bf,0x0.15f8p+0,*
0x02c0,0x0.16p+0,*
0x02c1,0x0.1608p+0,*
0x02c2,0x0.161p+0,*
0x02c3,0x0.1618p+0,*
0x02c4,0x0.162p+0,*
0x02c5,0x0.1628p+0,*
0x02c6,0x0.163p+0,*
0x02c7,0x0.1638p+0,*
0x02c8,0x0.164p+0,*
0x02c9,0x0.1648p+0,*
0x02ca,0x0.165p+0,*
0x02cb,0x0.1658p+0,*
0x02cc,0x0.166p+0,*
0x02cd,0x0.1668p+0,*
0x02ce,0x0.167p+0,*
0x02cf,0x0.1678p+0,*
0x02d0,0x0.168p+0,*
0x02d1,0x0.1688p+0,*
0x02d2,0x0.169p+0,*
0x02d3,0x0.1698p+0,*
0x02d4,0x0.16ap+0,*
0x02d5,0x0.16a8p+0,*
0x02d6,0x0.16bp+0,*
0x02d7,0x0.16b8p+0,*
0x02d8,0x0.16cp+0,*
0x02d9,0x0.16c8p+0,*
0x02da,0x0.16dp+0,*
0x02db,0x0.16d8p+0,*
0x02dc,0x0.16ep+0,*
0x02dd,0x0.16e8p+0,*
0x02de,0x0.16fp+0,*
0x02df,0x0.16f8p+0,*
0x02e0,0x0.17p+0,*
0x02e1,0x0.1708p+0,*
0x02e2,0x0.171p+0,*
0x02e3,0x0.1718p+0,*
0x02e4,0x0.172p+0,*
0x02e5,0x0.1728p+0,*
0x02e6,0x0.173p+0,*
0x02e7,0x0.1738p+0,*
0x02e8,0x0.174p+0,*
0x02e9,0x0.1748p+0,*
0x02ea,0x0.175p+0,*
0x02eb,0x0.1758p+0,*
0x02ec,0x0.176p+0,*
0x02ed,0x0.1768p+0,*
0x02ee,0x0.177p+0,*
0x02ef,0x0.1778p+0,*
0x02f0,0x0.178p+0,*
0x02f1,0x0.1788p+0,*
0x02f2,0x0.179p+0,*
0x02f3,0x0.1798p+0,*
0x02f4,0x0.17ap+0,*
0x02f5,0x0.17a8p+0,*
0x02f6,0x0.17bp+0,*
0x02f7,0x0.17b8p+0,*
0x02f8,0x0.17cp+0,*
0x02f9,0x0.17c8p+0,*
0x02fa,0x0.17dp+0,*
0x02fb,0x0.17d8p+0,*
0x02fc,0x0.17ep+0,*
0x02fd,0x0.17e8p+0,*
0x02fe,0x0.17fp+0,*
0x02ff,0x0.17f8p+0,*
0x0300,0x0.18p+0,*
0x0301,0x0.1808p+0,*
0x0302,0x0.181p+0,*
0x0303,0x0.1818p+0,*
0x0304,0x0.182p+0,*
0x0305,0x0.1828p+0,*
0x0306,0x0.183p+0,*
0x0307,0x0.1838p+0,*
0x0308,0x0.184p+0,*
0x0309,0x0.1848p+0,*
0x030a,0x0.185p+0,*
0x030b,0x0.1858p+0,*
0x030c,0x0.186p+0,*
0x030d,0x0.1868p+0,*
0x030e,0x0.187p+0,*
0x030f,0x0.1878p+0,*
0x0310,0x0.188p+0,*
0x0311,0x0.1888p+0,*
0x0312,0x0.189p+0,*
0x0313,0x0.1898p+0,*
0x0314,0x0.18ap+0,*
0x0315,0x0.18a8p+0,*
0x0316,0x0.18bp+0,*
0x0317,0x0.18b8p+0,*
0x0318,0x0.18cp+0,*
0x0319,0x0.18c8p+0,*
0x031a,0x0.18dp+0,*
0x031b,0x0.18d8p+0,*
0x031c,0x0.18ep+0,*
0x031d,0x0.18e8p+0,*
0x031e,0x0.18fp+0,*
0x031f,0x0.18f8p+0,*
0x0320,0x0.19p+0,*
0x0321,0x0.1908p+0,*
0x0322,0x0.191p+0,*
0x0323,0x0.1918p+0,*
0x0324,0x0.192p+0,*
0x0325,0x0.1928p+0,*
0x0326,0x0.193p+0,*
0x0327,0x0.1938p+0,*
0x0328,0x0.194p+0,*
0x0329,0x0.1948p+0,*
0x032a,0x0.195p+0,*
0x032b,0x0.1958p+0,*
0x032c,0x0.196p+0,*
0x032d,0x0.1968p+0,*
0x032e,0x0.197p+0,*
0x032f,0x0.1978p+0,*
