codepoint,sprintf_a,subnormal
0x00,0x0p+0, 
0x01,0x1p-3, 
0x02,0x1p-2, 
0x03,0x1p-1, 
0x04,0x1p+0, 
0x05,0x1p+1, 
0x06,0x1p+2, 
0x07,Inf, 
0x08,NaN, 
0x09,-0x1p-3, 
0x0a,-0x1p-2, 
0x0b,-0x1p-1, 
0x0c,-0x1p+0, 
0x0d,-0x1p+1, 
0x0e,-0x1p+2, 
0x0f,-Inf, 
