codepoint,values,subnormal
0x5ed6,0x1.ed6p-3, 
0x5ed7,0x1.ed7p-3, 
0x5ed8,0x1.ed8p-3, 
0x5ed9,0x1.ed9p-3, 
0x5eda,0x1.edap-3, 
0x5edb,0x1.edbp-3, 
0x5edc,0x1.edcp-3, 
0x5edd,0x1.eddp-3, 
0x5ede,0x1.edep-3, 
0x5edf,0x1.edfp-3, 
0x5ee0,0x1.eep-3, 
0x5ee1,0x1.ee1p-3, 
0x5ee2,0x1.ee2p-3, 
0x5ee3,0x1.ee3p-3, 
0x5ee4,0x1.ee4p-3, 
0x5ee5,0x1.ee5p-3, 
0x5ee6,0x1.ee6p-3, 
0x5ee7,0x1.ee7p-3, 
0x5ee8,0x1.ee8p-3, 
0x5ee9,0x1.ee9p-3, 
0x5eea,0x1.eeap-3, 
0x5eeb,0x1.eebp-3, 
0x5eec,0x1.eecp-3, 
0x5eed,0x1.eedp-3, 
0x5eee,0x1.eeep-3, 
0x5eef,0x1.eefp-3, 
0x5ef0,0x1.efp-3, 
0x5ef1,0x1.ef1p-3, 
0x5ef2,0x1.ef2p-3, 
0x5ef3,0x1.ef3p-3, 
0x5ef4,0x1.ef4p-3, 
0x5ef5,0x1.ef5p-3, 
0x5ef6,0x1.ef6p-3, 
0x5ef7,0x1.ef7p-3, 
0x5ef8,0x1.ef8p-3, 
0x5ef9,0x1.ef9p-3, 
0x5efa,0x1.efap-3, 
0x5efb,0x1.efbp-3, 
0x5efc,0x1.efcp-3, 
0x5efd,0x1.efdp-3, 
0x5efe,0x1.efep-3, 
0x5eff,0x1.effp-3, 
0x5f00,0x1.fp-3, 
0x5f01,0x1.f01p-3, 
0x5f02,0x1.f02p-3, 
0x5f03,0x1.f03p-3, 
0x5f04,0x1.f04p-3, 
0x5f05,0x1.f05p-3, 
0x5f06,0x1.f06p-3, 
0x5f07,0x1.f07p-3, 
0x5f08,0x1.f08p-3, 
0x5f09,0x1.f09p-3, 
0x5f0a,0x1.f0ap-3, 
0x5f0b,0x1.f0bp-3, 
0x5f0c,0x1.f0cp-3, 
0x5f0d,0x1.f0dp-3, 
0x5f0e,0x1.f0ep-3, 
0x5f0f,0x1.f0fp-3, 
0x5f10,0x1.f1p-3, 
0x5f11,0x1.f11p-3, 
0x5f12,0x1.f12p-3, 
0x5f13,0x1.f13p-3, 
0x5f14,0x1.f14p-3, 
0x5f15,0x1.f15p-3, 
0x5f16,0x1.f16p-3, 
0x5f17,0x1.f17p-3, 
0x5f18,0x1.f18p-3, 
0x5f19,0x1.f19p-3, 
0x5f1a,0x1.f1ap-3, 
0x5f1b,0x1.f1bp-3, 
0x5f1c,0x1.f1cp-3, 
0x5f1d,0x1.f1dp-3, 
0x5f1e,0x1.f1ep-3, 
0x5f1f,0x1.f1fp-3, 
0x5f20,0x1.f2p-3, 
0x5f21,0x1.f21p-3, 
0x5f22,0x1.f22p-3, 
0x5f23,0x1.f23p-3, 
0x5f24,0x1.f24p-3, 
0x5f25,0x1.f25p-3, 
0x5f26,0x1.f26p-3, 
0x5f27,0x1.f27p-3, 
0x5f28,0x1.f28p-3, 
0x5f29,0x1.f29p-3, 
0x5f2a,0x1.f2ap-3, 
0x5f2b,0x1.f2bp-3, 
0x5f2c,0x1.f2cp-3, 
0x5f2d,0x1.f2dp-3, 
0x5f2e,0x1.f2ep-3, 
0x5f2f,0x1.f2fp-3, 
0x5f30,0x1.f3p-3, 
0x5f31,0x1.f31p-3, 
0x5f32,0x1.f32p-3, 
0x5f33,0x1.f33p-3, 
0x5f34,0x1.f34p-3, 
0x5f35,0x1.f35p-3, 
0x5f36,0x1.f36p-3, 
0x5f37,0x1.f37p-3, 
0x5f38,0x1.f38p-3, 
0x5f39,0x1.f39p-3, 
0x5f3a,0x1.f3ap-3, 
0x5f3b,0x1.f3bp-3, 
0x5f3c,0x1.f3cp-3, 
0x5f3d,0x1.f3dp-3, 
0x5f3e,0x1.f3ep-3, 
0x5f3f,0x1.f3fp-3, 
0x5f40,0x1.f4p-3, 
0x5f41,0x1.f41p-3, 
0x5f42,0x1.f42p-3, 
0x5f43,0x1.f43p-3, 
0x5f44,0x1.f44p-3, 
0x5f45,0x1.f45p-3, 
0x5f46,0x1.f46p-3, 
0x5f47,0x1.f47p-3, 
0x5f48,0x1.f48p-3, 
0x5f49,0x1.f49p-3, 
0x5f4a,0x1.f4ap-3, 
0x5f4b,0x1.f4bp-3, 
0x5f4c,0x1.f4cp-3, 
0x5f4d,0x1.f4dp-3, 
0x5f4e,0x1.f4ep-3, 
0x5f4f,0x1.f4fp-3, 
0x5f50,0x1.f5p-3, 
0x5f51,0x1.f51p-3, 
0x5f52,0x1.f52p-3, 
0x5f53,0x1.f53p-3, 
0x5f54,0x1.f54p-3, 
0x5f55,0x1.f55p-3, 
0x5f56,0x1.f56p-3, 
0x5f57,0x1.f57p-3, 
0x5f58,0x1.f58p-3, 
0x5f59,0x1.f59p-3, 
0x5f5a,0x1.f5ap-3, 
0x5f5b,0x1.f5bp-3, 
0x5f5c,0x1.f5cp-3, 
0x5f5d,0x1.f5dp-3, 
0x5f5e,0x1.f5ep-3, 
0x5f5f,0x1.f5fp-3, 
0x5f60,0x1.f6p-3, 
0x5f61,0x1.f61p-3, 
0x5f62,0x1.f62p-3, 
0x5f63,0x1.f63p-3, 
0x5f64,0x1.f64p-3, 
0x5f65,0x1.f65p-3, 
0x5f66,0x1.f66p-3, 
0x5f67,0x1.f67p-3, 
0x5f68,0x1.f68p-3, 
0x5f69,0x1.f69p-3, 
0x5f6a,0x1.f6ap-3, 
0x5f6b,0x1.f6bp-3, 
0x5f6c,0x1.f6cp-3, 
0x5f6d,0x1.f6dp-3, 
0x5f6e,0x1.f6ep-3, 
0x5f6f,0x1.f6fp-3, 
0x5f70,0x1.f7p-3, 
0x5f71,0x1.f71p-3, 
0x5f72,0x1.f72p-3, 
0x5f73,0x1.f73p-3, 
0x5f74,0x1.f74p-3, 
0x5f75,0x1.f75p-3, 
0x5f76,0x1.f76p-3, 
0x5f77,0x1.f77p-3, 
0x5f78,0x1.f78p-3, 
0x5f79,0x1.f79p-3, 
0x5f7a,0x1.f7ap-3, 
0x5f7b,0x1.f7bp-3, 
0x5f7c,0x1.f7cp-3, 
0x5f7d,0x1.f7dp-3, 
0x5f7e,0x1.f7ep-3, 
0x5f7f,0x1.f7fp-3, 
0x5f80,0x1.f8p-3, 
0x5f81,0x1.f81p-3, 
0x5f82,0x1.f82p-3, 
0x5f83,0x1.f83p-3, 
0x5f84,0x1.f84p-3, 
0x5f85,0x1.f85p-3, 
0x5f86,0x1.f86p-3, 
0x5f87,0x1.f87p-3, 
0x5f88,0x1.f88p-3, 
0x5f89,0x1.f89p-3, 
0x5f8a,0x1.f8ap-3, 
0x5f8b,0x1.f8bp-3, 
0x5f8c,0x1.f8cp-3, 
0x5f8d,0x1.f8dp-3, 
0x5f8e,0x1.f8ep-3, 
0x5f8f,0x1.f8fp-3, 
0x5f90,0x1.f9p-3, 
0x5f91,0x1.f91p-3, 
0x5f92,0x1.f92p-3, 
0x5f93,0x1.f93p-3, 
0x5f94,0x1.f94p-3, 
0x5f95,0x1.f95p-3, 
0x5f96,0x1.f96p-3, 
0x5f97,0x1.f97p-3, 
0x5f98,0x1.f98p-3, 
0x5f99,0x1.f99p-3, 
0x5f9a,0x1.f9ap-3, 
0x5f9b,0x1.f9bp-3, 
0x5f9c,0x1.f9cp-3, 
0x5f9d,0x1.f9dp-3, 
0x5f9e,0x1.f9ep-3, 
0x5f9f,0x1.f9fp-3, 
0x5fa0,0x1.fap-3, 
0x5fa1,0x1.fa1p-3, 
0x5fa2,0x1.fa2p-3, 
0x5fa3,0x1.fa3p-3, 
0x5fa4,0x1.fa4p-3, 
0x5fa5,0x1.fa5p-3, 
0x5fa6,0x1.fa6p-3, 
0x5fa7,0x1.fa7p-3, 
0x5fa8,0x1.fa8p-3, 
0x5fa9,0x1.fa9p-3, 
0x5faa,0x1.faap-3, 
0x5fab,0x1.fabp-3, 
0x5fac,0x1.facp-3, 
0x5fad,0x1.fadp-3, 
0x5fae,0x1.faep-3, 
0x5faf,0x1.fafp-3, 
0x5fb0,0x1.fbp-3, 
0x5fb1,0x1.fb1p-3, 
0x5fb2,0x1.fb2p-3, 
0x5fb3,0x1.fb3p-3, 
0x5fb4,0x1.fb4p-3, 
0x5fb5,0x1.fb5p-3, 
0x5fb6,0x1.fb6p-3, 
0x5fb7,0x1.fb7p-3, 
0x5fb8,0x1.fb8p-3, 
0x5fb9,0x1.fb9p-3, 
0x5fba,0x1.fbap-3, 
0x5fbb,0x1.fbbp-3, 
0x5fbc,0x1.fbcp-3, 
0x5fbd,0x1.fbdp-3, 
0x5fbe,0x1.fbep-3, 
0x5fbf,0x1.fbfp-3, 
0x5fc0,0x1.fcp-3, 
0x5fc1,0x1.fc1p-3, 
0x5fc2,0x1.fc2p-3, 
0x5fc3,0x1.fc3p-3, 
0x5fc4,0x1.fc4p-3, 
0x5fc5,0x1.fc5p-3, 
0x5fc6,0x1.fc6p-3, 
0x5fc7,0x1.fc7p-3, 
0x5fc8,0x1.fc8p-3, 
0x5fc9,0x1.fc9p-3, 
0x5fca,0x1.fcap-3, 
0x5fcb,0x1.fcbp-3, 
0x5fcc,0x1.fccp-3, 
0x5fcd,0x1.fcdp-3, 
0x5fce,0x1.fcep-3, 
0x5fcf,0x1.fcfp-3, 
0x5fd0,0x1.fdp-3, 
0x5fd1,0x1.fd1p-3, 
0x5fd2,0x1.fd2p-3, 
0x5fd3,0x1.fd3p-3, 
0x5fd4,0x1.fd4p-3, 
0x5fd5,0x1.fd5p-3, 
0x5fd6,0x1.fd6p-3, 
0x5fd7,0x1.fd7p-3, 
0x5fd8,0x1.fd8p-3, 
0x5fd9,0x1.fd9p-3, 
0x5fda,0x1.fdap-3, 
0x5fdb,0x1.fdbp-3, 
0x5fdc,0x1.fdcp-3, 
0x5fdd,0x1.fddp-3, 
0x5fde,0x1.fdep-3, 
0x5fdf,0x1.fdfp-3, 
0x5fe0,0x1.fep-3, 
0x5fe1,0x1.fe1p-3, 
0x5fe2,0x1.fe2p-3, 
0x5fe3,0x1.fe3p-3, 
0x5fe4,0x1.fe4p-3, 
0x5fe5,0x1.fe5p-3, 
0x5fe6,0x1.fe6p-3, 
0x5fe7,0x1.fe7p-3, 
0x5fe8,0x1.fe8p-3, 
0x5fe9,0x1.fe9p-3, 
0x5fea,0x1.feap-3, 
0x5feb,0x1.febp-3, 
0x5fec,0x1.fecp-3, 
0x5fed,0x1.fedp-3, 
0x5fee,0x1.feep-3, 
0x5fef,0x1.fefp-3, 
0x5ff0,0x1.ffp-3, 
0x5ff1,0x1.ff1p-3, 
0x5ff2,0x1.ff2p-3, 
0x5ff3,0x1.ff3p-3, 
0x5ff4,0x1.ff4p-3, 
0x5ff5,0x1.ff5p-3, 
0x5ff6,0x1.ff6p-3, 
0x5ff7,0x1.ff7p-3, 
0x5ff8,0x1.ff8p-3, 
0x5ff9,0x1.ff9p-3, 
0x5ffa,0x1.ffap-3, 
0x5ffb,0x1.ffbp-3, 
0x5ffc,0x1.ffcp-3, 
0x5ffd,0x1.ffdp-3, 
0x5ffe,0x1.ffep-3, 
0x5fff,0x1.fffp-3, 
0x6000,0x1p-2, 
0x6001,0x1.001p-2, 
0x6002,0x1.002p-2, 
0x6003,0x1.003p-2, 
0x6004,0x1.004p-2, 
0x6005,0x1.005p-2, 
0x6006,0x1.006p-2, 
0x6007,0x1.007p-2, 
0x6008,0x1.008p-2, 
0x6009,0x1.009p-2, 
0x600a,0x1.00ap-2, 
0x600b,0x1.00bp-2, 
0x600c,0x1.00cp-2, 
0x600d,0x1.00dp-2, 
0x600e,0x1.00ep-2, 
0x600f,0x1.00fp-2, 
0x6010,0x1.01p-2, 
0x6011,0x1.011p-2, 
0x6012,0x1.012p-2, 
0x6013,0x1.013p-2, 
0x6014,0x1.014p-2, 
0x6015,0x1.015p-2, 
0x6016,0x1.016p-2, 
0x6017,0x1.017p-2, 
0x6018,0x1.018p-2, 
0x6019,0x1.019p-2, 
0x601a,0x1.01ap-2, 
0x601b,0x1.01bp-2, 
0x601c,0x1.01cp-2, 
0x601d,0x1.01dp-2, 
0x601e,0x1.01ep-2, 
0x601f,0x1.01fp-2, 
0x6020,0x1.02p-2, 
0x6021,0x1.021p-2, 
0x6022,0x1.022p-2, 
0x6023,0x1.023p-2, 
0x6024,0x1.024p-2, 
0x6025,0x1.025p-2, 
0x6026,0x1.026p-2, 
0x6027,0x1.027p-2, 
0x6028,0x1.028p-2, 
0x6029,0x1.029p-2, 
0x602a,0x1.02ap-2, 
0x602b,0x1.02bp-2, 
0x602c,0x1.02cp-2, 
0x602d,0x1.02dp-2, 
0x602e,0x1.02ep-2, 
0x602f,0x1.02fp-2, 
0x6030,0x1.03p-2, 
0x6031,0x1.031p-2, 
0x6032,0x1.032p-2, 
0x6033,0x1.033p-2, 
0x6034,0x1.034p-2, 
0x6035,0x1.035p-2, 
0x6036,0x1.036p-2, 
0x6037,0x1.037p-2, 
0x6038,0x1.038p-2, 
0x6039,0x1.039p-2, 
0x603a,0x1.03ap-2, 
0x603b,0x1.03bp-2, 
0x603c,0x1.03cp-2, 
0x603d,0x1.03dp-2, 
0x603e,0x1.03ep-2, 
0x603f,0x1.03fp-2, 
0x6040,0x1.04p-2, 
0x6041,0x1.041p-2, 
0x6042,0x1.042p-2, 
0x6043,0x1.043p-2, 
0x6044,0x1.044p-2, 
0x6045,0x1.045p-2, 
0x6046,0x1.046p-2, 
0x6047,0x1.047p-2, 
0x6048,0x1.048p-2, 
0x6049,0x1.049p-2, 
0x604a,0x1.04ap-2, 
0x604b,0x1.04bp-2, 
0x604c,0x1.04cp-2, 
0x604d,0x1.04dp-2, 
0x604e,0x1.04ep-2, 
0x604f,0x1.04fp-2, 
0x6050,0x1.05p-2, 
0x6051,0x1.051p-2, 
0x6052,0x1.052p-2, 
0x6053,0x1.053p-2, 
0x6054,0x1.054p-2, 
0x6055,0x1.055p-2, 
0x6056,0x1.056p-2, 
0x6057,0x1.057p-2, 
0x6058,0x1.058p-2, 
0x6059,0x1.059p-2, 
0x605a,0x1.05ap-2, 
0x605b,0x1.05bp-2, 
0x605c,0x1.05cp-2, 
0x605d,0x1.05dp-2, 
0x605e,0x1.05ep-2, 
0x605f,0x1.05fp-2, 
0x6060,0x1.06p-2, 
0x6061,0x1.061p-2, 
0x6062,0x1.062p-2, 
0x6063,0x1.063p-2, 
0x6064,0x1.064p-2, 
0x6065,0x1.065p-2, 
0x6066,0x1.066p-2, 
0x6067,0x1.067p-2, 
0x6068,0x1.068p-2, 
0x6069,0x1.069p-2, 
0x606a,0x1.06ap-2, 
0x606b,0x1.06bp-2, 
0x606c,0x1.06cp-2, 
0x606d,0x1.06dp-2, 
0x606e,0x1.06ep-2, 
0x606f,0x1.06fp-2, 
0x6070,0x1.07p-2, 
0x6071,0x1.071p-2, 
0x6072,0x1.072p-2, 
0x6073,0x1.073p-2, 
0x6074,0x1.074p-2, 
0x6075,0x1.075p-2, 
0x6076,0x1.076p-2, 
0x6077,0x1.077p-2, 
0x6078,0x1.078p-2, 
0x6079,0x1.079p-2, 
0x607a,0x1.07ap-2, 
0x607b,0x1.07bp-2, 
0x607c,0x1.07cp-2, 
0x607d,0x1.07dp-2, 
0x607e,0x1.07ep-2, 
0x607f,0x1.07fp-2, 
0x6080,0x1.08p-2, 
0x6081,0x1.081p-2, 
0x6082,0x1.082p-2, 
0x6083,0x1.083p-2, 
0x6084,0x1.084p-2, 
0x6085,0x1.085p-2, 
0x6086,0x1.086p-2, 
0x6087,0x1.087p-2, 
0x6088,0x1.088p-2, 
0x6089,0x1.089p-2, 
0x608a,0x1.08ap-2, 
0x608b,0x1.08bp-2, 
0x608c,0x1.08cp-2, 
0x608d,0x1.08dp-2, 
0x608e,0x1.08ep-2, 
0x608f,0x1.08fp-2, 
0x6090,0x1.09p-2, 
0x6091,0x1.091p-2, 
0x6092,0x1.092p-2, 
0x6093,0x1.093p-2, 
0x6094,0x1.094p-2, 
0x6095,0x1.095p-2, 
0x6096,0x1.096p-2, 
0x6097,0x1.097p-2, 
0x6098,0x1.098p-2, 
0x6099,0x1.099p-2, 
0x609a,0x1.09ap-2, 
0x609b,0x1.09bp-2, 
0x609c,0x1.09cp-2, 
0x609d,0x1.09dp-2, 
0x609e,0x1.09ep-2, 
0x609f,0x1.09fp-2, 
0x60a0,0x1.0ap-2, 
0x60a1,0x1.0a1p-2, 
0x60a2,0x1.0a2p-2, 
0x60a3,0x1.0a3p-2, 
0x60a4,0x1.0a4p-2, 
0x60a5,0x1.0a5p-2, 
0x60a6,0x1.0a6p-2, 
0x60a7,0x1.0a7p-2, 
0x60a8,0x1.0a8p-2, 
0x60a9,0x1.0a9p-2, 
0x60aa,0x1.0aap-2, 
0x60ab,0x1.0abp-2, 
0x60ac,0x1.0acp-2, 
0x60ad,0x1.0adp-2, 
0x60ae,0x1.0aep-2, 
0x60af,0x1.0afp-2, 
0x60b0,0x1.0bp-2, 
0x60b1,0x1.0b1p-2, 
0x60b2,0x1.0b2p-2, 
0x60b3,0x1.0b3p-2, 
0x60b4,0x1.0b4p-2, 
0x60b5,0x1.0b5p-2, 
0x60b6,0x1.0b6p-2, 
0x60b7,0x1.0b7p-2, 
0x60b8,0x1.0b8p-2, 
0x60b9,0x1.0b9p-2, 
0x60ba,0x1.0bap-2, 
0x60bb,0x1.0bbp-2, 
0x60bc,0x1.0bcp-2, 
0x60bd,0x1.0bdp-2, 
0x60be,0x1.0bep-2, 
0x60bf,0x1.0bfp-2, 
0x60c0,0x1.0cp-2, 
0x60c1,0x1.0c1p-2, 
0x60c2,0x1.0c2p-2, 
0x60c3,0x1.0c3p-2, 
0x60c4,0x1.0c4p-2, 
0x60c5,0x1.0c5p-2, 
0x60c6,0x1.0c6p-2, 
0x60c7,0x1.0c7p-2, 
0x60c8,0x1.0c8p-2, 
0x60c9,0x1.0c9p-2, 
0x60ca,0x1.0cap-2, 
0x60cb,0x1.0cbp-2, 
0x60cc,0x1.0ccp-2, 
0x60cd,0x1.0cdp-2, 
0x60ce,0x1.0cep-2, 
0x60cf,0x1.0cfp-2, 
0x60d0,0x1.0dp-2, 
0x60d1,0x1.0d1p-2, 
0x60d2,0x1.0d2p-2, 
0x60d3,0x1.0d3p-2, 
0x60d4,0x1.0d4p-2, 
0x60d5,0x1.0d5p-2, 
0x60d6,0x1.0d6p-2, 
0x60d7,0x1.0d7p-2, 
0x60d8,0x1.0d8p-2, 
0x60d9,0x1.0d9p-2, 
0x60da,0x1.0dap-2, 
0x60db,0x1.0dbp-2, 
0x60dc,0x1.0dcp-2, 
0x60dd,0x1.0ddp-2, 
0x60de,0x1.0dep-2, 
0x60df,0x1.0dfp-2, 
0x60e0,0x1.0ep-2, 
0x60e1,0x1.0e1p-2, 
0x60e2,0x1.0e2p-2, 
0x60e3,0x1.0e3p-2, 
0x60e4,0x1.0e4p-2, 
0x60e5,0x1.0e5p-2, 
0x60e6,0x1.0e6p-2, 
0x60e7,0x1.0e7p-2, 
0x60e8,0x1.0e8p-2, 
0x60e9,0x1.0e9p-2, 
0x60ea,0x1.0eap-2, 
0x60eb,0x1.0ebp-2, 
0x60ec,0x1.0ecp-2, 
0x60ed,0x1.0edp-2, 
0x60ee,0x1.0eep-2, 
0x60ef,0x1.0efp-2, 
0x60f0,0x1.0fp-2, 
0x60f1,0x1.0f1p-2, 
0x60f2,0x1.0f2p-2, 
0x60f3,0x1.0f3p-2, 
0x60f4,0x1.0f4p-2, 
0x60f5,0x1.0f5p-2, 
0x60f6,0x1.0f6p-2, 
0x60f7,0x1.0f7p-2, 
0x60f8,0x1.0f8p-2, 
0x60f9,0x1.0f9p-2, 
0x60fa,0x1.0fap-2, 
0x60fb,0x1.0fbp-2, 
0x60fc,0x1.0fcp-2, 
0x60fd,0x1.0fdp-2, 
0x60fe,0x1.0fep-2, 
0x60ff,0x1.0ffp-2, 
0x6100,0x1.1p-2, 
0x6101,0x1.101p-2, 
0x6102,0x1.102p-2, 
0x6103,0x1.103p-2, 
0x6104,0x1.104p-2, 
0x6105,0x1.105p-2, 
0x6106,0x1.106p-2, 
0x6107,0x1.107p-2, 
0x6108,0x1.108p-2, 
0x6109,0x1.109p-2, 
0x610a,0x1.10ap-2, 
0x610b,0x1.10bp-2, 
0x610c,0x1.10cp-2, 
0x610d,0x1.10dp-2, 
0x610e,0x1.10ep-2, 
0x610f,0x1.10fp-2, 
0x6110,0x1.11p-2, 
0x6111,0x1.111p-2, 
0x6112,0x1.112p-2, 
0x6113,0x1.113p-2, 
0x6114,0x1.114p-2, 
0x6115,0x1.115p-2, 
0x6116,0x1.116p-2, 
0x6117,0x1.117p-2, 
0x6118,0x1.118p-2, 
0x6119,0x1.119p-2, 
0x611a,0x1.11ap-2, 
0x611b,0x1.11bp-2, 
0x611c,0x1.11cp-2, 
0x611d,0x1.11dp-2, 
0x611e,0x1.11ep-2, 
0x611f,0x1.11fp-2, 
0x6120,0x1.12p-2, 
0x6121,0x1.121p-2, 
0x6122,0x1.122p-2, 
0x6123,0x1.123p-2, 
0x6124,0x1.124p-2, 
0x6125,0x1.125p-2, 
0x6126,0x1.126p-2, 
0x6127,0x1.127p-2, 
0x6128,0x1.128p-2, 
0x6129,0x1.129p-2, 
0x612a,0x1.12ap-2, 
0x612b,0x1.12bp-2, 
0x612c,0x1.12cp-2, 
0x612d,0x1.12dp-2, 
0x612e,0x1.12ep-2, 
0x612f,0x1.12fp-2, 
0x6130,0x1.13p-2, 
0x6131,0x1.131p-2, 
0x6132,0x1.132p-2, 
0x6133,0x1.133p-2, 
0x6134,0x1.134p-2, 
0x6135,0x1.135p-2, 
0x6136,0x1.136p-2, 
0x6137,0x1.137p-2, 
0x6138,0x1.138p-2, 
0x6139,0x1.139p-2, 
0x613a,0x1.13ap-2, 
0x613b,0x1.13bp-2, 
0x613c,0x1.13cp-2, 
0x613d,0x1.13dp-2, 
0x613e,0x1.13ep-2, 
0x613f,0x1.13fp-2, 
0x6140,0x1.14p-2, 
0x6141,0x1.141p-2, 
0x6142,0x1.142p-2, 
0x6143,0x1.143p-2, 
0x6144,0x1.144p-2, 
0x6145,0x1.145p-2, 
0x6146,0x1.146p-2, 
0x6147,0x1.147p-2, 
0x6148,0x1.148p-2, 
0x6149,0x1.149p-2, 
0x614a,0x1.14ap-2, 
0x614b,0x1.14bp-2, 
0x614c,0x1.14cp-2, 
0x614d,0x1.14dp-2, 
0x614e,0x1.14ep-2, 
0x614f,0x1.14fp-2, 
0x6150,0x1.15p-2, 
0x6151,0x1.151p-2, 
0x6152,0x1.152p-2, 
0x6153,0x1.153p-2, 
0x6154,0x1.154p-2, 
0x6155,0x1.155p-2, 
0x6156,0x1.156p-2, 
0x6157,0x1.157p-2, 
0x6158,0x1.158p-2, 
0x6159,0x1.159p-2, 
0x615a,0x1.15ap-2, 
0x615b,0x1.15bp-2, 
0x615c,0x1.15cp-2, 
0x615d,0x1.15dp-2, 
0x615e,0x1.15ep-2, 
0x615f,0x1.15fp-2, 
0x6160,0x1.16p-2, 
0x6161,0x1.161p-2, 
0x6162,0x1.162p-2, 
0x6163,0x1.163p-2, 
0x6164,0x1.164p-2, 
0x6165,0x1.165p-2, 
0x6166,0x1.166p-2, 
0x6167,0x1.167p-2, 
0x6168,0x1.168p-2, 
0x6169,0x1.169p-2, 
0x616a,0x1.16ap-2, 
0x616b,0x1.16bp-2, 
0x616c,0x1.16cp-2, 
0x616d,0x1.16dp-2, 
0x616e,0x1.16ep-2, 
0x616f,0x1.16fp-2, 
0x6170,0x1.17p-2, 
0x6171,0x1.171p-2, 
0x6172,0x1.172p-2, 
0x6173,0x1.173p-2, 
0x6174,0x1.174p-2, 
0x6175,0x1.175p-2, 
0x6176,0x1.176p-2, 
0x6177,0x1.177p-2, 
0x6178,0x1.178p-2, 
0x6179,0x1.179p-2, 
0x617a,0x1.17ap-2, 
0x617b,0x1.17bp-2, 
0x617c,0x1.17cp-2, 
0x617d,0x1.17dp-2, 
0x617e,0x1.17ep-2, 
0x617f,0x1.17fp-2, 
0x6180,0x1.18p-2, 
0x6181,0x1.181p-2, 
0x6182,0x1.182p-2, 
0x6183,0x1.183p-2, 
0x6184,0x1.184p-2, 
0x6185,0x1.185p-2, 
0x6186,0x1.186p-2, 
0x6187,0x1.187p-2, 
0x6188,0x1.188p-2, 
0x6189,0x1.189p-2, 
0x618a,0x1.18ap-2, 
0x618b,0x1.18bp-2, 
0x618c,0x1.18cp-2, 
0x618d,0x1.18dp-2, 
0x618e,0x1.18ep-2, 
0x618f,0x1.18fp-2, 
0x6190,0x1.19p-2, 
0x6191,0x1.191p-2, 
0x6192,0x1.192p-2, 
0x6193,0x1.193p-2, 
0x6194,0x1.194p-2, 
0x6195,0x1.195p-2, 
0x6196,0x1.196p-2, 
0x6197,0x1.197p-2, 
0x6198,0x1.198p-2, 
0x6199,0x1.199p-2, 
0x619a,0x1.19ap-2, 
0x619b,0x1.19bp-2, 
0x619c,0x1.19cp-2, 
0x619d,0x1.19dp-2, 
0x619e,0x1.19ep-2, 
0x619f,0x1.19fp-2, 
0x61a0,0x1.1ap-2, 
0x61a1,0x1.1a1p-2, 
0x61a2,0x1.1a2p-2, 
0x61a3,0x1.1a3p-2, 
0x61a4,0x1.1a4p-2, 
0x61a5,0x1.1a5p-2, 
0x61a6,0x1.1a6p-2, 
0x61a7,0x1.1a7p-2, 
0x61a8,0x1.1a8p-2, 
0x61a9,0x1.1a9p-2, 
0x61aa,0x1.1aap-2, 
0x61ab,0x1.1abp-2, 
0x61ac,0x1.1acp-2, 
0x61ad,0x1.1adp-2, 
0x61ae,0x1.1aep-2, 
0x61af,0x1.1afp-2, 
0x61b0,0x1.1bp-2, 
0x61b1,0x1.1b1p-2, 
0x61b2,0x1.1b2p-2, 
0x61b3,0x1.1b3p-2, 
0x61b4,0x1.1b4p-2, 
0x61b5,0x1.1b5p-2, 
0x61b6,0x1.1b6p-2, 
0x61b7,0x1.1b7p-2, 
0x61b8,0x1.1b8p-2, 
0x61b9,0x1.1b9p-2, 
0x61ba,0x1.1bap-2, 
0x61bb,0x1.1bbp-2, 
0x61bc,0x1.1bcp-2, 
0x61bd,0x1.1bdp-2, 
0x61be,0x1.1bep-2, 
0x61bf,0x1.1bfp-2, 
0x61c0,0x1.1cp-2, 
0x61c1,0x1.1c1p-2, 
0x61c2,0x1.1c2p-2, 
0x61c3,0x1.1c3p-2, 
0x61c4,0x1.1c4p-2, 
0x61c5,0x1.1c5p-2, 
0x61c6,0x1.1c6p-2, 
0x61c7,0x1.1c7p-2, 
0x61c8,0x1.1c8p-2, 
0x61c9,0x1.1c9p-2, 
0x61ca,0x1.1cap-2, 
0x61cb,0x1.1cbp-2, 
0x61cc,0x1.1ccp-2, 
0x61cd,0x1.1cdp-2, 
0x61ce,0x1.1cep-2, 
0x61cf,0x1.1cfp-2, 
0x61d0,0x1.1dp-2, 
0x61d1,0x1.1d1p-2, 
0x61d2,0x1.1d2p-2, 
0x61d3,0x1.1d3p-2, 
0x61d4,0x1.1d4p-2, 
0x61d5,0x1.1d5p-2, 
0x61d6,0x1.1d6p-2, 
0x61d7,0x1.1d7p-2, 
0x61d8,0x1.1d8p-2, 
0x61d9,0x1.1d9p-2, 
0x61da,0x1.1dap-2, 
0x61db,0x1.1dbp-2, 
0x61dc,0x1.1dcp-2, 
0x61dd,0x1.1ddp-2, 
0x61de,0x1.1dep-2, 
0x61df,0x1.1dfp-2, 
0x61e0,0x1.1ep-2, 
0x61e1,0x1.1e1p-2, 
0x61e2,0x1.1e2p-2, 
0x61e3,0x1.1e3p-2, 
0x61e4,0x1.1e4p-2, 
