codepoint,values,subnormal
0x14d57,-0x1.d57p-4, 
0x14d58,-0x1.d58p-4, 
0x14d59,-0x1.d59p-4, 
0x14d5a,-0x1.d5ap-4, 
0x14d5b,-0x1.d5bp-4, 
0x14d5c,-0x1.d5cp-4, 
0x14d5d,-0x1.d5dp-4, 
0x14d5e,-0x1.d5ep-4, 
0x14d5f,-0x1.d5fp-4, 
0x14d60,-0x1.d6p-4, 
0x14d61,-0x1.d61p-4, 
0x14d62,-0x1.d62p-4, 
0x14d63,-0x1.d63p-4, 
0x14d64,-0x1.d64p-4, 
0x14d65,-0x1.d65p-4, 
0x14d66,-0x1.d66p-4, 
0x14d67,-0x1.d67p-4, 
0x14d68,-0x1.d68p-4, 
0x14d69,-0x1.d69p-4, 
0x14d6a,-0x1.d6ap-4, 
0x14d6b,-0x1.d6bp-4, 
0x14d6c,-0x1.d6cp-4, 
0x14d6d,-0x1.d6dp-4, 
0x14d6e,-0x1.d6ep-4, 
0x14d6f,-0x1.d6fp-4, 
0x14d70,-0x1.d7p-4, 
0x14d71,-0x1.d71p-4, 
0x14d72,-0x1.d72p-4, 
0x14d73,-0x1.d73p-4, 
0x14d74,-0x1.d74p-4, 
0x14d75,-0x1.d75p-4, 
0x14d76,-0x1.d76p-4, 
0x14d77,-0x1.d77p-4, 
0x14d78,-0x1.d78p-4, 
0x14d79,-0x1.d79p-4, 
0x14d7a,-0x1.d7ap-4, 
0x14d7b,-0x1.d7bp-4, 
0x14d7c,-0x1.d7cp-4, 
0x14d7d,-0x1.d7dp-4, 
0x14d7e,-0x1.d7ep-4, 
0x14d7f,-0x1.d7fp-4, 
0x14d80,-0x1.d8p-4, 
0x14d81,-0x1.d81p-4, 
0x14d82,-0x1.d82p-4, 
0x14d83,-0x1.d83p-4, 
0x14d84,-0x1.d84p-4, 
0x14d85,-0x1.d85p-4, 
0x14d86,-0x1.d86p-4, 
0x14d87,-0x1.d87p-4, 
0x14d88,-0x1.d88p-4, 
0x14d89,-0x1.d89p-4, 
0x14d8a,-0x1.d8ap-4, 
0x14d8b,-0x1.d8bp-4, 
0x14d8c,-0x1.d8cp-4, 
0x14d8d,-0x1.d8dp-4, 
0x14d8e,-0x1.d8ep-4, 
0x14d8f,-0x1.d8fp-4, 
0x14d90,-0x1.d9p-4, 
0x14d91,-0x1.d91p-4, 
0x14d92,-0x1.d92p-4, 
0x14d93,-0x1.d93p-4, 
0x14d94,-0x1.d94p-4, 
0x14d95,-0x1.d95p-4, 
0x14d96,-0x1.d96p-4, 
0x14d97,-0x1.d97p-4, 
0x14d98,-0x1.d98p-4, 
0x14d99,-0x1.d99p-4, 
0x14d9a,-0x1.d9ap-4, 
0x14d9b,-0x1.d9bp-4, 
0x14d9c,-0x1.d9cp-4, 
0x14d9d,-0x1.d9dp-4, 
0x14d9e,-0x1.d9ep-4, 
0x14d9f,-0x1.d9fp-4, 
0x14da0,-0x1.dap-4, 
0x14da1,-0x1.da1p-4, 
0x14da2,-0x1.da2p-4, 
0x14da3,-0x1.da3p-4, 
0x14da4,-0x1.da4p-4, 
0x14da5,-0x1.da5p-4, 
0x14da6,-0x1.da6p-4, 
0x14da7,-0x1.da7p-4, 
0x14da8,-0x1.da8p-4, 
0x14da9,-0x1.da9p-4, 
0x14daa,-0x1.daap-4, 
0x14dab,-0x1.dabp-4, 
0x14dac,-0x1.dacp-4, 
0x14dad,-0x1.dadp-4, 
0x14dae,-0x1.daep-4, 
0x14daf,-0x1.dafp-4, 
0x14db0,-0x1.dbp-4, 
0x14db1,-0x1.db1p-4, 
0x14db2,-0x1.db2p-4, 
0x14db3,-0x1.db3p-4, 
0x14db4,-0x1.db4p-4, 
0x14db5,-0x1.db5p-4, 
0x14db6,-0x1.db6p-4, 
0x14db7,-0x1.db7p-4, 
0x14db8,-0x1.db8p-4, 
0x14db9,-0x1.db9p-4, 
0x14dba,-0x1.dbap-4, 
0x14dbb,-0x1.dbbp-4, 
0x14dbc,-0x1.dbcp-4, 
0x14dbd,-0x1.dbdp-4, 
0x14dbe,-0x1.dbep-4, 
0x14dbf,-0x1.dbfp-4, 
0x14dc0,-0x1.dcp-4, 
0x14dc1,-0x1.dc1p-4, 
0x14dc2,-0x1.dc2p-4, 
0x14dc3,-0x1.dc3p-4, 
0x14dc4,-0x1.dc4p-4, 
0x14dc5,-0x1.dc5p-4, 
0x14dc6,-0x1.dc6p-4, 
0x14dc7,-0x1.dc7p-4, 
0x14dc8,-0x1.dc8p-4, 
0x14dc9,-0x1.dc9p-4, 
0x14dca,-0x1.dcap-4, 
0x14dcb,-0x1.dcbp-4, 
0x14dcc,-0x1.dccp-4, 
0x14dcd,-0x1.dcdp-4, 
0x14dce,-0x1.dcep-4, 
0x14dcf,-0x1.dcfp-4, 
0x14dd0,-0x1.ddp-4, 
0x14dd1,-0x1.dd1p-4, 
0x14dd2,-0x1.dd2p-4, 
0x14dd3,-0x1.dd3p-4, 
0x14dd4,-0x1.dd4p-4, 
0x14dd5,-0x1.dd5p-4, 
0x14dd6,-0x1.dd6p-4, 
0x14dd7,-0x1.dd7p-4, 
0x14dd8,-0x1.dd8p-4, 
0x14dd9,-0x1.dd9p-4, 
0x14dda,-0x1.ddap-4, 
0x14ddb,-0x1.ddbp-4, 
0x14ddc,-0x1.ddcp-4, 
0x14ddd,-0x1.dddp-4, 
0x14dde,-0x1.ddep-4, 
0x14ddf,-0x1.ddfp-4, 
0x14de0,-0x1.dep-4, 
0x14de1,-0x1.de1p-4, 
0x14de2,-0x1.de2p-4, 
0x14de3,-0x1.de3p-4, 
0x14de4,-0x1.de4p-4, 
0x14de5,-0x1.de5p-4, 
0x14de6,-0x1.de6p-4, 
0x14de7,-0x1.de7p-4, 
0x14de8,-0x1.de8p-4, 
0x14de9,-0x1.de9p-4, 
0x14dea,-0x1.deap-4, 
0x14deb,-0x1.debp-4, 
0x14dec,-0x1.decp-4, 
0x14ded,-0x1.dedp-4, 
0x14dee,-0x1.deep-4, 
0x14def,-0x1.defp-4, 
0x14df0,-0x1.dfp-4, 
0x14df1,-0x1.df1p-4, 
0x14df2,-0x1.df2p-4, 
0x14df3,-0x1.df3p-4, 
0x14df4,-0x1.df4p-4, 
0x14df5,-0x1.df5p-4, 
0x14df6,-0x1.df6p-4, 
0x14df7,-0x1.df7p-4, 
0x14df8,-0x1.df8p-4, 
0x14df9,-0x1.df9p-4, 
0x14dfa,-0x1.dfap-4, 
0x14dfb,-0x1.dfbp-4, 
0x14dfc,-0x1.dfcp-4, 
0x14dfd,-0x1.dfdp-4, 
0x14dfe,-0x1.dfep-4, 
0x14dff,-0x1.dffp-4, 
0x14e00,-0x1.ep-4, 
0x14e01,-0x1.e01p-4, 
0x14e02,-0x1.e02p-4, 
0x14e03,-0x1.e03p-4, 
0x14e04,-0x1.e04p-4, 
0x14e05,-0x1.e05p-4, 
0x14e06,-0x1.e06p-4, 
0x14e07,-0x1.e07p-4, 
0x14e08,-0x1.e08p-4, 
0x14e09,-0x1.e09p-4, 
0x14e0a,-0x1.e0ap-4, 
0x14e0b,-0x1.e0bp-4, 
0x14e0c,-0x1.e0cp-4, 
0x14e0d,-0x1.e0dp-4, 
0x14e0e,-0x1.e0ep-4, 
0x14e0f,-0x1.e0fp-4, 
0x14e10,-0x1.e1p-4, 
0x14e11,-0x1.e11p-4, 
0x14e12,-0x1.e12p-4, 
0x14e13,-0x1.e13p-4, 
0x14e14,-0x1.e14p-4, 
0x14e15,-0x1.e15p-4, 
0x14e16,-0x1.e16p-4, 
0x14e17,-0x1.e17p-4, 
0x14e18,-0x1.e18p-4, 
0x14e19,-0x1.e19p-4, 
0x14e1a,-0x1.e1ap-4, 
0x14e1b,-0x1.e1bp-4, 
0x14e1c,-0x1.e1cp-4, 
0x14e1d,-0x1.e1dp-4, 
0x14e1e,-0x1.e1ep-4, 
0x14e1f,-0x1.e1fp-4, 
0x14e20,-0x1.e2p-4, 
0x14e21,-0x1.e21p-4, 
0x14e22,-0x1.e22p-4, 
0x14e23,-0x1.e23p-4, 
0x14e24,-0x1.e24p-4, 
0x14e25,-0x1.e25p-4, 
0x14e26,-0x1.e26p-4, 
0x14e27,-0x1.e27p-4, 
0x14e28,-0x1.e28p-4, 
0x14e29,-0x1.e29p-4, 
0x14e2a,-0x1.e2ap-4, 
0x14e2b,-0x1.e2bp-4, 
0x14e2c,-0x1.e2cp-4, 
0x14e2d,-0x1.e2dp-4, 
0x14e2e,-0x1.e2ep-4, 
0x14e2f,-0x1.e2fp-4, 
0x14e30,-0x1.e3p-4, 
0x14e31,-0x1.e31p-4, 
0x14e32,-0x1.e32p-4, 
0x14e33,-0x1.e33p-4, 
0x14e34,-0x1.e34p-4, 
0x14e35,-0x1.e35p-4, 
0x14e36,-0x1.e36p-4, 
0x14e37,-0x1.e37p-4, 
0x14e38,-0x1.e38p-4, 
0x14e39,-0x1.e39p-4, 
0x14e3a,-0x1.e3ap-4, 
0x14e3b,-0x1.e3bp-4, 
0x14e3c,-0x1.e3cp-4, 
0x14e3d,-0x1.e3dp-4, 
0x14e3e,-0x1.e3ep-4, 
0x14e3f,-0x1.e3fp-4, 
0x14e40,-0x1.e4p-4, 
0x14e41,-0x1.e41p-4, 
0x14e42,-0x1.e42p-4, 
0x14e43,-0x1.e43p-4, 
0x14e44,-0x1.e44p-4, 
0x14e45,-0x1.e45p-4, 
0x14e46,-0x1.e46p-4, 
0x14e47,-0x1.e47p-4, 
0x14e48,-0x1.e48p-4, 
0x14e49,-0x1.e49p-4, 
0x14e4a,-0x1.e4ap-4, 
0x14e4b,-0x1.e4bp-4, 
0x14e4c,-0x1.e4cp-4, 
0x14e4d,-0x1.e4dp-4, 
0x14e4e,-0x1.e4ep-4, 
0x14e4f,-0x1.e4fp-4, 
0x14e50,-0x1.e5p-4, 
0x14e51,-0x1.e51p-4, 
0x14e52,-0x1.e52p-4, 
0x14e53,-0x1.e53p-4, 
0x14e54,-0x1.e54p-4, 
0x14e55,-0x1.e55p-4, 
0x14e56,-0x1.e56p-4, 
0x14e57,-0x1.e57p-4, 
0x14e58,-0x1.e58p-4, 
0x14e59,-0x1.e59p-4, 
0x14e5a,-0x1.e5ap-4, 
0x14e5b,-0x1.e5bp-4, 
0x14e5c,-0x1.e5cp-4, 
0x14e5d,-0x1.e5dp-4, 
0x14e5e,-0x1.e5ep-4, 
0x14e5f,-0x1.e5fp-4, 
0x14e60,-0x1.e6p-4, 
0x14e61,-0x1.e61p-4, 
0x14e62,-0x1.e62p-4, 
0x14e63,-0x1.e63p-4, 
0x14e64,-0x1.e64p-4, 
0x14e65,-0x1.e65p-4, 
0x14e66,-0x1.e66p-4, 
0x14e67,-0x1.e67p-4, 
0x14e68,-0x1.e68p-4, 
0x14e69,-0x1.e69p-4, 
0x14e6a,-0x1.e6ap-4, 
0x14e6b,-0x1.e6bp-4, 
0x14e6c,-0x1.e6cp-4, 
0x14e6d,-0x1.e6dp-4, 
0x14e6e,-0x1.e6ep-4, 
0x14e6f,-0x1.e6fp-4, 
0x14e70,-0x1.e7p-4, 
0x14e71,-0x1.e71p-4, 
0x14e72,-0x1.e72p-4, 
0x14e73,-0x1.e73p-4, 
0x14e74,-0x1.e74p-4, 
0x14e75,-0x1.e75p-4, 
0x14e76,-0x1.e76p-4, 
0x14e77,-0x1.e77p-4, 
0x14e78,-0x1.e78p-4, 
0x14e79,-0x1.e79p-4, 
0x14e7a,-0x1.e7ap-4, 
0x14e7b,-0x1.e7bp-4, 
0x14e7c,-0x1.e7cp-4, 
0x14e7d,-0x1.e7dp-4, 
0x14e7e,-0x1.e7ep-4, 
0x14e7f,-0x1.e7fp-4, 
0x14e80,-0x1.e8p-4, 
0x14e81,-0x1.e81p-4, 
0x14e82,-0x1.e82p-4, 
0x14e83,-0x1.e83p-4, 
0x14e84,-0x1.e84p-4, 
0x14e85,-0x1.e85p-4, 
0x14e86,-0x1.e86p-4, 
0x14e87,-0x1.e87p-4, 
0x14e88,-0x1.e88p-4, 
0x14e89,-0x1.e89p-4, 
0x14e8a,-0x1.e8ap-4, 
0x14e8b,-0x1.e8bp-4, 
0x14e8c,-0x1.e8cp-4, 
0x14e8d,-0x1.e8dp-4, 
0x14e8e,-0x1.e8ep-4, 
0x14e8f,-0x1.e8fp-4, 
0x14e90,-0x1.e9p-4, 
0x14e91,-0x1.e91p-4, 
0x14e92,-0x1.e92p-4, 
0x14e93,-0x1.e93p-4, 
0x14e94,-0x1.e94p-4, 
0x14e95,-0x1.e95p-4, 
0x14e96,-0x1.e96p-4, 
0x14e97,-0x1.e97p-4, 
0x14e98,-0x1.e98p-4, 
0x14e99,-0x1.e99p-4, 
0x14e9a,-0x1.e9ap-4, 
0x14e9b,-0x1.e9bp-4, 
0x14e9c,-0x1.e9cp-4, 
0x14e9d,-0x1.e9dp-4, 
0x14e9e,-0x1.e9ep-4, 
0x14e9f,-0x1.e9fp-4, 
0x14ea0,-0x1.eap-4, 
0x14ea1,-0x1.ea1p-4, 
0x14ea2,-0x1.ea2p-4, 
0x14ea3,-0x1.ea3p-4, 
0x14ea4,-0x1.ea4p-4, 
0x14ea5,-0x1.ea5p-4, 
0x14ea6,-0x1.ea6p-4, 
0x14ea7,-0x1.ea7p-4, 
0x14ea8,-0x1.ea8p-4, 
0x14ea9,-0x1.ea9p-4, 
0x14eaa,-0x1.eaap-4, 
0x14eab,-0x1.eabp-4, 
0x14eac,-0x1.eacp-4, 
0x14ead,-0x1.eadp-4, 
0x14eae,-0x1.eaep-4, 
0x14eaf,-0x1.eafp-4, 
0x14eb0,-0x1.ebp-4, 
0x14eb1,-0x1.eb1p-4, 
0x14eb2,-0x1.eb2p-4, 
0x14eb3,-0x1.eb3p-4, 
0x14eb4,-0x1.eb4p-4, 
0x14eb5,-0x1.eb5p-4, 
0x14eb6,-0x1.eb6p-4, 
0x14eb7,-0x1.eb7p-4, 
0x14eb8,-0x1.eb8p-4, 
0x14eb9,-0x1.eb9p-4, 
0x14eba,-0x1.ebap-4, 
0x14ebb,-0x1.ebbp-4, 
0x14ebc,-0x1.ebcp-4, 
0x14ebd,-0x1.ebdp-4, 
0x14ebe,-0x1.ebep-4, 
0x14ebf,-0x1.ebfp-4, 
0x14ec0,-0x1.ecp-4, 
0x14ec1,-0x1.ec1p-4, 
0x14ec2,-0x1.ec2p-4, 
0x14ec3,-0x1.ec3p-4, 
0x14ec4,-0x1.ec4p-4, 
0x14ec5,-0x1.ec5p-4, 
0x14ec6,-0x1.ec6p-4, 
0x14ec7,-0x1.ec7p-4, 
0x14ec8,-0x1.ec8p-4, 
0x14ec9,-0x1.ec9p-4, 
0x14eca,-0x1.ecap-4, 
0x14ecb,-0x1.ecbp-4, 
0x14ecc,-0x1.eccp-4, 
0x14ecd,-0x1.ecdp-4, 
0x14ece,-0x1.ecep-4, 
0x14ecf,-0x1.ecfp-4, 
0x14ed0,-0x1.edp-4, 
0x14ed1,-0x1.ed1p-4, 
0x14ed2,-0x1.ed2p-4, 
0x14ed3,-0x1.ed3p-4, 
0x14ed4,-0x1.ed4p-4, 
0x14ed5,-0x1.ed5p-4, 
0x14ed6,-0x1.ed6p-4, 
0x14ed7,-0x1.ed7p-4, 
0x14ed8,-0x1.ed8p-4, 
0x14ed9,-0x1.ed9p-4, 
0x14eda,-0x1.edap-4, 
0x14edb,-0x1.edbp-4, 
0x14edc,-0x1.edcp-4, 
0x14edd,-0x1.eddp-4, 
0x14ede,-0x1.edep-4, 
0x14edf,-0x1.edfp-4, 
0x14ee0,-0x1.eep-4, 
0x14ee1,-0x1.ee1p-4, 
0x14ee2,-0x1.ee2p-4, 
0x14ee3,-0x1.ee3p-4, 
0x14ee4,-0x1.ee4p-4, 
0x14ee5,-0x1.ee5p-4, 
0x14ee6,-0x1.ee6p-4, 
0x14ee7,-0x1.ee7p-4, 
0x14ee8,-0x1.ee8p-4, 
0x14ee9,-0x1.ee9p-4, 
0x14eea,-0x1.eeap-4, 
0x14eeb,-0x1.eebp-4, 
0x14eec,-0x1.eecp-4, 
0x14eed,-0x1.eedp-4, 
0x14eee,-0x1.eeep-4, 
0x14eef,-0x1.eefp-4, 
0x14ef0,-0x1.efp-4, 
0x14ef1,-0x1.ef1p-4, 
0x14ef2,-0x1.ef2p-4, 
0x14ef3,-0x1.ef3p-4, 
0x14ef4,-0x1.ef4p-4, 
0x14ef5,-0x1.ef5p-4, 
0x14ef6,-0x1.ef6p-4, 
0x14ef7,-0x1.ef7p-4, 
0x14ef8,-0x1.ef8p-4, 
0x14ef9,-0x1.ef9p-4, 
0x14efa,-0x1.efap-4, 
0x14efb,-0x1.efbp-4, 
0x14efc,-0x1.efcp-4, 
0x14efd,-0x1.efdp-4, 
0x14efe,-0x1.efep-4, 
0x14eff,-0x1.effp-4, 
0x14f00,-0x1.fp-4, 
0x14f01,-0x1.f01p-4, 
0x14f02,-0x1.f02p-4, 
0x14f03,-0x1.f03p-4, 
0x14f04,-0x1.f04p-4, 
0x14f05,-0x1.f05p-4, 
0x14f06,-0x1.f06p-4, 
0x14f07,-0x1.f07p-4, 
0x14f08,-0x1.f08p-4, 
0x14f09,-0x1.f09p-4, 
0x14f0a,-0x1.f0ap-4, 
0x14f0b,-0x1.f0bp-4, 
0x14f0c,-0x1.f0cp-4, 
0x14f0d,-0x1.f0dp-4, 
0x14f0e,-0x1.f0ep-4, 
0x14f0f,-0x1.f0fp-4, 
0x14f10,-0x1.f1p-4, 
0x14f11,-0x1.f11p-4, 
0x14f12,-0x1.f12p-4, 
0x14f13,-0x1.f13p-4, 
0x14f14,-0x1.f14p-4, 
0x14f15,-0x1.f15p-4, 
0x14f16,-0x1.f16p-4, 
0x14f17,-0x1.f17p-4, 
0x14f18,-0x1.f18p-4, 
0x14f19,-0x1.f19p-4, 
0x14f1a,-0x1.f1ap-4, 
0x14f1b,-0x1.f1bp-4, 
0x14f1c,-0x1.f1cp-4, 
0x14f1d,-0x1.f1dp-4, 
0x14f1e,-0x1.f1ep-4, 
0x14f1f,-0x1.f1fp-4, 
0x14f20,-0x1.f2p-4, 
0x14f21,-0x1.f21p-4, 
0x14f22,-0x1.f22p-4, 
0x14f23,-0x1.f23p-4, 
0x14f24,-0x1.f24p-4, 
0x14f25,-0x1.f25p-4, 
0x14f26,-0x1.f26p-4, 
0x14f27,-0x1.f27p-4, 
0x14f28,-0x1.f28p-4, 
0x14f29,-0x1.f29p-4, 
0x14f2a,-0x1.f2ap-4, 
0x14f2b,-0x1.f2bp-4, 
0x14f2c,-0x1.f2cp-4, 
0x14f2d,-0x1.f2dp-4, 
0x14f2e,-0x1.f2ep-4, 
0x14f2f,-0x1.f2fp-4, 
0x14f30,-0x1.f3p-4, 
0x14f31,-0x1.f31p-4, 
0x14f32,-0x1.f32p-4, 
0x14f33,-0x1.f33p-4, 
0x14f34,-0x1.f34p-4, 
0x14f35,-0x1.f35p-4, 
0x14f36,-0x1.f36p-4, 
0x14f37,-0x1.f37p-4, 
0x14f38,-0x1.f38p-4, 
0x14f39,-0x1.f39p-4, 
0x14f3a,-0x1.f3ap-4, 
0x14f3b,-0x1.f3bp-4, 
0x14f3c,-0x1.f3cp-4, 
0x14f3d,-0x1.f3dp-4, 
0x14f3e,-0x1.f3ep-4, 
0x14f3f,-0x1.f3fp-4, 
0x14f40,-0x1.f4p-4, 
0x14f41,-0x1.f41p-4, 
0x14f42,-0x1.f42p-4, 
0x14f43,-0x1.f43p-4, 
0x14f44,-0x1.f44p-4, 
0x14f45,-0x1.f45p-4, 
0x14f46,-0x1.f46p-4, 
0x14f47,-0x1.f47p-4, 
0x14f48,-0x1.f48p-4, 
0x14f49,-0x1.f49p-4, 
0x14f4a,-0x1.f4ap-4, 
0x14f4b,-0x1.f4bp-4, 
0x14f4c,-0x1.f4cp-4, 
0x14f4d,-0x1.f4dp-4, 
0x14f4e,-0x1.f4ep-4, 
0x14f4f,-0x1.f4fp-4, 
0x14f50,-0x1.f5p-4, 
0x14f51,-0x1.f51p-4, 
0x14f52,-0x1.f52p-4, 
0x14f53,-0x1.f53p-4, 
0x14f54,-0x1.f54p-4, 
0x14f55,-0x1.f55p-4, 
0x14f56,-0x1.f56p-4, 
0x14f57,-0x1.f57p-4, 
0x14f58,-0x1.f58p-4, 
0x14f59,-0x1.f59p-4, 
0x14f5a,-0x1.f5ap-4, 
0x14f5b,-0x1.f5bp-4, 
0x14f5c,-0x1.f5cp-4, 
0x14f5d,-0x1.f5dp-4, 
0x14f5e,-0x1.f5ep-4, 
0x14f5f,-0x1.f5fp-4, 
0x14f60,-0x1.f6p-4, 
0x14f61,-0x1.f61p-4, 
0x14f62,-0x1.f62p-4, 
0x14f63,-0x1.f63p-4, 
0x14f64,-0x1.f64p-4, 
0x14f65,-0x1.f65p-4, 
0x14f66,-0x1.f66p-4, 
0x14f67,-0x1.f67p-4, 
0x14f68,-0x1.f68p-4, 
0x14f69,-0x1.f69p-4, 
0x14f6a,-0x1.f6ap-4, 
0x14f6b,-0x1.f6bp-4, 
0x14f6c,-0x1.f6cp-4, 
0x14f6d,-0x1.f6dp-4, 
0x14f6e,-0x1.f6ep-4, 
0x14f6f,-0x1.f6fp-4, 
0x14f70,-0x1.f7p-4, 
0x14f71,-0x1.f71p-4, 
0x14f72,-0x1.f72p-4, 
0x14f73,-0x1.f73p-4, 
0x14f74,-0x1.f74p-4, 
0x14f75,-0x1.f75p-4, 
0x14f76,-0x1.f76p-4, 
0x14f77,-0x1.f77p-4, 
0x14f78,-0x1.f78p-4, 
0x14f79,-0x1.f79p-4, 
0x14f7a,-0x1.f7ap-4, 
0x14f7b,-0x1.f7bp-4, 
0x14f7c,-0x1.f7cp-4, 
0x14f7d,-0x1.f7dp-4, 
0x14f7e,-0x1.f7ep-4, 
0x14f7f,-0x1.f7fp-4, 
0x14f80,-0x1.f8p-4, 
0x14f81,-0x1.f81p-4, 
0x14f82,-0x1.f82p-4, 
0x14f83,-0x1.f83p-4, 
0x14f84,-0x1.f84p-4, 
0x14f85,-0x1.f85p-4, 
0x14f86,-0x1.f86p-4, 
0x14f87,-0x1.f87p-4, 
0x14f88,-0x1.f88p-4, 
0x14f89,-0x1.f89p-4, 
0x14f8a,-0x1.f8ap-4, 
0x14f8b,-0x1.f8bp-4, 
0x14f8c,-0x1.f8cp-4, 
0x14f8d,-0x1.f8dp-4, 
0x14f8e,-0x1.f8ep-4, 
0x14f8f,-0x1.f8fp-4, 
0x14f90,-0x1.f9p-4, 
0x14f91,-0x1.f91p-4, 
0x14f92,-0x1.f92p-4, 
0x14f93,-0x1.f93p-4, 
0x14f94,-0x1.f94p-4, 
0x14f95,-0x1.f95p-4, 
0x14f96,-0x1.f96p-4, 
0x14f97,-0x1.f97p-4, 
0x14f98,-0x1.f98p-4, 
0x14f99,-0x1.f99p-4, 
0x14f9a,-0x1.f9ap-4, 
0x14f9b,-0x1.f9bp-4, 
0x14f9c,-0x1.f9cp-4, 
0x14f9d,-0x1.f9dp-4, 
0x14f9e,-0x1.f9ep-4, 
0x14f9f,-0x1.f9fp-4, 
0x14fa0,-0x1.fap-4, 
0x14fa1,-0x1.fa1p-4, 
0x14fa2,-0x1.fa2p-4, 
0x14fa3,-0x1.fa3p-4, 
0x14fa4,-0x1.fa4p-4, 
0x14fa5,-0x1.fa5p-4, 
0x14fa6,-0x1.fa6p-4, 
0x14fa7,-0x1.fa7p-4, 
0x14fa8,-0x1.fa8p-4, 
0x14fa9,-0x1.fa9p-4, 
0x14faa,-0x1.faap-4, 
0x14fab,-0x1.fabp-4, 
0x14fac,-0x1.facp-4, 
0x14fad,-0x1.fadp-4, 
0x14fae,-0x1.faep-4, 
0x14faf,-0x1.fafp-4, 
0x14fb0,-0x1.fbp-4, 
0x14fb1,-0x1.fb1p-4, 
0x14fb2,-0x1.fb2p-4, 
0x14fb3,-0x1.fb3p-4, 
0x14fb4,-0x1.fb4p-4, 
0x14fb5,-0x1.fb5p-4, 
0x14fb6,-0x1.fb6p-4, 
0x14fb7,-0x1.fb7p-4, 
0x14fb8,-0x1.fb8p-4, 
0x14fb9,-0x1.fb9p-4, 
0x14fba,-0x1.fbap-4, 
0x14fbb,-0x1.fbbp-4, 
0x14fbc,-0x1.fbcp-4, 
0x14fbd,-0x1.fbdp-4, 
0x14fbe,-0x1.fbep-4, 
0x14fbf,-0x1.fbfp-4, 
0x14fc0,-0x1.fcp-4, 
0x14fc1,-0x1.fc1p-4, 
0x14fc2,-0x1.fc2p-4, 
0x14fc3,-0x1.fc3p-4, 
0x14fc4,-0x1.fc4p-4, 
0x14fc5,-0x1.fc5p-4, 
0x14fc6,-0x1.fc6p-4, 
0x14fc7,-0x1.fc7p-4, 
0x14fc8,-0x1.fc8p-4, 
0x14fc9,-0x1.fc9p-4, 
0x14fca,-0x1.fcap-4, 
0x14fcb,-0x1.fcbp-4, 
0x14fcc,-0x1.fccp-4, 
0x14fcd,-0x1.fcdp-4, 
0x14fce,-0x1.fcep-4, 
0x14fcf,-0x1.fcfp-4, 
0x14fd0,-0x1.fdp-4, 
0x14fd1,-0x1.fd1p-4, 
0x14fd2,-0x1.fd2p-4, 
0x14fd3,-0x1.fd3p-4, 
0x14fd4,-0x1.fd4p-4, 
0x14fd5,-0x1.fd5p-4, 
0x14fd6,-0x1.fd6p-4, 
0x14fd7,-0x1.fd7p-4, 
0x14fd8,-0x1.fd8p-4, 
0x14fd9,-0x1.fd9p-4, 
0x14fda,-0x1.fdap-4, 
0x14fdb,-0x1.fdbp-4, 
0x14fdc,-0x1.fdcp-4, 
0x14fdd,-0x1.fddp-4, 
0x14fde,-0x1.fdep-4, 
0x14fdf,-0x1.fdfp-4, 
0x14fe0,-0x1.fep-4, 
0x14fe1,-0x1.fe1p-4, 
0x14fe2,-0x1.fe2p-4, 
0x14fe3,-0x1.fe3p-4, 
0x14fe4,-0x1.fe4p-4, 
0x14fe5,-0x1.fe5p-4, 
0x14fe6,-0x1.fe6p-4, 
0x14fe7,-0x1.fe7p-4, 
0x14fe8,-0x1.fe8p-4, 
0x14fe9,-0x1.fe9p-4, 
0x14fea,-0x1.feap-4, 
0x14feb,-0x1.febp-4, 
0x14fec,-0x1.fecp-4, 
0x14fed,-0x1.fedp-4, 
0x14fee,-0x1.feep-4, 
0x14fef,-0x1.fefp-4, 
0x14ff0,-0x1.ffp-4, 
0x14ff1,-0x1.ff1p-4, 
0x14ff2,-0x1.ff2p-4, 
0x14ff3,-0x1.ff3p-4, 
0x14ff4,-0x1.ff4p-4, 
0x14ff5,-0x1.ff5p-4, 
0x14ff6,-0x1.ff6p-4, 
0x14ff7,-0x1.ff7p-4, 
0x14ff8,-0x1.ff8p-4, 
0x14ff9,-0x1.ff9p-4, 
0x14ffa,-0x1.ffap-4, 
0x14ffb,-0x1.ffbp-4, 
0x14ffc,-0x1.ffcp-4, 
0x14ffd,-0x1.ffdp-4, 
0x14ffe,-0x1.ffep-4, 
0x14fff,-0x1.fffp-4, 
0x15000,-0x1p-3, 
0x15001,-0x1.001p-3, 
0x15002,-0x1.002p-3, 
0x15003,-0x1.003p-3, 
0x15004,-0x1.004p-3, 
0x15005,-0x1.005p-3, 
0x15006,-0x1.006p-3, 
0x15007,-0x1.007p-3, 
0x15008,-0x1.008p-3, 
0x15009,-0x1.009p-3, 
0x1500a,-0x1.00ap-3, 
0x1500b,-0x1.00bp-3, 
0x1500c,-0x1.00cp-3, 
0x1500d,-0x1.00dp-3, 
0x1500e,-0x1.00ep-3, 
0x1500f,-0x1.00fp-3, 
0x15010,-0x1.01p-3, 
0x15011,-0x1.011p-3, 
0x15012,-0x1.012p-3, 
0x15013,-0x1.013p-3, 
0x15014,-0x1.014p-3, 
0x15015,-0x1.015p-3, 
0x15016,-0x1.016p-3, 
0x15017,-0x1.017p-3, 
